Qsize_R6;Qsize_R7;Qsize_R8;Qsize_R9;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Cur_Charge_comparable_R8;Cur_Charge_comparable_R9;Exp_Charge__R6;Exp_Charge__R7;Exp_Charge__R8;Exp_Charge__R9;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_ChargeRates_R8;Exp_ChargeRates_R9;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Exp_Charge__comparable_R8;Exp_Charge__comparable_R9;Eff_Gross_R6;Eff_Gross_R7;Eff_Gross_R8;Eff_Gross_R9;predFamilies_R6;predFamilies_R7;predFamilies_R8;predFamilies_R9;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0;Selected Resource_3.0
0.0;0.0;0.0;0.0;0.5;1.0;0.0;0.0;15.0;17.0;16.0;17.0;0.8823529411764706;0.9444444444444444;0.8421052631578947;0.85;1.0;1.1333333333333333;1.0666666666666669;1.1333333333333333;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.9336917562724014;0.039426523297491;0.0053763440860215;0.0;0.021505376344086;0;0;1;0
0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;14.0;15.0;20.0;17.0;0.5;0.5172413793103449;1.0;0.5483870967741935;1.0;1.0714285714285714;1.4285714285714286;1.2142857142857142;2.0;2.142857142857143;0.8571428571428571;2.4285714285714284;0.0;0.0;1.0;0.0;0.9016949152542372;0.0559322033898305;0.023728813559322;0.0050847457627118;0.0135593220338983;1;0;0;0
0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;8.0;15.0;10.0;17.0;0.6666666666666666;0.6521739130434783;0.7142857142857143;0.68;1.0;1.875;1.25;2.125;0.8;3.0;1.2;3.4;1.0;0.0;1.0;0.0;0.9267175572519084;0.0549618320610687;0.0122137404580152;0.0;0.0061068702290076;0;0;1;0
0.0;0.0;1.0;0.0;0.4;0.0;1.0;0.0;8.0;15.0;16.0;17.0;0.4444444444444444;0.5172413793103449;0.8;0.5483870967741935;1.0;1.875;2.0;2.125;0.8;3.0;1.2;3.4;1.0;0.0;1.0;0.0;0.9183055975794252;0.0544629349470499;0.021180030257186;0.0;0.0060514372163388;0;0;1;0
1.0;0.0;0.0;0.0;1.0;0.3333333333333333;0.0;0.0;20.0;17.0;6.0;17.0;0.9090909090909092;0.7391304347826086;0.4285714285714285;0.68;3.333333333333333;2.833333333333333;1.0;2.833333333333333;2.0;2.142857142857143;0.8571428571428571;2.4285714285714284;0.0;0.0;1.0;0.0;0.9051383399209486;0.0830039525691699;0.0105401844532279;0.0013175230566534;0.0;0;0;1;0
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;30.0;6.0;17.0;0.4827586206896552;1.0;0.2857142857142857;0.53125;2.333333333333333;5.0;1.0;2.833333333333333;2.0;2.142857142857143;0.8571428571428571;2.4285714285714284;0.0;0.0;1.0;0.0;0.8846153846153846;0.0954907161803713;0.019893899204244;0.0;0.0;0;0;1;0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;6.0;17.0;1.0;1.0;1.0;1.0;2.333333333333333;2.5;1.0;2.833333333333333;2.0;2.142857142857143;0.8571428571428571;2.4285714285714284;0.0;0.0;1.0;0.0;0.8814713896457765;0.0967302452316076;0.0;0.0;0.0217983651226158;0;0;1;0
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;14.0;15.0;10.0;17.0;0.7777777777777778;0.7894736842105263;1.0;0.8095238095238095;1.4;1.5;1.0;1.7;2.0;2.142857142857143;0.8571428571428571;2.4285714285714284;0.0;0.0;1.0;0.0;0.8832417582417582;0.0892857142857142;0.0054945054945054;0.0;0.0219780219780219;0;0;1;0
0.0;0.0;0.0;0.0;1.0;0.0;0.6666666666666666;0.0;17.0;15.0;18.0;17.0;0.8947368421052632;0.75;0.8571428571428571;0.7727272727272727;1.1333333333333333;1.0;1.2;1.1333333333333333;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.8985736925515055;0.0887480190174326;0.0079239302694136;0.0047543581616481;0.0;0;0;0;1
0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;15.0;16.0;14.0;0.6666666666666666;0.6818181818181818;0.6956521739130435;1.0;1.0;1.0714285714285714;1.1428571428571428;1.0;1.75;1.875;2.0;0.875;0.0;0.0;0.0;1.0;0.9056291390728476;0.0711920529801324;0.0115894039735099;0.0;0.0115894039735099;0;1;0;0
0.0;0.0;0.0;0.0;0.4;1.0;0.4;0.0;16.0;10.0;18.0;7.0;0.6956521739130435;0.7142857142857143;0.72;0.4375;2.2857142857142856;1.4285714285714286;2.571428571428572;1.0;2.333333333333333;0.8333333333333334;2.6666666666666665;1.1666666666666667;0.0;1.0;0.0;1.0;0.8827470686767169;0.0971524288107202;0.0150753768844221;0.0016750418760469;0.0033500837520938;0;0;0;1
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;14.0;5.0;20.0;7.0;0.7777777777777778;0.5555555555555556;1.0;0.6363636363636364;2.8;1.0;4.0;1.4;2.333333333333333;0.8333333333333334;2.6666666666666665;1.1666666666666667;0.0;1.0;0.0;1.0;0.898936170212766;0.0797872340425532;0.0070921985815602;0.00177304964539;0.0124113475177304;0;1;0;0
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;27.0;5.0;16.0;7.0;1.0;0.2777777777777778;0.5517241379310345;0.35;5.4;1.0;3.2;1.4;2.333333333333333;0.8333333333333334;2.6666666666666665;1.1666666666666667;0.0;1.0;0.0;1.0;0.8634751773049646;0.0868794326241134;0.0230496453900709;0.0;0.026595744680851;0;1;0;0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;5.0;16.0;7.0;1.0;1.0;1.0;1.0;2.8;1.0;3.2;1.4;2.333333333333333;0.8333333333333334;2.6666666666666665;1.1666666666666667;0.0;1.0;0.0;1.0;0.8821218074656189;0.0923379174852652;0.0;0.0039292730844793;0.0216110019646365;0;1;0;0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;16.0;7.0;1.0;1.0;1.0;1.0;2.0;2.142857142857143;2.2857142857142856;1.0;1.75;1.875;2.0;0.875;0.0;0.0;0.0;1.0;0.711340206185567;0.1546391752577319;0.0;0.0309278350515463;0.1030927835051546;0;0;1;0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;6.0;7.0;1.0;1.0;1.0;1.0;2.333333333333333;2.5;1.0;1.1666666666666667;2.0;2.142857142857143;0.8571428571428571;1.0;0.0;0.0;1.0;1.0;0.5416666666666666;0.4027777777777778;0.0;0.0;0.0555555555555555;0;0;1;0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;6.0;7.0;1.0;1.0;1.0;1.0;2.333333333333333;2.5;1.0;1.1666666666666667;2.0;2.142857142857143;0.8571428571428571;1.0;0.0;0.0;1.0;1.0;0.6521739130434783;0.2391304347826087;0.0;0.0217391304347826;0.0869565217391304;1;0;0;0
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;17.0;15.0;6.0;7.0;1.0;0.5357142857142857;0.3157894736842105;0.35;2.833333333333333;2.5;1.0;1.1666666666666667;0.8;3.0;1.2;1.4;1.0;0.0;1.0;1.0;0.5272727272727272;0.1818181818181818;0.2363636363636363;0.0;0.0545454545454545;0;0;1;0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;6.0;15.0;6.0;7.0;1.0;0.8823529411764706;0.75;0.7777777777777778;1.0;2.5;1.0;1.1666666666666667;0.8;3.0;1.2;1.4;1.0;0.0;1.0;1.0;0.4390243902439024;0.4390243902439024;0.048780487804878;0.0;0.073170731707317;1;0;0;0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;16.0;15.0;6.0;7.0;1.0;0.8823529411764706;0.75;0.7777777777777778;2.6666666666666665;2.5;1.0;1.1666666666666667;2.0;2.142857142857143;0.8571428571428571;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.25;0.0;0.75;0;0;1;0
