Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0
0.0;2.0;0.0;1.0;15.0;34.0;0.4411764705882353;1.0;1.0;2.2666666666666666;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;0
1.0;3.0;0.40625;1.0;18.0;47.0;0.36;0.7833333333333333;1.0;2.611111111111111;0.8333333333333334;2.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1;0
3.0;5.0;0.6041666666666666;1.0;44.0;63.0;0.4782608695652174;0.6847826086956522;1.0;1.431818181818182;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;0
5.0;6.0;1.0;0.8983050847457628;74.0;68.0;0.5826771653543307;0.5354330708661418;1.088235294117647;1.0;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;0
7.0;6.0;1.0;0.5813953488372093;101.0;65.0;0.6688741721854304;0.4304635761589404;1.553846153846154;1.0;0.9375;0.9375;0.0;0.0;0.8192771084337349;0.180722891566265;0.0;0.0;0.0;0;1
13.0;13.0;1.0;0.6530612244897959;162.0;111.0;0.627906976744186;0.4302325581395348;1.4594594594594594;1.0;0.9375;0.9375;0.0;0.0;0.9418604651162792;0.0581395348837209;0.0;0.0;0.0;0;1
15.0;14.0;1.0;0.7960526315789473;167.0;136.0;0.5798611111111112;0.4722222222222222;1.2279411764705883;1.0;0.9375;0.9375;0.0;0.0;0.7982456140350878;0.1052631578947368;0.0964912280701754;0.0;0.0;1;0
20.0;21.0;1.0;0.8712871287128713;217.0;191.0;0.5521628498727735;0.4860050890585242;1.1361256544502618;1.0;0.9375;0.9375;0.0;0.0;0.9333333333333332;0.0469135802469135;0.019753086419753;0.0;0.0;1;0
22.0;22.0;1.0;0.8185840707964602;241.0;200.0;0.5657276995305164;0.4694835680751174;1.205;1.0;0.9375;0.9375;0.0;0.0;0.9032967032967032;0.0329670329670329;0.0197802197802197;0.0087912087912087;0.0351648351648351;0;1
24.0;23.0;1.0;0.7786561264822134;268.0;202.0;0.5763440860215053;0.4439560439560439;1.3267326732673268;1.0;2.5;0.8333333333333334;0.0;1.0;0.8806262230919765;0.0489236790606653;0.0430528375733855;0.0;0.0273972602739726;0;1
24.0;23.0;1.0;0.796812749003984;266.0;205.0;0.5708154506437768;0.4495614035087719;1.297560975609756;1.0;2.5;0.8333333333333334;0.0;1.0;0.8913043478260869;0.0415019762845849;0.0355731225296442;0.0;0.0316205533596837;0;1
24.0;24.0;1.0;0.7689393939393939;279.0;208.0;0.578838174273859;0.4406779661016949;1.3413461538461535;1.0;2.5;0.8333333333333334;0.0;1.0;0.8827977315689981;0.0604914933837429;0.0340264650283553;0.0;0.0226843100189035;0;1
24.0;25.0;1.0;0.7870722433460076;278.0;212.0;0.5731958762886598;0.4463157894736842;1.3113207547169812;1.0;2.5;0.8333333333333334;0.0;1.0;0.8935361216730038;0.0570342205323193;0.0304182509505703;0.0;0.0190114068441064;0;1
24.0;26.0;1.0;0.8053435114503816;277.0;216.0;0.5676229508196722;0.4518828451882845;1.2824074074074074;1.0;2.5;0.8333333333333334;0.0;1.0;0.8975332068311196;0.0531309297912713;0.0341555977229601;0.0;0.0151802656546489;0;1
23.0;27.0;1.0;0.8807692307692307;275.0;244.0;0.5456349206349206;0.4841269841269841;1.1270491803278688;1.0;0.9375;0.9375;0.0;0.0;0.9038817005545288;0.0628465804066543;0.022181146025878;0.0036968576709796;0.0073937153419593;1;0
24.0;29.0;1.0;0.8686131386861314;279.0;253.0;0.539651837524178;0.4800759013282732;1.1027667984189724;1.0;0.8333333333333334;2.5;1.0;0.0;0.8888888888888888;0.0902777777777777;0.015625;0.0017361111111111;0.0034722222222222;1;0
30.0;33.0;1.0;0.8867924528301887;333.0;297.0;0.5414634146341464;0.4829268292682926;1.121212121212121;1.0;0.9375;0.9375;0.0;0.0;0.8888888888888888;0.0888888888888888;0.0014814814814814;0.0;0.0207407407407407;0;1
30.0;34.0;1.0;0.9339622641509434;333.0;302.0;0.5285714285714286;0.4870967741935484;1.1026490066225163;1.0;2.5;0.8333333333333334;0.0;1.0;0.8913043478260869;0.0869565217391304;0.0014492753623188;0.0;0.0202898550724637;0;1
