Qsize_R13;Qsize_R14;Cur_Charge_comparable_R13;Cur_Charge_comparable_R14;Exp_Charge__R13;Exp_Charge__R14;Exp_ChargeRates_R13;Exp_ChargeRates_R14;Exp_Charge__comparable_R13;Exp_Charge__comparable_R14;Eff_Gross_R13;Eff_Gross_R14;predFamilies_R13;predFamilies_R14;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0
0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.908955223880597;0.0582089552238805;0.0238805970149253;0.008955223880597;0.0;1;0
0.0;0.0;1.0;0.6666666666666666;13.0;12.0;0.8666666666666667;0.8;1.0833333333333333;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.9370249728555916;0.0445168295331161;0.011943539630836;0.001085776330076;0.00542888165038;1;1
0.0;0.0;1.0;1.0;13.0;13.0;0.8125;0.8125;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.928817451205511;0.0539609644087256;0.0080367393800229;0.0022962112514351;0.0068886337543053;0;1
0.0;0.0;0.0;1.0;10.0;5.0;0.9090909090909092;1.0;2.0;1.0;2.0;0.8;0.0;1.0;0.9446450060168472;0.0457280385078219;0.0084235860409145;0.0;0.0012033694344163;0;1
0.0;0.0;1.0;1.0;10.0;4.0;1.0;1.0;2.5;1.0;2.0;0.8;0.0;1.0;0.9139150943396226;0.053066037735849;0.0330188679245283;0.0;0.0;0;1
0.0;0.0;1.0;0.0;14.0;4.0;1.0;0.5;3.5;1.0;2.0;0.8;0.0;1.0;0.9190184049079756;0.060122699386503;0.0122699386503067;0.003680981595092;0.0049079754601227;0;1
0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.9112903225806452;0.0806451612903225;0.0064516129032258;0.0016129032258064;0.0;1;0
0.0;1.0;0.6666666666666666;1.0;10.0;16.0;0.625;0.8;1.0;1.6;0.8571428571428571;1.4285714285714286;1.0;0.0;0.9080459770114944;0.0689655172413793;0.0016420361247947;0.0049261083743842;0.0164203612479474;1;0
0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.8702830188679245;0.0896226415094339;0.0400943396226415;0.0;0.0;0;1
0.0;0.0;1.0;1.0;10.0;4.0;1.0;1.0;2.5;1.0;2.0;0.8;0.0;1.0;0.896640826873385;0.0775193798449612;0.0258397932816537;0.0;0.0;0;1
0.0;0.0;1.0;0.0;16.0;4.0;1.0;0.4;4.0;1.0;2.0;0.8;0.0;1.0;0.8837837837837837;0.0918918918918919;0.0;0.0081081081081081;0.0162162162162162;0;1
0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.8622448979591837;0.1326530612244898;0.0051020408163265;0.0;0.0;1;0
0.0;0.0;1.0;1.0;6.0;10.0;1.0;1.0;1.0;1.6666666666666667;0.8571428571428571;1.4285714285714286;1.0;0.0;0.7986577181208053;0.1879194630872483;0.0134228187919463;0.0;0.0;1;0
0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.7397260273972602;0.1917808219178082;0.0684931506849315;0.0;0.0;0;1
0.0;0.0;1.0;0.0;14.0;4.0;1.0;0.5;3.5;1.0;2.0;0.8;0.0;1.0;0.0714285714285714;0.5714285714285714;0.0714285714285714;0.0;0.2857142857142857;0;1
0.0;0.0;1.0;1.0;10.0;4.0;1.0;1.0;2.5;1.0;2.0;0.8;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0;1
