Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0
0.0;1.0;0.0;1.0;15.0;27.0;0.5555555555555556;1.0;1.0;1.8;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;0
1.0;2.0;0.2916666666666667;1.0;12.0;39.0;0.3333333333333333;0.8478260869565217;1.0;3.25;0.8333333333333334;2.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1;0
0.0;6.0;0.0253164556962025;1.0;7.0;94.0;0.0813953488372093;0.9791666666666666;1.0;13.428571428571429;0.8333333333333334;2.5;1.0;0.0;0.7043478260869566;0.2956521739130435;0.0;0.0;0.0;1;0
0.0;6.0;0.0649350649350649;1.0;10.0;92.0;0.1149425287356321;0.9484536082474226;1.0;9.2;0.8333333333333334;2.5;1.0;0.0;0.7321428571428571;0.2678571428571428;0.0;0.0;0.0;1;0
1.0;7.0;0.0888888888888888;1.0;13.0;105.0;0.1262135922330097;0.9292035398230089;1.0;8.076923076923077;0.8333333333333334;2.5;1.0;0.0;0.6853146853146853;0.3146853146853147;0.0;0.0;0.0;1;0
9.0;9.0;0.8191489361702128;1.0;92.0;109.0;0.4946236559139785;0.5860215053763441;1.0;1.184782608695652;0.9375;0.9375;0.0;0.0;0.6923076923076923;0.1740890688259109;0.0931174089068826;0.0;0.0404858299595141;1;0
9.0;12.0;0.7063492063492064;1.0;94.0;141.0;0.4272727272727272;0.6130434782608696;1.0;1.5;0.8333333333333334;2.5;1.0;0.0;0.7678571428571429;0.1571428571428571;0.0607142857142857;0.0;0.0142857142857142;1;0
10.0;12.0;0.7377049180327869;1.0;95.0;137.0;0.4377880184331797;0.6035242290748899;1.0;1.4421052631578948;0.8333333333333334;2.5;1.0;0.0;0.8379446640316206;0.1264822134387351;0.0355731225296442;0.0;0.0;1;0
11.0;11.0;0.7692307692307693;1.0;95.0;132.0;0.4481132075471698;0.5945945945945946;1.0;1.3894736842105264;0.8333333333333334;2.5;1.0;0.0;0.8054474708171206;0.1245136186770428;0.0622568093385214;0.0077821011673151;0.0;1;0
10.0;11.0;0.6810344827586207;1.0;84.0;131.0;0.42;0.6238095238095238;1.0;1.5595238095238095;0.8333333333333334;2.5;1.0;0.0;0.819327731092437;0.1176470588235294;0.0546218487394958;0.0084033613445378;0.0;1;0
12.0;13.0;0.7318840579710145;1.0;116.0;153.0;0.4566929133858268;0.6023622047244095;1.0;1.3189655172413792;0.9375;0.9375;0.0;0.0;0.7242424242424242;0.2363636363636363;0.0121212121212121;0.0;0.0272727272727272;0;1
14.0;17.0;0.6630434782608695;1.0;137.0;199.0;0.4267912772585669;0.6199376947040498;1.0;1.4525547445255471;0.9375;0.9375;0.0;0.0;0.7746835443037975;0.1696202531645569;0.0481012658227848;0.0075949367088607;0.0;0;1
15.0;16.0;0.7142857142857143;1.0;145.0;187.0;0.4434250764525994;0.5899053627760252;1.0;1.289655172413793;2.5;0.8333333333333334;0.0;1.0;0.7938931297709924;0.1603053435114503;0.0254452926208651;0.0025445292620865;0.0178117048346055;1;0
16.0;16.0;0.7955801104972375;1.0;149.0;186.0;0.4515151515151515;0.5636363636363636;1.0;1.248322147651007;0.8333333333333334;0.8333333333333334;1.0;1.0;0.8145363408521303;0.150375939849624;0.0225563909774436;0.0;0.012531328320802;1;0
16.0;17.0;0.7513227513227513;1.0;147.0;204.0;0.4375;0.5895953757225434;1.0;1.3877551020408163;0.8333333333333334;2.5;1.0;0.0;0.8337531486146096;0.1335012594458438;0.017632241813602;0.0050377833753148;0.0100755667506297;1;0
20.0;15.0;0.9886363636363636;1.0;189.0;191.0;0.5178082191780822;0.5232876712328767;1.0;1.0105820105820107;0.9375;0.9375;0.0;0.0;0.7972665148063781;0.1753986332574031;0.0091116173120728;0.0022779043280182;0.0159453302961275;1;0
