P1;1;4;6;
P2;1;5;7;
P3;2;4;6;
P4;1;5;6;
P5;1;5;6;
P6;1;4;7;
P7;1;5;6;
P8;2;4;7;
P9;1;3;6;
P10;1;5;7;
P11;2;3;7;
P12;2;3;7;
P13;2;3;7;
P14;2;5;6;
P15;1;4;6;
P16;2;5;6;
P17;1;4;6;
P18;1;4;6;
P19;2;3;7;
P20;2;3;7;
P21;1;5;6;
P22;1;5;6;
P23;2;5;7;
P24;1;5;6;
P25;1;3;7;
P26;1;3;7;
P27;2;5;7;
P28;1;4;6;
P29;1;3;7;
P30;1;4;6;
P31;1;5;7;
P32;1;4;6;
P33;1;5;7;
P34;2;3;7;
P35;1;3;7;
P36;1;5;7;
P37;2;5;7;
P38;2;5;7;
P39;2;4;6;
P40;1;4;7;
P41;2;4;6;
P42;2;3;6;
P43;1;5;7;
P44;2;4;6;
P45;1;4;6;
P46;1;3;6;
P47;1;3;6;
P48;2;3;7;
P49;2;3;7;
P50;2;3;7;
P51;1;5;7;
P52;2;3;7;
P53;1;3;7;
P54;2;3;6;
P55;1;5;6;
P56;1;3;7;
P57;2;3;7;
P58;1;3;6;
P59;2;4;7;
P60;1;5;6;
P61;2;5;7;
P62;2;5;7;
P63;2;5;7;
P64;1;5;6;
P65;1;5;6;
P66;2;4;6;
P67;2;5;6;
P68;2;4;7;
P69;2;4;7;
P70;2;5;7;
P71;1;3;6;
P72;2;5;7;
P73;2;4;7;
P74;1;3;6;
P75;2;4;7;
P76;1;3;6;
P77;1;5;6;
P78;2;5;6;
P79;2;4;7;
P80;1;3;6;
P81;2;5;6;
P82;2;5;6;
P83;1;5;6;
P84;2;4;7;
P85;1;5;6;
P86;2;4;7;
P87;1;3;7;
P88;1;5;6;
P89;2;4;7;
P90;1;3;7;
P91;1;3;6;
P92;2;4;7;
P93;1;5;6;
P94;1;4;7;
P95;1;5;6;
P96;1;4;7;
P97;1;5;6;
P98;1;3;7;
