P1;2;5;7;
P2;1;3;6;
P3;2;5;7;
P4;1;4;6;
P5;1;3;6;
P6;1;5;6;
P7;2;5;7;
P8;2;3;7;
P9;2;3;7;
P10;1;4;7;
P11;1;4;6;
P12;1;3;7;
P13;1;5;6;
P14;2;5;7;
P15;1;4;6;
P16;1;3;7;
P17;2;4;7;
P18;1;4;7;
P19;1;5;6;
P20;2;5;7;
P21;1;5;6;
P22;1;5;6;
P23;2;5;6;
P24;2;3;6;
P25;2;4;6;
P26;1;3;7;
P27;1;3;6;
P28;1;5;7;
P29;1;5;7;
P30;1;3;6;
P31;1;4;7;
P32;2;4;6;
P33;2;3;7;
P34;2;3;7;
P35;2;3;7;
P36;2;3;7;
P37;1;3;6;
P38;2;3;7;
P39;1;5;6;
P40;2;5;6;
P41;2;3;7;
P42;1;5;6;
P43;1;3;6;
P44;1;4;7;
P45;1;4;6;
P46;2;3;7;
P47;2;3;6;
P48;1;3;7;
P49;1;3;7;
P50;1;3;7;
P51;2;4;7;
P52;1;3;7;
P53;2;4;7;
P54;2;4;7;
P55;1;3;6;
P56;1;4;7;
P57;1;3;7;
P58;1;3;7;
P59;1;3;7;
P60;2;3;7;
P61;1;4;7;
P62;2;5;6;
P63;2;5;7;
P64;1;5;6;
P65;1;5;6;
P66;1;5;6;
P67;1;5;6;
P68;1;3;7;
P69;2;5;6;
P70;2;5;6;
P71;1;3;7;
P72;1;4;7;
P73;1;5;6;
P74;2;5;6;
P75;2;4;7;
P76;1;5;6;
P77;2;4;7;
P78;2;5;6;
P79;1;3;7;
P80;2;4;6;
P81;1;5;6;
P82;2;3;7;
P83;2;3;7;
P84;2;5;6;
P85;1;3;6;
P86;1;4;7;
P87;1;4;7;
P88;2;5;6;
P89;2;5;6;
P90;1;4;7;
P91;2;5;6;
P92;1;5;6;
P93;2;3;7;
P94;1;5;7;
P95;1;5;6;
P96;2;3;7;
P97;1;5;6;
P98;2;3;7;
