P1;2;5;6;0
P2;1;5;7;0
P3;2;3;7;0
P4;2;3;7;0
P5;2;5;7;0
P6;1;5;6;0
P7;2;5;7;0
P8;2;3;7;0
P9;1;5;6;0
P10;1;5;6;0
P11;1;5;6;0
P12;2;3;6;0
P13;2;5;7;0
P14;2;5;6;0
P15;1;5;6;0
P16;1;5;7;0
P17;1;5;7;0
P18;2;5;6;0
P19;1;5;7;0
P20;2;5;6;0
P21;1;5;6;0
P22;1;5;6;0
P23;2;5;6;0
P24;1;5;7;0
P25;2;5;6;0
P26;2;5;7;0
P27;1;5;7;0
P28;1;5;6;0
P29;2;5;6;0
P30;2;5;7;0
P31;1;5;6;0
P32;1;5;7;0
P33;1;5;7;0
P34;2;5;7;0
P35;2;5;7;0
P36;2;5;6;0
P37;1;5;7;0
P38;1;5;7;0
P39;1;5;7;0
P40;2;5;7;0
P41;2;5;6;0
P42;1;3;6;0
P43;1;4;6;0
P44;1;5;6;0
P45;1;5;7;0
P46;2;5;6;0
P47;2;5;6;0
P48;1;5;7;0
P49;1;5;7;0
P50;2;5;6;0
P51;1;5;6;0
P52;2;5;6;0
P53;1;5;7;0
P54;2;5;7;0
P55;2;5;6;0
P56;2;5;7;0
P57;1;5;6;0
P58;2;5;6;0
P59;1;5;6;0
P60;2;3;6;0
P61;2;3;6;0
P62;1;5;6;0
P63;1;5;7;0
P64;1;5;6;0
P65;1;5;7;0
P66;2;3;6;0
P67;2;3;6;0
P68;1;5;7;0
P69;2;5;6;0
P70;2;5;6;0
P71;1;5;7;0
P72;2;5;6;0
P73;1;5;7;0
P74;1;5;7;0
P75;1;3;7;0
P76;2;5;7;0
P77;1;3;7;0
P78;1;5;6;0
P79;2;5;7;0
P80;2;5;7;0
P81;2;5;7;0
P82;2;5;7;0
P83;1;5;6;0
P84;1;5;7;0
P85;2;5;6;0
P86;1;5;7;0
P87;2;5;6;0
P88;2;3;6;0
P89;2;5;7;0
P90;1;5;6;0
P91;2;5;7;0
P92;2;5;7;0
P93;2;5;7;0
P94;2;5;7;0
P95;2;5;6;0
P96;2;5;6;0
P97;2;5;7;0
P98;2;5;6;0
P99;2;5;6;0
