Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource
0.0;0.0;0.0;1.0;1.0;1.0;22.0;26.0;14.0;1.0;1.0;1.0;1.5714285714285714;1.8571428571428568;1.0;1.4666666666666666;1.7333333333333334;0.9333333333333332;0.0;0.0;0.0;0.9615384615384616;0.0;0.0384615384615384;2.0
0.0;0.0;1.0;0.0;0.0;1.0;22.0;26.0;14.0;0.6470588235294118;0.6842105263157895;1.0;1.5714285714285714;1.8571428571428568;1.0;7.333333333333333;8.666666666666666;0.6666666666666666;0.0;0.0;1.0;0.9572393098274568;0.0090022505626406;0.0337584396099024;2.0
1.0;0.0;0.0;1.0;0.0;0.0;28.0;26.0;2.0;1.0;0.8125;0.25;14.0;13.0;1.0;7.333333333333333;8.666666666666666;0.6666666666666666;0.0;0.0;1.0;0.9636483807005948;0.0039656311962987;0.0323859881031064;2.0
0.0;0.0;1.0;0.0;0.0;1.0;22.0;26.0;25.0;0.6666666666666666;0.7027027027027027;1.0;1.0;1.181818181818182;1.1363636363636365;1.4666666666666666;1.7333333333333334;0.9333333333333332;0.0;0.0;0.0;0.961719274680994;0.0073875083948959;0.0308932169241101;2.0
0.0;0.0;1.0;0.0;0.0;1.0;22.0;26.0;12.0;0.6875;0.7222222222222222;1.0;1.8333333333333333;2.1666666666666665;1.0;7.333333333333333;8.666666666666666;0.6666666666666666;0.0;0.0;1.0;0.9707927677329624;0.0069541029207232;0.0222531293463143;2.0
0.0;0.0;2.0;0.0;0.0;1.0;22.0;26.0;13.0;0.6666666666666666;0.7027027027027027;1.0;1.6923076923076923;2.0;1.0;7.333333333333333;8.666666666666666;0.6666666666666666;0.0;0.0;1.0;0.9712482468443198;0.0077138849929873;0.0210378681626928;0.0
0.0;0.0;2.0;0.0;0.3333333333333333;1.0;7.0;31.0;29.0;0.2592592592592592;0.6739130434782609;0.8529411764705882;1.0;4.428571428571429;4.142857142857143;0.875;3.25;1.75;1.0;0.0;0.0;0.9841867469879518;0.0150602409638554;0.0007530120481927;0.0
0.0;0.0;0.0;1.0;0.0;0.0;25.0;26.0;14.0;1.0;0.896551724137931;0.8235294117647058;1.7857142857142858;1.8571428571428568;1.0;1.4666666666666666;1.7333333333333334;0.9333333333333332;0.0;0.0;0.0;0.9973285841495992;0.0026714158504007;0.0;2.0
0.0;0.0;2.0;0.0;0.0;1.0;22.0;26.0;37.0;0.4888888888888889;0.5306122448979592;1.0;1.0;1.181818181818182;1.681818181818182;1.4666666666666666;1.7333333333333334;0.9333333333333332;0.0;0.0;0.0;0.955536181342633;0.020052310374891;0.024411508282476;0.0
0.0;0.0;1.0;0.3333333333333333;0.0;1.0;23.0;26.0;17.0;0.8846153846153846;0.8666666666666667;0.9444444444444444;1.3529411764705883;1.5294117647058822;1.0;1.4666666666666666;1.7333333333333334;0.9333333333333332;0.0;0.0;0.0;0.952286282306163;0.003976143141153;0.0437375745526839;0.0
1.0;0.0;0.0;1.0;0.0;0.0;21.0;26.0;14.0;1.0;0.65;0.5;1.5;1.8571428571428568;1.0;0.875;3.25;1.75;1.0;0.0;0.0;0.9434343434343434;0.0141414141414141;0.0424242424242424;1.0
0.0;0.0;0.0;1.0;0.0;0.0;23.0;4.0;14.0;1.0;0.8;0.9333333333333332;5.75;1.0;3.5;4.4;0.8;2.8;0.0;1.0;0.0;0.9630836047774158;0.001085776330076;0.0358306188925081;1.0
0.0;1.0;1.0;0.0;1.0;0.5;22.0;44.0;23.0;0.4489795918367347;0.8301886792452831;0.5609756097560976;1.0;2.0;1.0454545454545454;1.4666666666666666;1.7333333333333334;0.9333333333333332;0.0;0.0;0.0;0.9194630872483222;0.0453020134228187;0.035234899328859;0.0
0.0;0.0;0.0;0.0;1.0;0.0;22.0;33.0;14.0;0.7586206896551724;1.0;0.6666666666666666;1.5714285714285714;2.357142857142857;1.0;1.4666666666666666;1.7333333333333334;0.9333333333333332;0.0;0.0;0.0;0.8707753479125249;0.0139165009940357;0.1153081510934393;2.0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;26.0;2.0;1.0;1.0;1.0;11.0;13.0;1.0;7.333333333333333;8.666666666666666;0.6666666666666666;0.0;0.0;1.0;0.861995753715499;0.0;0.138004246284501;2.0
1.0;0.0;0.0;1.0;0.0;0.0;30.0;26.0;2.0;1.0;0.7647058823529411;0.2;15.0;13.0;1.0;7.333333333333333;8.666666666666666;0.6666666666666666;0.0;0.0;1.0;0.8809523809523809;0.019047619047619;0.1;2.0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;26.0;2.0;1.0;1.0;1.0;11.0;13.0;1.0;7.333333333333333;8.666666666666666;0.6666666666666666;0.0;0.0;1.0;0.8599033816425121;0.0;0.1400966183574879;0.0
1.0;0.0;0.0;1.0;0.0;0.0;22.0;26.0;2.0;1.0;0.6341463414634146;0.1176470588235294;11.0;13.0;1.0;2.333333333333333;8.666666666666666;0.6666666666666666;1.0;0.0;1.0;0.8528678304239401;0.0374064837905236;0.1097256857855361;2.0
0.0;0.0;0.0;1.0;1.0;1.0;7.0;26.0;2.0;1.0;1.0;1.0;3.5;13.0;1.0;2.333333333333333;8.666666666666666;0.6666666666666666;1.0;0.0;1.0;0.8882521489971347;0.0;0.1117478510028653;0.0
0.0;2.0;0.0;0.0;1.0;0.0;7.0;43.0;2.0;0.2916666666666667;1.0;0.1052631578947368;3.5;21.5;1.0;2.333333333333333;8.666666666666666;0.6666666666666666;1.0;0.0;1.0;0.890728476821192;0.0562913907284768;0.0529801324503311;2.0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;26.0;14.0;1.0;1.0;1.0;1.5714285714285714;1.8571428571428568;1.0;1.4666666666666666;1.7333333333333334;0.9333333333333332;0.0;0.0;0.0;0.0;0.0;1.0;2.0
