Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource
0.0;1.0;0.0;0.0;1.0;0.0;22.0;35.0;14.0;0.7096774193548387;1.0;0.6086956521739131;1.5714285714285714;2.5;1.0;1.4666666666666666;1.7333333333333334;0.9333333333333332;0.0;0.0;0.0;0.969596827495043;0.0059484467944481;0.0244547257105089;2.0
2.0;2.0;0.0;1.0;0.8260869565217391;0.0;45.0;45.0;2.0;0.703125;0.6617647058823529;0.0454545454545454;22.5;22.5;1.0;7.333333333333333;8.666666666666666;0.6666666666666666;0.0;0.0;1.0;0.953375086986778;0.0292275574112734;0.0173973556019485;1.0
1.0;2.0;0.0;0.4516129032258064;1.0;0.0;36.0;35.0;2.0;0.5373134328358209;0.7142857142857143;0.0425531914893617;18.0;17.5;1.0;7.333333333333333;1.3333333333333333;0.6666666666666666;0.0;1.0;1.0;0.9575070821529744;0.0318696883852691;0.0106232294617563;2.0
1.0;1.0;0.0;0.1363636363636363;1.0;0.0;25.0;26.0;2.0;0.5319148936170213;0.896551724137931;0.074074074074074;12.5;13.0;1.0;7.333333333333333;1.3333333333333333;0.6666666666666666;0.0;1.0;1.0;0.9348283111422564;0.0175192711983181;0.0476524176594253;1.0
0.0;2.0;0.0;0.0;1.0;0.0;22.0;26.0;2.0;0.5;1.0;0.0833333333333333;11.0;13.0;1.0;7.333333333333333;1.3333333333333333;0.6666666666666666;0.0;1.0;1.0;0.930035335689046;0.015547703180212;0.054416961130742;2.0
0.0;2.0;0.0;0.0;1.0;0.0;22.0;17.0;2.0;0.6285714285714286;1.0;0.1333333333333333;11.0;8.5;1.0;7.333333333333333;1.3333333333333333;0.6666666666666666;0.0;1.0;1.0;0.9412617839013778;0.009427121102248;0.0493110949963741;1.0
0.0;2.0;0.0;0.0;1.0;0.0;22.0;62.0;2.0;0.3793103448275862;1.0;0.0526315789473684;11.0;31.0;1.0;7.333333333333333;8.666666666666666;0.6666666666666666;0.0;0.0;1.0;0.93562874251497;0.0269461077844311;0.0374251497005988;2.0
1.0;1.0;0.0;0.9166666666666666;1.0;0.0;33.0;38.0;2.0;0.7333333333333333;0.7755102040816326;0.08;16.5;19.0;1.0;7.333333333333333;8.666666666666666;0.6666666666666666;0.0;0.0;1.0;0.9509646302250804;0.0184887459807073;0.0305466237942122;2.0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;26.0;14.0;1.0;1.0;1.0;1.5714285714285714;1.8571428571428568;1.0;1.4666666666666666;1.7333333333333334;0.9333333333333332;0.0;0.0;0.0;0.9977973568281938;0.0;0.0022026431718061;2.0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;26.0;14.0;1.0;1.0;1.0;1.5714285714285714;1.8571428571428568;1.0;1.4666666666666666;1.7333333333333334;0.9333333333333332;0.0;0.0;0.0;0.9883870967741936;0.0;0.0116129032258064;1.0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;4.0;14.0;1.0;1.0;1.0;5.5;1.0;3.5;4.4;0.8;2.8;0.0;1.0;0.0;0.9446808510638298;0.0;0.0553191489361702;1.0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;4.0;14.0;1.0;1.0;1.0;5.5;1.0;3.5;4.4;0.8;2.8;0.0;1.0;0.0;0.9404934687953556;0.0;0.0595065312046444;1.0
0.0;0.0;1.0;0.0;0.0;1.0;22.0;4.0;29.0;0.5945945945945946;0.2105263157894736;1.0;5.5;1.0;7.25;4.4;0.8;2.8;0.0;1.0;0.0;0.930576070901034;0.0221565731166912;0.0472673559822747;1.0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;4.0;14.0;1.0;1.0;1.0;5.5;1.0;3.5;4.4;0.8;2.8;0.0;1.0;0.0;0.9515625;0.0;0.0484375;1.0
