Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource
1.0;6.0;0.0869565217391304;1.0;27.0;151.0;0.1901408450704225;0.937888198757764;1.0;5.592592592592593;0.9444444444444444;2.0;0.0;0.0;1.0;0.0;0.0;1.0
3.0;9.0;0.2279792746113989;1.0;61.0;229.0;0.2401574803149606;0.8388278388278388;1.0;3.7540983606557377;0.9444444444444444;2.0;0.0;0.0;1.0;0.0;0.0;1.0
6.0;11.0;0.3522267206477733;1.0;104.0;283.0;0.2962962962962963;0.7648648648648648;1.0;2.7211538461538463;0.9444444444444444;2.0;0.0;0.0;1.0;0.0;0.0;1.0
7.0;13.0;0.3222591362126246;1.0;114.0;337.0;0.2746987951807229;0.7764976958525346;1.0;2.956140350877193;0.9444444444444444;2.0;0.0;0.0;1.0;0.0;0.0;0.0
8.0;14.0;0.35202492211838;1.0;122.0;357.0;0.2753950338600451;0.7595744680851064;1.0;2.9262295081967213;0.9;3.6;1.0;0.0;0.9601769911504424;0.0398230088495575;0.0;0.0
13.0;18.0;0.4219948849104859;1.0;182.0;427.0;0.3176265270506108;0.7212837837837838;1.0;2.3461538461538463;0.9444444444444444;2.0;0.0;0.0;0.9455782312925172;0.0544217687074829;0.0;0.0
17.0;20.0;0.527363184079602;1.0;229.0;438.0;0.3629160063391442;0.6738461538461539;1.0;1.9126637554585155;0.9444444444444444;2.0;0.0;0.0;0.959375;0.040625;0.0;0.0
17.0;23.0;0.4669509594882729;1.0;228.0;505.0;0.3271162123385939;0.6975138121546961;1.0;2.2149122807017543;0.9;3.6;1.0;0.0;0.9745042492917848;0.0254957507082152;0.0;0.0
18.0;23.0;0.4861407249466951;1.0;237.0;505.0;0.3356940509915014;0.6889495225102319;1.0;2.130801687763713;0.9;3.6;1.0;0.0;0.9748251748251748;0.0251748251748251;0.0;0.0
19.0;23.0;0.5042735042735043;1.0;245.0;504.0;0.3436185133239832;0.6810810810810811;1.0;2.057142857142857;0.9;3.6;1.0;0.0;0.9777777777777776;0.0222222222222222;0.0;0.0
31.0;36.0;0.5190058479532164;1.0;372.0;720.0;0.3522727272727273;0.6697674418604651;1.0;1.935483870967742;0.9444444444444444;2.0;0.0;0.0;0.9665116279069768;0.0130232558139534;0.0204651162790697;1.0
49.0;38.0;0.8658698539176627;1.0;669.0;789.0;0.4704641350210971;0.5475364330326162;1.0;1.1793721973094171;0.9444444444444444;2.0;0.0;0.0;0.9656357388316152;0.0;0.0343642611683848;0.0
