Qsize_R6;Qsize_R7;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Exp_Charge__R6;Exp_Charge__R7;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Eff_Gross_R6;Eff_Gross_R7;predFamilies_R6;predFamilies_R7;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource
0.0;1.0;0.0714285714285714;1.0;25.0;47.0;0.6410256410256411;0.9791666666666666;1.0;1.88;0.96;1.32;0.0;0.0;0.9836867862969004;0.0040783034257748;0.0122349102773246;0.0
1.0;1.0;1.0;0.5217391304347826;32.0;45.0;0.7272727272727273;0.6617647058823529;1.0;1.40625;0.9;3.3;1.0;0.0;0.9693548387096774;0.0024193548387096;0.0282258064516129;0.0
2.0;0.0;1.0;0.2857142857142857;37.0;41.0;0.8222222222222222;0.5942028985507246;1.0;1.108108108108108;0.9;3.3;1.0;0.0;0.9707317073170731;0.0;0.0292682926829268;0.0
0.0;1.0;0.0;1.0;9.0;53.0;0.3103448275862069;1.0;1.0;5.888888888888889;0.9;3.3;1.0;0.0;0.9703315881326352;0.0122164048865619;0.0174520069808027;0.0
2.0;0.0;1.0;0.0434782608695652;47.0;34.0;0.9791666666666666;0.5964912280701754;1.3823529411764706;1.0;0.96;1.32;0.0;0.0;0.971291866028708;0.0057416267942583;0.0229665071770334;1.0
1.0;1.0;0.5925925925925926;1.0;40.0;41.0;0.5970149253731343;0.7192982456140351;1.0;1.025;1.6;0.9333333333333332;0.0;1.0;0.9578947368421052;0.000956937799043;0.0411483253588516;1.0
1.0;2.0;0.358974358974359;1.0;38.0;53.0;0.4935064935064935;0.7910447761194029;1.0;1.394736842105263;1.6;0.9333333333333332;0.0;1.0;0.9495238095238095;0.0;0.0504761904761904;1.0
0.0;3.0;0.1521739130434782;1.0;31.0;60.0;0.4025974025974026;0.8955223880597015;1.0;1.935483870967742;1.6;0.9333333333333332;0.0;1.0;0.9340866290018832;0.0160075329566855;0.0499058380414312;1.0
0.0;3.0;0.0;1.0;24.0;65.0;0.32;1.0;1.0;2.708333333333333;1.6;0.9333333333333332;0.0;1.0;0.9427184466019416;0.0077669902912621;0.0495145631067961;1.0
0.0;1.0;0.1111111111111111;1.0;26.0;32.0;0.5909090909090909;0.9411764705882352;1.0;1.2307692307692308;1.6;0.9333333333333332;0.0;1.0;0.9570011025358324;0.0209481808158765;0.022050716648291;1.0
0.0;2.0;0.0;1.0;24.0;73.0;0.375;1.0;1.0;3.0416666666666665;0.96;1.32;0.0;0.0;0.6396396396396397;0.0;0.3603603603603603;0.0
0.0;0.0;0.0;1.0;9.0;42.0;0.5;1.0;1.0;4.666666666666667;0.9;3.3;1.0;0.0;0.7272727272727273;0.0;0.2727272727272727;0.0
