Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource
0.0;2.0;0.0;1.0;17.0;91.0;0.2361111111111111;1.0;1.0;5.352941176470588;0.9444444444444444;2.0;0.0;0.0;1.0;0.0;0.0;0.0
2.0;4.0;0.2990654205607476;1.0;49.0;143.0;0.3141025641025641;0.8171428571428572;1.0;2.9183673469387754;0.9444444444444444;2.0;0.0;0.0;1.0;0.0;0.0;1.0
4.0;7.0;0.2956989247311828;1.0;72.0;222.0;0.2790697674418604;0.8014440433212996;1.0;3.083333333333333;0.9444444444444444;2.0;0.0;0.0;1.0;0.0;0.0;0.0
4.0;9.0;0.3557692307692308;1.0;83.0;244.0;0.2852233676975945;0.7672955974842768;1.0;2.9397590361445785;0.9;3.6;1.0;0.0;1.0;0.0;0.0;0.0
5.0;9.0;0.3990384615384615;1.0;92.0;244.0;0.3066666666666666;0.746177370030581;1.0;2.652173913043478;0.9;3.6;1.0;0.0;1.0;0.0;0.0;0.0
6.0;10.0;0.4090909090909091;1.0;99.0;256.0;0.3103448275862069;0.7398843930635838;1.0;2.585858585858586;0.9;3.6;1.0;0.0;1.0;0.0;0.0;0.0
7.0;12.0;0.391304347826087;1.0;108.0;289.0;0.299168975069252;0.7448453608247423;1.0;2.675925925925926;0.9;3.6;1.0;0.0;1.0;0.0;0.0;0.0
8.0;14.0;0.3682310469314079;1.0;111.0;313.0;0.2860824742268041;0.7542168674698795;1.0;2.81981981981982;0.9;3.6;1.0;0.0;1.0;0.0;0.0;0.0
9.0;14.0;0.4109090909090909;1.0;122.0;311.0;0.3073047858942065;0.7334905660377359;1.0;2.5491803278688523;0.9;3.6;1.0;0.0;0.9394673123486684;0.0605326876513317;0.0;0.0
10.0;14.0;0.4416058394160584;1.0;130.0;310.0;0.3217821782178218;0.7192575406032483;1.0;2.3846153846153846;0.9;3.6;1.0;0.0;0.9427207637231504;0.0572792362768496;0.0;0.0
11.0;14.0;0.4744525547445255;1.0;139.0;310.0;0.3365617433414044;0.7045454545454546;1.0;2.2302158273381294;0.9;3.6;1.0;0.0;0.9439252336448598;0.0560747663551401;0.0;0.0
17.0;18.0;0.5634218289085545;1.0;208.0;375.0;0.3802559414990859;0.6625441696113075;1.0;1.8028846153846156;0.9444444444444444;2.0;0.0;0.0;0.965391621129326;0.0346083788706739;0.0;0.0
18.0;20.0;0.5486486486486486;1.0;212.0;406.0;0.3642611683848797;0.6666666666666666;1.0;1.9150943396226412;0.9;3.6;1.0;0.0;0.971186440677966;0.0288135593220339;0.0;0.0
19.0;21.0;0.5234567901234568;1.0;221.0;441.0;0.353035143769968;0.6753445635528331;1.0;1.995475113122172;0.9;3.6;1.0;0.0;0.973186119873817;0.0268138801261829;0.0;0.0
22.0;22.0;0.5717592592592593;1.0;264.0;468.0;0.3793103448275862;0.6545454545454545;1.0;1.7727272727272727;0.9444444444444444;2.0;0.0;0.0;0.978386167146974;0.0216138328530259;0.0;0.0
25.0;26.0;0.5572519083969466;1.0;309.0;560.0;0.3709483793517407;0.6572769953051644;1.0;1.812297734627832;0.9444444444444444;2.0;0.0;0.0;0.9866989117291416;0.0133010882708585;0.0;0.0
26.0;26.0;0.5774378585086042;1.0;311.0;559.0;0.3729016786570743;0.6492450638792102;1.0;1.797427652733119;0.9;3.6;1.0;0.0;0.9880239520958084;0.0119760479041916;0.0;0.0
27.0;27.0;0.5813084112149532;1.0;320.0;571.0;0.3742690058479532;0.6473922902494331;1.0;1.784375;0.9;3.6;1.0;0.0;0.9883177570093458;0.0116822429906542;0.0;0.0
29.0;28.0;0.6146788990825688;1.0;352.0;581.0;0.3924191750278706;0.6342794759825328;1.0;1.650568181818182;0.9444444444444444;2.0;0.0;0.0;0.9898762654668166;0.0101237345331833;0.0;0.0
36.0;31.0;0.7392795883361921;1.0;448.0;619.0;0.4345295829291949;0.5895238095238096;1.0;1.3816964285714286;0.9444444444444444;2.0;0.0;0.0;0.9950932286555446;0.0049067713444553;0.0;1.0
37.0;36.0;0.6409883720930233;1.0;458.0;724.0;0.3996509598603839;0.6214592274678111;1.0;1.5807860262008733;0.9444444444444444;2.0;0.0;0.0;0.9973498233215548;0.0026501766784452;0.0;1.0
43.0;37.0;0.7166437414030261;1.0;538.0;763.0;0.425296442687747;0.5942367601246106;1.0;1.4182156133828996;0.9444444444444444;2.0;0.0;0.0;0.975;0.01015625;0.01484375;0.0
46.0;39.0;0.7429667519181585;1.0;598.0;818.0;0.4333333333333333;0.5847033595425304;1.0;1.3678929765886287;0.9444444444444444;2.0;0.0;0.0;0.9707977207977208;0.0199430199430199;0.0092592592592592;0.0
48.0;39.0;0.7958115183246073;1.0;625.0;800.0;0.4499640028797696;0.5681818181818182;1.0;1.28;0.9444444444444444;2.0;0.0;0.0;0.9723600283486888;0.0198440822111977;0.0077958894401133;0.0
