Family;Qsize_R6;Qsize_R7;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Exp_Charge__R6;Exp_Charge__R7;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Eff_Gross_R6;Eff_Gross_R7;predFamilies_R6;predFamilies_R7;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource_0.0;Selected Resource_1.0
2.0;0.0;0.0;1.0;1.0;28.0;40.0;1.0;1.0;1.0;1.4285714285714286;0.9655172413793104;1.3793103448275863;0.0;0.0;0.9723756906077348;0.027624309392265192;0.0;1;0
2.0;1.0;0.0;1.0;0.0;30.0;40.0;1.0;0.6451612903225806;1.0;1.3333333333333333;0.8888888888888888;4.444444444444445;1.0;0.0;0.9582089552238806;0.008955223880597015;0.03283582089552239;1;0
5.0;2.0;0.0;1.0;0.0;49.0;33.0;1.0;0.5689655172413793;1.4848484848484849;1.0;0.96;1.32;0.0;0.0;0.9477958236658933;0.02320185614849188;0.029002320185614848;0;1
5.0;2.0;1.0;0.7419354838709677;1.0;47.0;45.0;0.6025641025641025;0.6617647058823529;1.0444444444444445;1.0;1.6;0.9333333333333333;0.0;1.0;0.9275510204081633;0.017346938775510204;0.05510204081632653;1;0
5.0;3.0;1.0;1.0;0.5625;57.0;41.0;0.6785714285714286;0.4606741573033708;1.3902439024390243;1.0;0.9;1.4;1.0;1.0;0.8969754253308129;0.03213610586011342;0.07088846880907372;1;0
4.0;2.0;0.0;1.0;0.3023255813953488;72.0;41.0;0.8470588235294118;0.4880952380952381;1.7560975609756098;1.0;1.0;0.9655172413793104;0.0;0.0;0.9396306818181818;0.020596590909090908;0.03977272727272727;0;1
4.0;2.0;1.0;0.9375;1.0;59.0;40.0;0.6483516483516484;0.5714285714285714;1.475;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9457308248914617;0.009406657018813314;0.04486251808972504;0;1
4.0;2.0;2.0;0.7368421052631579;1.0;57.0;46.0;0.6;0.6216216216216216;1.2391304347826086;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9337134711332858;0.01924447612259444;0.047042052744119746;0;1
4.0;2.0;3.0;0.5909090909090909;1.0;55.0;52.0;0.5555555555555556;0.6666666666666666;1.0576923076923077;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9341917024320457;0.015736766809728183;0.05007153075822604;0;1
1.0;2.0;4.0;0.41304347826086957;1.0;48.0;69.0;0.5106382978723404;0.7840909090909091;1.0;1.4375;1.2083333333333333;0.9583333333333334;0.0;0.0;0.9444444444444444;0.00804093567251462;0.04751461988304093;0;1
2.0;0.0;5.0;0.140625;1.0;37.0;104.0;0.36633663366336633;0.9203539823008849;1.0;2.810810810810811;0.9655172413793104;1.3793103448275863;0.0;0.0;0.9433258762117822;0.0022371364653243847;0.054436987322893364;1;0
2.0;1.0;5.0;0.4838709677419355;1.0;38.0;102.0;0.38;0.7727272727272727;1.0;2.6842105263157894;0.8888888888888888;4.444444444444445;1.0;0.0;0.931314623338257;0.0007385524372230429;0.06794682422451995;1;0
2.0;2.0;4.0;0.6;1.0;44.0;100.0;0.4230769230769231;0.7352941176470589;1.0;2.272727272727273;0.8888888888888888;4.444444444444445;1.0;0.0;0.9182621502209131;0.011045655375552283;0.07069219440353461;1;0
3.0;3.0;2.0;0.75;1.0;69.0;78.0;0.6106194690265486;0.7027027027027027;1.0;1.1304347826086956;1.0285714285714285;0.9714285714285714;0.0;0.0;0.9205992509363295;0.021722846441947566;0.05767790262172284;1;0
1.0;3.0;1.0;1.0;0.6037735849056604;82.0;40.0;0.7192982456140351;0.43010752688172044;2.05;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9297839506172839;0.004629629629629629;0.06558641975308642;0;1
1.0;2.0;2.0;1.0;0.6086956521739131;75.0;36.0;0.7281553398058253;0.43902439024390244;2.0833333333333335;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9140445126630852;0.02916346891788181;0.056792018419033;0;1
5.0;1.0;1.0;1.0;0.5333333333333333;54.0;49.0;0.7714285714285715;0.620253164556962;1.1020408163265305;1.0;0.96;1.32;0.0;0.0;0.9473251028806584;0.014814814814814815;0.03786008230452675;1;0
