P1;2;5;6;Unnamed: 4
P2;2;5;6;
P3;1;5;7;
P4;2;5;6;
P5;1;5;7;
P6;2;5;7;
P7;2;5;7;
P8;2;3;7;
P9;2;5;7;
P10;1;5;7;
P11;1;5;6;
P12;1;5;6;
P13;1;5;6;
P14;2;5;7;
P15;2;5;7;
P16;2;5;7;
P17;2;3;6;
P18;1;5;6;
P19;1;5;7;
P20;2;5;6;
P21;2;5;6;
P22;1;5;7;
P23;2;5;7;
P24;1;5;6;
P25;2;5;7;
P26;2;5;6;
P27;1;5;7;
P28;1;5;6;
P29;2;5;7;
P30;1;3;6;
P31;2;5;7;
P32;1;5;6;
P33;2;5;6;
P34;1;3;6;
P35;1;5;7;
P36;2;5;7;
P37;2;5;7;
P38;2;5;6;
P39;1;3;7;
P40;2;5;6;
P41;2;5;7;
P42;1;5;7;
P43;2;5;7;
P44;1;3;6;
P45;1;5;6;
P46;2;5;7;
P47;1;5;6;
P48;1;5;6;
P49;2;5;7;
P50;1;5;7;
P51;2;5;6;
P52;2;5;6;
P53;2;5;6;
P54;1;4;7;
P55;1;5;7;
P56;2;5;6;
P57;2;5;6;
