P1;2;5;6;Unnamed: 4
P2;1;5;7;
P3;2;5;6;
P4;1;5;7;
P5;2;5;6;
P6;2;5;6;
P7;1;5;7;
P8;2;5;6;
P9;2;5;6;
P10;1;5;7;
P11;2;5;6;
P12;1;5;7;
P13;2;5;6;
P14;2;5;6;
P15;2;5;6;
P16;2;5;6;
P17;1;3;7;
P18;1;3;7;
P19;1;5;6;
P20;2;5;6;
P21;2;5;7;
P22;2;3;6;
P23;1;5;6;
P24;2;5;7;
P25;1;3;7;
P26;2;5;7;
P27;2;5;7;
P28;1;5;6;
P29;2;5;7;
P30;2;5;7;
P31;1;5;7;
P32;1;5;7;
P33;1;5;6;
P34;2;5;7;
P35;1;5;7;
P36;1;5;7;
P37;2;5;6;
P38;2;5;7;
P39;1;5;7;
P40;2;5;6;
P41;2;5;7;
P42;1;5;7;
P43;1;5;7;
P44;2;5;7;
P45;2;5;6;
P46;1;5;7;
P47;1;5;6;
P48;2;5;6;
