Family;Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource_0.0;Selected Resource_1.0
3.0;0.0;0.0;1.0;1.0;24.0;42.0;1.0;1.0;1.0;1.75;0.96;1.68;0.0;0.0;0.0;0.0;0.0;0;1
3.0;0.0;1.0;0.0;1.0;24.0;48.0;0.4137931034482758;1.0;1.0;2.0;1.6;0.9333333333333332;0.0;1.0;1.0;0.0;0.0;0;1
5.0;0.0;2.0;0.0;1.0;17.0;91.0;0.2361111111111111;1.0;1.0;5.352941176470588;0.9444444444444444;2.0;0.0;0.0;1.0;0.0;0.0;1;0
4.0;1.0;2.0;0.2692307692307692;1.0;44.0;71.0;0.4583333333333333;0.8352941176470589;1.0;1.6136363636363635;1.5;0.95;0.0;0.0;1.0;0.0;0.0;0;1
2.0;1.0;3.0;0.160919540229885;1.0;27.0;108.0;0.2368421052631578;0.8852459016393442;1.0;4.0;0.9285714285714286;1.5;0.0;0.0;1.0;0.0;0.0;0;1
3.0;1.0;4.0;0.1203703703703703;1.0;37.0;150.0;0.2551724137931034;0.9202453987730062;1.0;4.054054054054054;0.96;1.68;0.0;0.0;1.0;0.0;0.0;1;0
5.0;2.0;4.0;0.2990654205607476;1.0;49.0;143.0;0.3141025641025641;0.8171428571428572;1.0;2.9183673469387754;0.9444444444444444;2.0;0.0;0.0;1.0;0.0;0.0;0;1
3.0;2.0;5.0;0.2388059701492537;1.0;44.0;176.0;0.247191011235955;0.8461538461538461;1.0;4.0;0.9230769230769232;3.230769230769231;1.0;0.0;1.0;0.0;0.0;1;0
3.0;3.0;5.0;0.3283582089552239;1.0;56.0;176.0;0.2947368421052631;0.8;1.0;3.142857142857143;0.9230769230769232;3.230769230769231;1.0;0.0;1.0;0.0;0.0;1;0
2.0;4.0;5.0;0.417910447761194;1.0;69.0;155.0;0.3399014778325123;0.7345971563981043;1.0;2.246376811594203;0.9285714285714286;1.5;0.0;0.0;1.0;0.0;0.0;0;1
1.0;4.0;6.0;0.3414634146341463;1.0;68.0;180.0;0.293103448275862;0.7627118644067796;1.0;2.647058823529412;0.9230769230769232;1.2307692307692308;0.0;0.0;1.0;0.0;0.0;0;1
5.0;4.0;7.0;0.2956989247311828;1.0;72.0;222.0;0.2790697674418604;0.8014440433212996;1.0;3.083333333333333;0.9444444444444444;2.0;0.0;0.0;1.0;0.0;0.0;1;0
1.0;5.0;7.0;0.4086021505376344;1.0;88.0;198.0;0.3211678832116788;0.7226277372262774;1.0;2.25;0.9230769230769232;0.9230769230769232;0.0;1.0;1.0;0.0;0.0;0;1
1.0;5.0;8.0;0.3838383838383838;1.0;88.0;210.0;0.3076923076923077;0.7342657342657343;1.0;2.386363636363636;0.9230769230769232;0.9230769230769232;0.0;1.0;1.0;0.0;0.0;0;1
5.0;4.0;9.0;0.3557692307692308;1.0;83.0;244.0;0.2852233676975945;0.7672955974842768;1.0;2.9397590361445785;0.9;3.6;1.0;0.0;1.0;0.0;0.0;1;0
5.0;5.0;9.0;0.3990384615384615;1.0;92.0;244.0;0.3066666666666666;0.746177370030581;1.0;2.652173913043478;0.9;3.6;1.0;0.0;1.0;0.0;0.0;1;0
2.0;6.0;9.0;0.4396135265700483;1.0;104.0;228.0;0.3344051446945337;0.7147335423197492;1.0;2.1923076923076925;0.9285714285714286;1.5;0.0;0.0;1.0;0.0;0.0;0;1
5.0;6.0;10.0;0.4090909090909091;1.0;99.0;256.0;0.3103448275862069;0.7398843930635838;1.0;2.585858585858586;0.9;3.6;1.0;0.0;1.0;0.0;0.0;1;0
2.0;7.0;10.0;0.45;1.0;112.0;230.0;0.3373493975903614;0.6990881458966566;1.0;2.0535714285714284;1.181818181818182;0.9090909090909092;0.0;1.0;1.0;0.0;0.0;0;1
1.0;7.0;11.0;0.4304347826086956;1.0;111.0;246.0;0.3255131964809384;0.7130434782608696;1.0;2.216216216216216;0.9230769230769232;1.2307692307692308;0.0;0.0;1.0;0.0;0.0;0;1
5.0;7.0;12.0;0.391304347826087;1.0;108.0;289.0;0.299168975069252;0.7448453608247423;1.0;2.675925925925926;0.9;3.6;1.0;0.0;1.0;0.0;0.0;1;0
1.0;8.0;12.0;0.42;1.0;117.0;262.0;0.3188010899182561;0.7138964577656676;1.0;2.23931623931624;0.9230769230769232;0.9230769230769232;0.0;1.0;1.0;0.0;0.0;0;1
3.0;8.0;13.0;0.3961538461538461;1.0;127.0;302.0;0.3281653746770026;0.745679012345679;1.0;2.377952755905512;0.96;1.68;0.0;0.0;1.0;0.0;0.0;0;1
5.0;8.0;14.0;0.3682310469314079;1.0;111.0;313.0;0.2860824742268041;0.7542168674698795;1.0;2.81981981981982;0.9;3.6;1.0;0.0;1.0;0.0;0.0;1;0
5.0;9.0;14.0;0.4109090909090909;1.0;122.0;311.0;0.3073047858942065;0.7334905660377359;1.0;2.5491803278688523;0.9;3.6;1.0;0.0;0.9394673123486684;0.0605326876513317;0.0;1;0
5.0;10.0;14.0;0.4416058394160584;1.0;130.0;310.0;0.3217821782178218;0.7192575406032483;1.0;2.3846153846153846;0.9;3.6;1.0;0.0;0.9427207637231504;0.0572792362768496;0.0;1;0
5.0;11.0;14.0;0.4744525547445255;1.0;139.0;310.0;0.3365617433414044;0.7045454545454546;1.0;2.2302158273381294;0.9;3.6;1.0;0.0;0.9439252336448598;0.0560747663551401;0.0;1;0
2.0;12.0;14.0;0.5072992700729927;1.0;152.0;295.0;0.3568075117370892;0.6797235023041475;1.0;1.9407894736842104;0.9285714285714286;1.5;0.0;0.0;0.9450800915331808;0.0549199084668192;0.0;1;0
3.0;13.0;14.0;0.5641025641025641;1.0;178.0;287.0;0.3946784922394678;0.6507936507936508;1.0;1.6123595505617978;1.6;0.9333333333333332;0.0;1.0;0.9488888888888888;0.0511111111111111;0.0;0;1
1.0;13.0;15.0;0.5365853658536586;1.0;166.0;303.0;0.3664459161147902;0.6630196936542669;1.0;1.8253012048192767;0.9230769230769232;1.2307692307692308;0.0;0.0;0.9504310344827588;0.0495689655172413;0.0;1;0
2.0;14.0;15.0;0.5874125874125874;1.0;181.0;307.0;0.3875802997858672;0.6463157894736842;1.0;1.6961325966850829;0.9285714285714286;1.5;0.0;0.0;0.953781512605042;0.0462184873949579;0.0;1;0
3.0;15.0;15.0;0.6223776223776224;1.0;202.0;300.0;0.4139344262295082;0.6276150627615062;1.0;1.4851485148514851;1.6;0.9333333333333332;0.0;1.0;0.9547325102880658;0.0452674897119341;0.0;0;1
2.0;15.0;16.0;0.5933333333333334;1.0;186.0;321.0;0.382716049382716;0.6432865731462926;1.0;1.7258064516129032;0.8888888888888888;2.333333333333333;1.0;0.0;0.956;0.044;0.0;1;0
4.0;16.0;16.0;0.6187290969899666;1.0;215.0;318.0;0.4182879377431907;0.6322067594433399;1.0;1.4790697674418605;1.5;0.95;0.0;0.0;0.9584158415841584;0.0415841584158415;0.0;0;1
4.0;16.0;17.0;0.5538922155688623;1.0;215.0;341.0;0.3916211293260473;0.6482889733840305;1.0;1.586046511627907;3.75;0.875;0.0;1.0;0.9611111111111112;0.0388888888888888;0.0;0;1
2.0;16.0;18.0;0.5411764705882353;1.0;192.0;361.0;0.3609022556390977;0.6623853211009174;1.0;1.8802083333333333;0.8888888888888888;2.333333333333333;1.0;0.0;0.9632352941176472;0.0367647058823529;0.0;1;0
5.0;17.0;18.0;0.5634218289085545;1.0;208.0;375.0;0.3802559414990859;0.6625441696113075;1.0;1.8028846153846156;0.9444444444444444;2.0;0.0;0.0;0.965391621129326;0.0346083788706739;0.0;1;0
4.0;18.0;18.0;0.6047197640117994;1.0;235.0;346.0;0.4094076655052265;0.6279491833030852;1.0;1.4723404255319148;3.75;0.875;0.0;1.0;0.966252220248668;0.0337477797513321;0.0;0;1
3.0;18.0;19.0;0.591304347826087;1.0;228.0;387.0;0.3979057591623036;0.6548223350253807;1.0;1.6973684210526316;0.96;1.68;0.0;0.0;0.9682539682539684;0.0317460317460317;0.0;0;1
5.0;18.0;20.0;0.5486486486486486;1.0;212.0;406.0;0.3642611683848797;0.6666666666666666;1.0;1.9150943396226412;0.9;3.6;1.0;0.0;0.971186440677966;0.0288135593220339;0.0;1;0
4.0;19.0;20.0;0.572972972972973;1.0;242.0;389.0;0.3954248366013072;0.6472545757071547;1.0;1.6074380165289257;1.5;0.95;0.0;0.0;0.9716193656093488;0.028380634390651;0.0;0;1
5.0;19.0;21.0;0.5234567901234568;1.0;221.0;441.0;0.353035143769968;0.6753445635528331;1.0;1.995475113122172;0.9;3.6;1.0;0.0;0.973186119873817;0.0268138801261829;0.0;1;0
1.0;20.0;20.0;0.5445544554455446;1.0;232.0;420.0;0.3647798742138364;0.65625;1.0;1.8103448275862069;0.9230769230769232;1.2307692307692308;0.0;0.0;0.975;0.025;0.0;1;0
1.0;21.0;20.0;0.5891089108910891;1.0;248.0;420.0;0.3803680981595092;0.6382978723404256;1.0;1.6935483870967742;0.9090909090909092;1.4545454545454546;1.0;0.0;0.9756838905775076;0.0243161094224924;0.0;1;0
4.0;22.0;20.0;0.6138613861386139;1.0;278.0;411.0;0.407624633431085;0.6236722306525038;1.0;1.4784172661870505;3.75;0.875;0.0;1.0;0.9760479041916168;0.0239520958083832;0.0;0;1
2.0;22.0;21.0;0.6034063260340633;1.0;261.0;432.0;0.3883928571428571;0.6352941176470588;1.0;1.6551724137931034;0.9285714285714286;1.5;0.0;0.0;0.9762962962962964;0.0237037037037037;0.0;0;1
5.0;22.0;22.0;0.5717592592592593;1.0;264.0;468.0;0.3793103448275862;0.6545454545454545;1.0;1.7727272727272727;0.9444444444444444;2.0;0.0;0.0;0.978386167146974;0.0216138328530259;0.0;1;0
2.0;23.0;22.0;0.5972222222222222;1.0;271.0;442.0;0.3854907539118065;0.6314285714285715;1.0;1.6309963099630995;1.181818181818182;0.9090909090909092;0.0;1.0;0.9787234042553192;0.0212765957446808;0.0;0;1
3.0;23.0;23.0;0.583710407239819;1.0;282.0;484.0;0.3895027624309392;0.6522911051212938;1.0;1.716312056737589;0.96;1.68;0.0;0.0;0.9790209790209792;0.0209790209790209;0.0;0;1
1.0;22.0;24.0;0.5515021459227468;1.0;269.0;482.0;0.3659863945578231;0.652232746955345;1.0;1.79182156133829;0.9230769230769232;1.2307692307692308;0.0;0.0;0.9810040705563092;0.0189959294436906;0.0;1;0
2.0;23.0;24.0;0.5901287553648069;1.0;288.0;487.0;0.3819628647214854;0.6391076115485564;1.0;1.6909722222222223;0.9285714285714286;1.5;0.0;0.0;0.981456953642384;0.0185430463576158;0.0;0;1
1.0;23.0;25.0;0.5456349206349206;1.0;285.0;520.0;0.3612167300380228;0.6540880503144654;1.0;1.824561403508772;0.9090909090909092;1.4545454545454546;1.0;0.0;0.9823455233291298;0.0176544766708701;0.0;1;0
1.0;24.0;25.0;0.5646123260437376;1.0;294.0;519.0;0.3688833124215809;0.6463262764632628;1.0;1.7653061224489797;0.9090909090909092;1.4545454545454546;1.0;0.0;0.98375;0.01625;0.0;1;0
1.0;25.0;25.0;0.5828343313373253;1.0;302.0;517.0;0.3760896637608966;0.6390605686032138;1.0;1.7119205298013245;0.9090909090909092;1.4545454545454546;1.0;0.0;0.986318407960199;0.0136815920398009;0.0;0;1
5.0;25.0;26.0;0.5572519083969466;1.0;309.0;560.0;0.3709483793517407;0.6572769953051644;1.0;1.812297734627832;0.9444444444444444;2.0;0.0;0.0;0.9866989117291416;0.0133010882708585;0.0;1;0
5.0;26.0;26.0;0.5774378585086042;1.0;311.0;559.0;0.3729016786570743;0.6492450638792102;1.0;1.797427652733119;0.9;3.6;1.0;0.0;0.9880239520958084;0.0119760479041916;0.0;1;0
1.0;27.0;26.0;0.5946462715105163;1.0;323.0;535.0;0.3817966903073286;0.6323877068557919;1.0;1.6563467492260062;0.9230769230769232;0.9230769230769232;0.0;1.0;0.9881516587677726;0.0118483412322274;0.0;0;1
5.0;27.0;27.0;0.5813084112149532;1.0;320.0;571.0;0.3742690058479532;0.6473922902494331;1.0;1.784375;0.9;3.6;1.0;0.0;0.9883177570093458;0.0116822429906542;0.0;1;0
4.0;28.0;27.0;0.5981308411214953;1.0;350.0;554.0;0.3954802259887006;0.6338672768878718;1.0;1.582857142857143;1.5;0.95;0.0;0.0;0.9884393063583816;0.0115606936416184;0.0;0;1
2.0;28.0;28.0;0.5853211009174312;1.0;332.0;566.0;0.3785632839224629;0.63954802259887;1.0;1.7048192771084338;0.9285714285714286;1.5;0.0;0.0;0.9896907216494846;0.0103092783505154;0.0;1;0
5.0;29.0;28.0;0.6146788990825688;1.0;352.0;581.0;0.3924191750278706;0.6342794759825328;1.0;1.650568181818182;0.9444444444444444;2.0;0.0;0.0;0.9898762654668166;0.0101237345331833;0.0;1;0
2.0;30.0;28.0;0.6397058823529411;1.0;361.0;565.0;0.3988950276243094;0.6188389923329682;1.0;1.5650969529085872;0.9285714285714286;1.5;0.0;0.0;0.9911111111111112;0.0088888888888888;0.0;1;0
4.0;31.0;28.0;0.6691176470588235;1.0;394.0;551.0;0.4200426439232409;0.6021857923497268;1.0;1.398477157360406;3.75;0.875;0.0;1.0;0.9912663755458516;0.0087336244541484;0.0;0;1
3.0;31.0;29.0;0.6606170598911071;1.0;388.0;593.0;0.4132055378061768;0.619644723092999;1.0;1.5283505154639174;0.96;1.68;0.0;0.0;0.991332611050921;0.008667388949079;0.0;1;0
2.0;32.0;29.0;0.6909090909090909;1.0;393.0;571.0;0.4167550371155885;0.6004206098843323;1.0;1.4529262086513994;0.9285714285714286;1.5;0.0;0.0;0.992529348986126;0.007470651013874;0.0;1;0
1.0;33.0;29.0;0.7272727272727273;1.0;412.0;566.0;0.4282744282744283;0.5859213250517599;1.0;1.3737864077669903;0.9230769230769232;1.2307692307692308;0.0;0.0;0.992685475444096;0.0073145245559038;0.0;0;1
2.0;33.0;30.0;0.6968641114982579;1.0;408.0;595.0;0.4154786150712831;0.5979899497487438;1.0;1.4583333333333333;0.8888888888888888;2.333333333333333;1.0;0.0;0.9928644240570846;0.0071355759429153;0.0;1;0
2.0;34.0;30.0;0.7102966841186736;1.0;415.0;594.0;0.4200404858299595;0.5934065934065934;1.0;1.4313253012048193;0.8888888888888888;2.333333333333333;1.0;0.0;0.9939148073022313;0.0060851926977687;0.0;1;0
4.0;35.0;30.0;0.7242582897033158;1.0;445.0;592.0;0.43713163064833;0.5878848063555114;1.0;1.3303370786516855;1.5;0.95;0.0;0.0;0.993963782696177;0.0060362173038229;0.0;0;1
