Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource
2.0;1.0;0.5365853658536586;1.0;35.0;62.0;0.4605263157894737;0.7380952380952381;1.0;1.7714285714285714;0.9285714285714286;1.5;0.0;0.0;1.0;0.0;0.0;1.0
5.0;6.0;0.3941176470588235;1.0;80.0;191.0;0.32;0.7403100775193798;1.0;2.3875;0.9285714285714286;1.5;0.0;0.0;1.0;0.0;0.0;1.0
5.0;7.0;0.3641304347826087;1.0;80.0;194.0;0.303030303030303;0.7432950191570882;1.0;2.425;1.181818181818182;0.9090909090909092;0.0;1.0;1.0;0.0;0.0;1.0
6.0;11.0;0.308;1.0;90.0;271.0;0.2647058823529412;0.7787356321839081;1.0;3.011111111111111;0.9285714285714286;1.5;0.0;0.0;1.0;0.0;0.0;1.0
11.0;15.0;0.4617940199335548;1.0;152.0;322.0;0.3355408388520971;0.6984815618221258;1.0;2.1184210526315788;0.9285714285714286;1.5;0.0;0.0;1.0;0.0;0.0;1.0
12.0;16.0;0.4735202492211838;1.0;165.0;331.0;0.3395061728395062;0.6853002070393375;1.0;2.006060606060606;1.181818181818182;0.9090909090909092;0.0;1.0;0.979296066252588;0.020703933747412;0.0;1.0
15.0;20.0;0.4859335038363171;1.0;203.0;412.0;0.3417508417508417;0.6843853820598007;1.0;2.0295566502463056;0.9285714285714286;1.5;0.0;0.0;1.0;0.0;0.0;0.0
20.0;25.0;0.5874439461883408;1.0;275.0;467.0;0.3814147018030513;0.6406035665294925;1.0;1.6981818181818182;0.9285714285714286;1.5;0.0;0.0;0.959349593495935;0.0176151761517615;0.0230352303523035;0.0
21.0;25.0;0.6089887640449438;1.0;279.0;466.0;0.3853591160220994;0.6322930800542741;1.0;1.6702508960573477;0.8888888888888888;2.333333333333333;1.0;0.0;0.9623655913978496;0.0161290322580645;0.021505376344086;0.0
23.0;29.0;0.5528301886792453;1.0;306.0;551.0;0.3660287081339713;0.6528436018957346;1.0;1.800653594771242;0.9285714285714286;1.5;0.0;0.0;0.9693757361601884;0.0129564193168433;0.0176678445229682;0.0
33.0;32.0;0.717687074829932;1.0;435.0;609.0;0.4252199413489736;0.5906886517943744;1.0;1.4;0.9285714285714286;1.5;0.0;0.0;0.986328125;0.0048828125;0.0087890625;1.0
44.0;37.0;0.8792569659442725;1.0;581.0;667.0;0.4735126324368378;0.540080971659919;1.0;1.1480206540447504;0.9285714285714286;1.5;0.0;0.0;0.9634920634920636;0.0222222222222222;0.0142857142857142;1.0
47.0;39.0;0.8799414348462665;1.0;614.0;704.0;0.4734001542020046;0.539463601532567;1.0;1.1465798045602609;0.9285714285714286;1.5;0.0;0.0;0.971990915972748;0.0166540499621498;0.0113550340651021;0.0
