Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource
1.0;0.0;1.0;0.7058823529411765;0.2352941176470588;1.0;34.0;24.0;37.0;0.6181818181818182;0.4528301886792453;0.6981132075471698;1.4166666666666667;1.0;1.5416666666666667;1.0476190476190477;0.9523809523809524;0.9523809523809524;0.0;0.0;0.0;0.9346846846846848;0.0371621621621621;0.0281531531531531;1.0
1.0;1.0;2.0;0.25;1.0;0.9375;26.0;22.0;35.0;0.4561403508771929;0.5365853658536586;0.6363636363636364;1.181818181818182;1.0;1.5909090909090908;3.142857142857143;0.8571428571428571;2.857142857142857;0.0;1.0;0.0;0.9215686274509804;0.0361197110423116;0.0423116615067079;2.0
1.0;0.0;1.0;0.5;0.0555555555555555;1.0;31.0;7.0;20.0;0.62;0.2058823529411764;0.6666666666666666;4.428571428571429;1.0;2.857142857142857;7.333333333333333;2.0;0.6666666666666666;0.0;1.0;1.0;0.9444850255661068;0.0204528853177501;0.0350620891161431;1.0
0.0;0.0;0.0;0.0;1.0;0.0;22.0;21.0;2.0;0.9565217391304348;1.0;0.6666666666666666;11.0;10.5;1.0;7.333333333333333;6.666666666666667;0.6666666666666666;0.0;0.0;1.0;0.9498806682577564;0.0007955449482895;0.0493237867939538;2.0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;20.0;2.0;1.0;1.0;1.0;11.0;10.0;1.0;7.333333333333333;6.666666666666667;0.6666666666666666;0.0;0.0;1.0;0.9408945686900958;0.0;0.0591054313099041;0.0
1.0;0.0;0.0;1.0;0.2857142857142857;0.0;18.0;24.0;2.0;0.8181818181818182;0.631578947368421;0.1;9.0;12.0;1.0;1.3333333333333333;6.666666666666667;0.6666666666666666;1.0;0.0;1.0;0.938610662358643;0.0145395799676898;0.0468497576736672;2.0
1.0;0.0;0.0;1.0;0.0;0.0;10.0;20.0;2.0;1.0;0.7692307692307693;0.25;5.0;10.0;1.0;1.3333333333333333;6.666666666666667;0.6666666666666666;1.0;0.0;1.0;0.9458572600492208;0.0049220672682526;0.0492206726825266;0.0
0.0;0.0;1.0;0.0;0.0;1.0;4.0;20.0;26.0;0.4;0.7692307692307693;1.0;1.0;5.0;6.5;0.8;4.0;4.0;1.0;0.0;0.0;0.9731977818853974;0.0055452865064695;0.021256931608133;0.0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;20.0;20.0;1.0;1.0;1.0;1.1;1.0;1.0;1.0476190476190477;0.9523809523809524;0.9523809523809524;0.0;0.0;0.0;0.9463350785340314;0.0;0.0536649214659685;1.0
1.0;0.0;0.0;1.0;0.1111111111111111;0.0;31.0;21.0;20.0;0.96875;0.7;0.6666666666666666;1.55;1.05;1.0;1.0476190476190477;0.9523809523809524;0.9523809523809524;0.0;0.0;0.0;0.9323017408123792;0.0193423597678916;0.0483558994197292;2.0
0.0;0.0;1.0;0.0;0.0;1.0;22.0;20.0;12.0;0.6875;0.6666666666666666;1.0;1.8333333333333333;1.6666666666666667;1.0;7.333333333333333;6.666666666666667;0.6666666666666666;0.0;0.0;1.0;0.9342915811088296;0.0205338809034907;0.0451745379876796;2.0
0.0;0.0;0.0;1.0;0.0;0.0;23.0;20.0;2.0;1.0;0.9523809523809524;0.6666666666666666;11.5;10.0;1.0;7.333333333333333;6.666666666666667;0.6666666666666666;0.0;0.0;1.0;0.9243498817966904;0.0023640661938534;0.0732860520094562;2.0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;20.0;2.0;1.0;1.0;1.0;11.0;10.0;1.0;7.333333333333333;6.666666666666667;0.6666666666666666;0.0;0.0;1.0;0.9188405797101448;0.0;0.081159420289855;2.0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;20.0;2.0;1.0;1.0;1.0;11.0;10.0;1.0;7.333333333333333;6.666666666666667;0.6666666666666666;0.0;0.0;1.0;0.9233038348082596;0.0;0.0766961651917404;2.0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;20.0;2.0;1.0;1.0;1.0;11.0;10.0;1.0;7.333333333333333;6.666666666666667;0.6666666666666666;0.0;0.0;1.0;0.9085365853658536;0.0;0.0914634146341463;2.0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;20.0;2.0;1.0;1.0;1.0;11.0;10.0;1.0;7.333333333333333;6.666666666666667;0.6666666666666666;0.0;0.0;1.0;0.9109792284866468;0.0;0.0890207715133531;2.0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;20.0;2.0;1.0;1.0;1.0;11.0;10.0;1.0;7.333333333333333;6.666666666666667;0.6666666666666666;0.0;0.0;1.0;0.9344827586206896;0.0;0.0655172413793103;2.0
