Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0
0.0;1.0;1.0;0.0;1.0;1.0;12.0;31.0;35.0;0.3333333333333333;0.7209302325581395;0.7446808510638298;1.0;2.583333333333333;2.9166666666666665;0.9230769230769232;1.4615384615384617;1.7692307692307692;0.0;0.0;0.0;0.9565217391304348;0.017391304347826;0.0260869565217391;1;1;1
0.0;0.0;0.0;1.0;1.0;1.0;4.0;21.0;25.0;0.5;0.84;0.8620689655172413;1.0;5.25;6.25;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.974512743628186;0.0044977511244377;0.0209895052473763;0;1;0
0.0;1.0;0.0;0.0;1.0;0.0;2.0;34.0;23.0;0.0689655172413793;1.0;0.46;1.0;17.0;11.5;0.6666666666666666;2.333333333333333;7.666666666666667;1.0;1.0;0.0;0.960711638250556;0.0200148257968865;0.0192735359525574;1;1;0
0.0;1.0;0.0;0.0;1.0;0.0;2.0;18.0;23.0;0.1538461538461538;1.0;0.6764705882352942;1.0;9.0;11.5;0.6666666666666666;2.333333333333333;7.666666666666667;1.0;1.0;0.0;0.9441997063142438;0.0080763582966226;0.0477239353891336;1;0;0
0.0;0.0;0.0;0.0;1.0;0.0;2.0;14.0;23.0;0.2222222222222222;1.0;0.7666666666666667;1.0;7.0;11.5;0.6666666666666666;2.333333333333333;7.666666666666667;1.0;1.0;0.0;0.9472913616398244;0.0051244509516837;0.0475841874084919;0;0;1
0.0;1.0;1.0;0.0;1.0;0.6;2.0;24.0;26.0;0.2;0.8888888888888888;0.8387096774193549;1.0;12.0;13.0;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.983078162771958;0.0064464141821112;0.0104754230459307;1;0;1
0.0;0.0;0.0;1.0;1.0;1.0;2.0;19.0;23.0;1.0;1.0;1.0;1.0;9.5;11.5;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.9651821862348178;0.0;0.0348178137651821;1;0;1
0.0;0.0;0.0;1.0;1.0;1.0;2.0;19.0;23.0;1.0;1.0;1.0;1.0;9.5;11.5;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.974231088944306;0.0;0.025768911055694;1;0;1
0.0;0.0;1.0;0.0;0.0;1.0;2.0;19.0;36.0;0.1333333333333333;0.59375;1.0;1.0;9.5;18.0;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.9729272419627748;0.0109983079526226;0.0160744500846023;1;1;1
0.0;0.0;0.0;0.0;0.0;1.0;2.0;19.0;29.0;0.25;0.76;1.0;1.0;9.5;14.5;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.9836488812392428;0.0051635111876075;0.0111876075731497;0;0;1
0.0;0.0;2.0;0.0;0.0;1.0;12.0;19.0;31.0;0.6;0.7037037037037037;1.0;1.0;1.5833333333333333;2.583333333333333;0.9230769230769232;1.4615384615384617;1.7692307692307692;0.0;0.0;0.0;0.9797794117647058;0.0073529411764705;0.0128676470588235;1;1;0
1.0;1.0;0.0;1.0;0.6956521739130435;0.0;35.0;35.0;23.0;0.6862745098039216;0.603448275862069;0.3709677419354839;1.5217391304347827;1.5217391304347827;1.0;0.9230769230769232;1.4615384615384617;1.7692307692307692;0.0;0.0;0.0;0.8531598513011153;0.0724907063197026;0.0743494423791821;1;1;0
0.0;0.0;0.0;1.0;0.0;1.0;4.0;19.0;25.0;0.6666666666666666;0.8260869565217391;0.925925925925926;1.0;4.75;6.25;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.966903073286052;0.0094562647754137;0.0236406619385342;0;1;0
0.0;0.0;1.0;0.0;0.0;1.0;12.0;7.0;51.0;0.3;0.2;1.0;1.7142857142857142;1.0;7.285714285714286;1.5;0.875;2.875;0.0;1.0;0.0;0.8388888888888889;0.0777777777777777;0.0833333333333333;0;1;0
0.0;0.0;1.0;0.0;0.0;1.0;12.0;7.0;39.0;0.4285714285714285;0.3043478260869565;1.0;1.7142857142857142;1.0;5.571428571428571;1.5;0.875;2.875;0.0;1.0;0.0;0.86875;0.05;0.08125;0;1;0
0.0;0.0;0.0;0.5;0.0;1.0;14.0;7.0;27.0;0.7777777777777778;0.5384615384615384;0.9310344827586208;2.0;1.0;3.857142857142857;1.5;0.875;2.875;0.0;1.0;0.0;0.9306569343065694;0.0218978102189781;0.0474452554744525;0;1;1
0.0;1.0;0.0;0.0;1.0;0.4166666666666667;12.0;31.0;28.0;0.4137931034482758;0.8611111111111112;0.7;1.0;2.583333333333333;2.333333333333333;0.9230769230769232;1.4615384615384617;1.7692307692307692;0.0;0.0;0.0;0.8137651821862348;0.068825910931174;0.117408906882591;1;0;0
