Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0
1.0;0.0;1.0;1.0;0.0;0.4210526315789473;31.0;19.0;31.0;0.7948717948717948;0.4130434782608695;0.62;1.631578947368421;1.0;1.631578947368421;0.9230769230769232;1.4615384615384617;1.7692307692307692;0.0;0.0;0.0;0.9426399447131996;0.0186592950932964;0.0387007601935038;1;1;1
0.0;1.0;0.0;0.0;1.0;0.0;12.0;16.0;23.0;0.5714285714285714;1.0;0.71875;1.0;1.3333333333333333;1.9166666666666667;1.5;0.875;2.875;0.0;1.0;0.0;0.9525159461374912;0.0063784549964564;0.0411055988660524;0;1;0
0.0;0.0;0.0;0.0;1.0;0.0;12.0;13.0;23.0;0.6666666666666666;1.0;0.7931034482758621;1.0;1.0833333333333333;1.9166666666666667;1.5;0.875;2.875;0.0;1.0;0.0;0.9370529327610873;0.0042918454935622;0.0586552217453505;1;1;0
0.0;0.0;0.0;1.0;0.0;0.0;4.0;7.0;23.0;1.0;0.7777777777777778;0.92;1.0;1.75;5.75;0.6666666666666666;2.333333333333333;7.666666666666667;1.0;1.0;0.0;0.9536764705882352;0.0014705882352941;0.0448529411764705;1;0;0
0.0;0.0;1.0;0.2666666666666666;0.0;1.0;16.0;7.0;38.0;0.5161290322580645;0.2692307692307692;0.9047619047619048;2.2857142857142856;1.0;5.428571428571429;1.5;0.875;2.875;0.0;1.0;0.0;0.9654901960784312;0.0149019607843137;0.0196078431372549;0;1;1
0.0;0.0;1.0;0.0;0.0;1.0;12.0;7.0;27.0;0.75;0.6363636363636364;1.0;1.7142857142857142;1.0;3.857142857142857;1.5;0.875;2.875;0.0;1.0;0.0;0.9782783588093322;0.0032180209171359;0.0185036202735317;0;1;1
0.0;0.0;0.0;1.0;1.0;1.0;12.0;7.0;23.0;1.0;1.0;1.0;1.7142857142857142;1.0;3.2857142857142856;1.5;0.875;2.875;0.0;1.0;0.0;0.9681372549019608;0.0;0.0318627450980392;0;1;1
0.0;0.0;0.0;1.0;1.0;1.0;12.0;7.0;23.0;1.0;1.0;1.0;1.7142857142857142;1.0;3.2857142857142856;1.5;0.875;2.875;0.0;1.0;0.0;0.9711221122112212;0.0;0.0288778877887788;0;1;0
0.0;0.0;1.0;0.0;0.0;1.0;12.0;19.0;33.0;0.5454545454545454;0.6551724137931034;1.0;1.0;1.5833333333333333;2.75;0.9230769230769232;1.4615384615384617;1.7692307692307692;0.0;0.0;0.0;0.9492957746478872;0.0093896713615023;0.0413145539906103;1;1;0
0.0;0.0;0.0;0.0;0.0;1.0;2.0;19.0;24.0;0.6666666666666666;0.95;1.0;1.0;9.5;12.0;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.949260042283298;0.0010570824524312;0.0496828752642706;1;0;0
0.0;0.0;0.0;1.0;1.0;1.0;2.0;19.0;23.0;1.0;1.0;1.0;1.0;9.5;11.5;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.95124593716143;0.0;0.0487540628385698;1;0;0
0.0;0.0;0.0;1.0;1.0;1.0;2.0;19.0;23.0;1.0;1.0;1.0;1.0;9.5;11.5;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.9608062709966404;0.0;0.0391937290033594;1;1;0
0.0;0.0;0.0;1.0;1.0;1.0;2.0;19.0;23.0;1.0;1.0;1.0;1.0;9.5;11.5;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.9710312862108922;0.0;0.0289687137891077;1;1;0
0.0;0.0;0.0;1.0;1.0;1.0;2.0;19.0;23.0;1.0;1.0;1.0;1.0;9.5;11.5;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.9821215733015496;0.0;0.0178784266984505;1;1;0
0.0;0.0;0.0;1.0;1.0;1.0;12.0;19.0;23.0;1.0;1.0;1.0;1.0;1.5833333333333333;1.9166666666666667;0.9230769230769232;1.4615384615384617;1.7692307692307692;0.0;0.0;0.0;0.9119318181818182;0.0;0.0880681818181818;1;1;0
1.0;0.0;0.0;1.0;0.0;0.0;31.0;19.0;23.0;1.0;0.5;0.5476190476190477;1.631578947368421;1.0;1.2105263157894737;0.9230769230769232;1.4615384615384617;1.7692307692307692;0.0;0.0;0.0;0.890495867768595;0.0392561983471074;0.0702479338842975;0;0;1
0.0;0.0;1.0;0.6363636363636364;0.3636363636363636;1.0;19.0;23.0;14.0;0.5588235294117647;0.5609756097560976;0.56;1.3571428571428572;1.6428571428571428;1.0;3.0;4.75;0.75;0.0;0.0;1.0;0.9051724137931034;0.0474137931034482;0.0474137931034482;0;0;1
0.0;0.0;1.0;0.0;0.0;1.0;12.0;19.0;7.0;0.75;0.8260869565217391;1.0;1.7142857142857142;2.7142857142857144;1.0;3.0;4.75;0.75;0.0;0.0;1.0;0.8948545861297539;0.0089485458612975;0.0961968680089485;0;0;1
0.0;0.0;0.0;1.0;1.0;1.0;12.0;19.0;3.0;1.0;1.0;1.0;4.0;6.333333333333333;1.0;3.0;4.75;0.75;0.0;0.0;1.0;0.8539823008849557;0.0;0.1460176991150442;0;0;1
0.0;0.0;1.0;0.0;0.0;1.0;12.0;19.0;31.0;0.6;0.7037037037037037;1.0;1.0;1.5833333333333333;2.583333333333333;0.9230769230769232;1.4615384615384617;1.7692307692307692;0.0;0.0;0.0;0.9;0.0235294117647058;0.0764705882352941;1;0;0
0.0;0.0;0.0;1.0;1.0;1.0;2.0;19.0;23.0;1.0;1.0;1.0;1.0;9.5;11.5;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.9348534201954396;0.0;0.0651465798045602;1;0;0
0.0;0.0;0.0;1.0;1.0;1.0;2.0;19.0;23.0;1.0;1.0;1.0;1.0;9.5;11.5;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.8873239436619719;0.0;0.1126760563380281;1;0;0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;41.0;23.0;0.0833333333333333;1.0;0.5111111111111111;1.0;20.5;11.5;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.8551724137931035;0.0758620689655172;0.0689655172413793;1;0;0
0.0;1.0;0.0;0.0;1.0;0.0;2.0;31.0;23.0;0.1428571428571428;1.0;0.6571428571428571;1.0;15.5;11.5;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.9193548387096774;0.0483870967741935;0.032258064516129;1;0;0
0.0;0.0;0.0;0.0;1.0;0.0;2.0;21.0;23.0;0.5;1.0;0.92;1.0;10.5;11.5;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.8813559322033898;0.0084745762711864;0.1101694915254237;1;0;0
0.0;0.0;0.0;1.0;1.0;1.0;2.0;19.0;23.0;1.0;1.0;1.0;1.0;9.5;11.5;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.8744186046511628;0.0;0.1255813953488372;1;0;0
0.0;0.0;0.0;1.0;1.0;1.0;2.0;19.0;23.0;1.0;1.0;1.0;1.0;9.5;11.5;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.9081081081081082;0.0;0.0918918918918919;1;0;0
0.0;0.0;1.0;0.0;0.0;1.0;2.0;19.0;37.0;0.125;0.5757575757575758;1.0;1.0;9.5;18.5;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.8653846153846154;0.0897435897435897;0.0448717948717948;1;0;0
