Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0
2.0;1.0;1.0;0.5;41.0;28.0;0.7592592592592593;0.5185185185185185;1.4642857142857142;1.0;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;0
3.0;1.0;1.0;0.3170731707317073;46.0;28.0;0.7796610169491526;0.4057971014492754;1.6428571428571428;1.0;0.8333333333333334;2.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1;0
4.0;2.0;1.0;0.3777777777777777;50.0;32.0;0.746268656716418;0.4155844155844156;1.5625;1.0;0.8333333333333334;2.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1;0
5.0;4.0;1.0;0.7291666666666666;53.0;50.0;0.6022727272727273;0.5102040816326531;1.06;1.0;0.8333333333333334;2.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1;0
7.0;4.0;1.0;0.4487179487179487;93.0;50.0;0.7265625;0.390625;1.86;1.0;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0;1
12.0;12.0;0.981132075471698;1.0;119.0;121.0;0.5288888888888889;0.5377777777777778;1.0;1.0168067226890756;0.9375;0.9375;0.0;0.0;0.875;0.125;0.0;0.0;0.0;0;1
12.0;13.0;0.853448275862069;1.0;114.0;121.0;0.4956521739130435;0.55;1.0;1.0614035087719298;2.5;0.8333333333333334;0.0;1.0;0.8301158301158301;0.1158301158301158;0.054054054054054;0.0;0.0;0;1
14.0;14.0;0.9834710743801652;1.0;134.0;126.0;0.5254901960784314;0.5142857142857142;1.0634920634920637;1.0;2.5;0.8333333333333334;0.0;1.0;0.8450704225352113;0.1056338028169014;0.0492957746478873;0.0;0.0;0;1
16.0;14.0;1.0;0.9051094890510948;152.0;129.0;0.5507246376811594;0.4849624060150376;1.178294573643411;1.0;2.5;0.8333333333333334;0.0;1.0;0.8787878787878788;0.0808080808080808;0.0404040404040404;0.0;0.0;0;1
18.0;18.0;0.8658536585365854;1.0;157.0;179.0;0.4890965732087227;0.557632398753894;1.0;1.1401273885350318;0.9375;0.9375;0.0;0.0;0.892128279883382;0.0874635568513119;0.0204081632653061;0.0;0.0;0;1
19.0;26.0;0.5617977528089888;1.0;165.0;282.0;0.3819444444444444;0.6527777777777778;1.0;1.709090909090909;0.9375;0.9375;0.0;0.0;0.8580246913580247;0.088477366255144;0.0349794238683127;0.0;0.0185185185185185;0;1
20.0;27.0;0.5448028673835126;1.0;167.0;284.0;0.3744394618834081;0.6513761467889908;1.0;1.7005988023952097;2.5;0.8333333333333334;0.0;1.0;0.8707070707070707;0.0888888888888888;0.0222222222222222;0.006060606060606;0.0121212121212121;0;1
21.0;28.0;0.6382978723404256;1.0;195.0;287.0;0.4088050314465409;0.6145610278372591;1.0;1.471794871794872;2.5;0.8333333333333334;0.0;1.0;0.90234375;0.07421875;0.013671875;0.001953125;0.0078125;0;1
22.0;29.0;0.6794425087108014;1.0;210.0;292.0;0.4225352112676056;0.5995893223819302;1.0;1.3904761904761904;2.5;0.8333333333333334;0.0;1.0;0.9060150375939848;0.0714285714285714;0.0131578947368421;0.0018796992481203;0.0075187969924812;0;1
26.0;31.0;0.6930379746835443;1.0;234.0;331.0;0.4254545454545455;0.6018181818181818;1.0;1.4145299145299146;0.9375;0.9375;0.0;0.0;0.8411949685534591;0.0786163522012578;0.0660377358490566;0.0;0.0141509433962264;0;1
28.0;33.0;0.6578947368421053;1.0;240.0;357.0;0.4123711340206185;0.6134020618556701;1.0;1.4875;0.9375;0.9375;0.0;0.0;0.8723076923076923;0.0738461538461538;0.0461538461538461;0.0;0.0076923076923076;1;0
32.0;35.0;0.6888297872340425;1.0;274.0;391.0;0.4215384615384615;0.6015384615384616;1.0;1.427007299270073;0.9375;0.9375;0.0;0.0;0.9097421203438396;0.0544412607449856;0.0300859598853868;0.0057306590257879;0.0;1;0
36.0;34.0;0.787012987012987;1.0;318.0;400.0;0.4523470839260313;0.5689900426742532;1.0;1.2578616352201255;0.9375;0.9375;0.0;0.0;0.9124668435013262;0.046419098143236;0.0172413793103448;0.0;0.0238726790450928;0;1
39.0;36.0;0.7943262411347518;1.0;351.0;438.0;0.4534883720930232;0.5658914728682171;1.0;1.247863247863248;0.9375;0.9375;0.0;0.0;0.9122596153846154;0.0721153846153846;0.001201923076923;0.0;0.0144230769230769;0;1
