Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0
0.0;0.0;0.0;1.0;1.0;1.0;15.0;18.0;21.0;1.0;1.0;1.0;1.0;1.2;1.4;0.9375;1.125;1.3125;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;0;0
1.0;0.0;0.0;1.0;0.0;0.0;24.0;18.0;21.0;1.0;0.5625;0.6;1.3333333333333333;1.0;1.1666666666666667;0.9090909090909092;1.6363636363636365;1.9090909090909087;1.0;0.0;0.0;0.8271604938271605;0.1728395061728395;0.0;0.0;0.0;0;0;1
0.0;0.0;1.0;0.5625;0.0;1.0;19.0;18.0;30.0;0.5428571428571428;0.4186046511627907;0.7692307692307693;1.0555555555555556;1.0;1.6666666666666667;0.9090909090909092;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.7282608695652174;0.2717391304347826;0.0;0.0;0.0;0;1;0
0.0;1.0;1.0;0.0;1.0;0.75;15.0;42.0;39.0;0.2631578947368421;0.7;0.6190476190476191;1.0;2.8;2.6;0.9375;1.125;1.3125;0.0;0.0;0.0;0.7634854771784232;0.1742738589211618;0.0;0.0373443983402489;0.0248962655601659;1;0;0
0.0;0.0;1.0;0.0;0.4736842105263157;1.0;15.0;27.0;40.0;0.3488372093023256;0.5869565217391305;0.8163265306122449;1.0;1.8;2.6666666666666665;0.9375;1.125;1.3125;0.0;0.0;0.0;0.826625386996904;0.0866873065015479;0.0433436532507739;0.0;0.0433436532507739;1;0;0
0.0;0.0;0.0;0.7142857142857143;0.2857142857142857;1.0;20.0;22.0;35.0;0.5263157894736842;0.4782608695652174;0.7142857142857143;1.0;1.1;1.75;0.9090909090909092;1.6363636363636365;1.9090909090909087;1.0;0.0;0.0;0.8918918918918919;0.084084084084084;0.006006006006006;0.006006006006006;0.012012012012012;1;0;0
0.0;0.0;1.0;0.3571428571428571;0.2857142857142857;1.0;25.0;26.0;49.0;0.4098360655737705;0.40625;0.7313432835820896;1.0;1.04;1.96;0.9375;1.125;1.3125;0.0;0.0;0.0;0.8883720930232558;0.1069767441860465;0.0;0.0;0.0046511627906976;0;1;0
0.0;0.0;1.0;0.2727272727272727;0.4545454545454545;1.0;21.0;28.0;43.0;0.3962264150943396;0.5;0.7288135593220338;1.0;1.3333333333333333;2.0476190476190474;0.9375;1.125;1.3125;0.0;0.0;0.0;0.8910675381263616;0.0827886710239651;0.0152505446623093;0.0;0.0108932461873638;0;0;1
1.0;0.0;1.0;0.9090909090909092;0.2727272727272727;1.0;35.0;24.0;36.0;0.5555555555555556;0.3636363636363636;0.5806451612903226;1.4583333333333333;1.0;1.5;1.0;1.2;0.9333333333333332;0.0;0.0;1.0;0.8841870824053452;0.1069042316258351;0.0;0.0066815144766146;0.0022271714922048;0;0;1
2.0;0.0;2.0;0.8064516129032258;0.032258064516129;1.0;40.0;19.0;45.0;0.5555555555555556;0.2533333333333333;0.6338028169014085;2.1052631578947367;1.0;2.3684210526315788;1.0;1.2;0.9333333333333332;0.0;0.0;1.0;0.8580931263858093;0.1263858093126385;0.0;0.0;0.0155210643015521;0;1;0
