Qsize_R6;Qsize_R7;Qsize_R8;Qsize_R9;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Cur_Charge_comparable_R8;Cur_Charge_comparable_R9;Exp_Charge__R6;Exp_Charge__R7;Exp_Charge__R8;Exp_Charge__R9;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_ChargeRates_R8;Exp_ChargeRates_R9;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Exp_Charge__comparable_R8;Exp_Charge__comparable_R9;Eff_Gross_R6;Eff_Gross_R7;Eff_Gross_R8;Eff_Gross_R9;predFamilies_R6;predFamilies_R7;predFamilies_R8;predFamilies_R9;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0;Selected Resource_3.0
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.3333333333333333;20.0;15.0;16.0;19.0;0.9090909090909092;0.6521739130434783;0.6666666666666666;0.76;1.3333333333333333;1.0;1.0666666666666669;1.2666666666666666;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.8436657681940701;0.1347708894878706;0.0215633423180593;0.0;0.0;0;0;1;0
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;14.0;15.0;12.0;17.0;0.7;0.7142857142857143;1.0;0.7391304347826086;1.1666666666666667;1.25;1.0;1.4166666666666667;2.0;2.142857142857143;0.8571428571428571;2.4285714285714284;0.0;0.0;1.0;0.0;0.8453159041394336;0.1154684095860566;0.0130718954248366;0.0;0.0261437908496732;0;1;0;0
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;23.0;5.0;6.0;17.0;1.0;0.3571428571428571;0.4;0.6538461538461539;4.6;1.0;1.2;3.4;2.333333333333333;0.8333333333333334;1.0;2.833333333333333;0.0;1.0;1.0;0.0;0.867595818815331;0.0905923344947735;0.0156794425087108;0.0;0.0261324041811846;0;1;0;0
1.0;0.0;0.0;0.0;1.0;0.5;0.0;0.0;22.0;9.0;6.0;17.0;0.8461538461538461;0.5294117647058824;0.3333333333333333;0.5862068965517241;3.6666666666666665;1.5;1.0;2.833333333333333;2.333333333333333;0.8333333333333334;1.0;2.833333333333333;0.0;1.0;1.0;0.0;0.871304347826087;0.0852173913043478;0.0208695652173913;0.0;0.0226086956521739;0;0;1;0
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;25.0;5.0;16.0;17.0;1.0;0.3125;0.5925925925925926;0.6071428571428571;5.0;1.0;3.2;3.4;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.9459084604715672;0.0388349514563106;0.015256588072122;0.0;0.0;0;0;0;1
0.0;0.0;1.0;0.0;0.0666666666666666;0.0;1.0;0.2;15.0;5.0;31.0;10.0;0.4545454545454545;0.2083333333333333;0.8857142857142857;0.3846153846153846;3.0;1.0;6.2;2.0;2.333333333333333;0.8333333333333334;2.6666666666666665;1.1666666666666667;0.0;1.0;0.0;1.0;0.9108635097493036;0.0612813370473537;0.0264623955431754;0.0013927576601671;0.0;0;0;0;1
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;14.0;5.0;19.0;7.0;0.8235294117647058;0.625;1.0;0.7;2.8;1.0;3.8;1.4;2.333333333333333;0.8333333333333334;2.6666666666666665;1.1666666666666667;0.0;1.0;0.0;1.0;0.9197080291970804;0.0481751824817518;0.0043795620437956;0.0043795620437956;0.0233576642335766;0;1;1;0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;5.0;16.0;7.0;1.0;1.0;1.0;1.0;2.8;1.0;3.2;1.4;2.333333333333333;0.8333333333333334;2.6666666666666665;1.1666666666666667;0.0;1.0;0.0;1.0;0.8841201716738197;0.0987124463519313;0.0;0.0057224606580829;0.0114449213161659;0;1;0;0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;8.0;16.0;7.0;0.8235294117647058;1.0;0.8421052631578947;0.7;2.0;1.1428571428571428;2.2857142857142856;1.0;2.333333333333333;0.8333333333333334;2.6666666666666665;1.1666666666666667;0.0;1.0;0.0;1.0;0.8885672937771346;0.0911722141823444;0.004341534008683;0.0014471780028943;0.0144717800289435;0;0;0;1
0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;5.0;16.0;10.0;0.8235294117647058;0.625;0.8421052631578947;1.0;2.8;1.0;3.2;2.0;2.333333333333333;0.8333333333333334;2.6666666666666665;1.1666666666666667;0.0;1.0;0.0;1.0;0.905829596412556;0.0762331838565022;0.0044843049327354;0.0044843049327354;0.0089686098654708;0;1;0;0
