Qsize_R13;Qsize_R14;Cur_Charge_comparable_R13;Cur_Charge_comparable_R14;Exp_Charge__R13;Exp_Charge__R14;Exp_ChargeRates_R13;Exp_ChargeRates_R14;Exp_Charge__comparable_R13;Exp_Charge__comparable_R14;Eff_Gross_R13;Eff_Gross_R14;predFamilies_R13;predFamilies_R14;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0
0.0;0.0;1.0;0.0;16.0;10.0;1.0;0.625;1.6;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.852589641434263;0.099601593625498;0.0358565737051792;0.0;0.0119521912350597;0;1
0.0;0.0;1.0;0.0;14.0;10.0;1.0;0.7142857142857143;1.4;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.9206798866855525;0.0453257790368272;0.0283286118980169;0.0;0.0056657223796034;0;1
0.0;0.0;0.0;1.0;10.0;5.0;0.9090909090909092;1.0;2.0;1.0;2.0;0.8;0.0;1.0;0.8926553672316384;0.0889830508474576;0.0169491525423728;0.0;0.001412429378531;0;1
0.0;0.0;0.0;1.0;10.0;11.0;0.9090909090909092;1.0;1.0;1.1;0.9090909090909092;0.9090909090909092;0.0;0.0;0.8955223880597015;0.0746268656716417;0.0265339966832504;0.0016583747927031;0.0016583747927031;1;0
0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.8187633262260128;0.1663113006396588;0.0042643923240938;0.0106609808102345;0.0;0;1
0.0;1.0;0.0;1.0;10.0;12.0;0.5555555555555556;1.0;1.0;1.2;2.0;0.8;0.0;1.0;0.8207343412526998;0.1555075593952483;0.0;0.0064794816414686;0.0172786177105831;1;0
0.0;0.0;1.0;0.6666666666666666;12.0;8.0;0.75;0.5714285714285714;1.5;1.0;1.2;0.8;1.0;1.0;0.8303571428571429;0.1339285714285714;0.0133928571428571;0.0;0.0223214285714285;1;0
1.0;0.0;1.0;0.2727272727272727;17.0;7.0;0.85;0.3888888888888889;2.4285714285714284;1.0;1.2;0.8;1.0;1.0;0.8314606741573034;0.1280898876404494;0.0089887640449438;0.0;0.0314606741573033;0;1
1.0;0.0;1.0;0.0;24.0;4.0;1.0;0.2222222222222222;6.0;1.0;2.0;0.8;0.0;1.0;0.8259860788863109;0.1392111368909512;0.0023201856148491;0.0;0.0324825986078886;0;1
0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.6666666666666666;0.3333333333333333;0.0;0.0;0.0;1;0
0.0;1.0;0.5;1.0;11.0;20.0;0.5238095238095238;0.8;1.0;1.818181818181818;0.8571428571428571;1.4285714285714286;1.0;0.0;0.5517241379310345;0.1839080459770115;0.0919540229885057;0.0;0.1724137931034483;0;1
0.0;1.0;0.0;1.0;6.0;10.0;0.5;1.0;1.0;1.6666666666666667;1.2;0.8;1.0;1.0;0.463768115942029;0.2608695652173913;0.1884057971014492;0.0;0.0869565217391304;1;0
0.0;0.0;1.0;1.0;7.0;5.0;0.875;0.8333333333333334;1.4;1.0;1.2;0.8;1.0;1.0;0.3928571428571428;0.4107142857142857;0.1607142857142857;0.0;0.0357142857142857;0;1
0.0;0.0;1.0;1.0;6.0;4.0;1.0;1.0;1.5;1.0;1.2;0.8;1.0;1.0;0.4347826086956521;0.4782608695652174;0.0869565217391304;0.0;0.0;0;1
1.0;0.0;1.0;0.0;18.0;4.0;1.0;0.3333333333333333;4.5;1.0;2.0;0.8;0.0;1.0;0.0;0.0;0.2;0.0;0.8;0;1
0.0;0.0;1.0;0.0;12.0;4.0;1.0;0.6666666666666666;3.0;1.0;2.0;0.8;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0;1
