# ('scenarios/K0/', 'solution/K0_best/', 's5.csv', 'Best_GA_Solution_null_fixed_100P5F_60T28U_1_s5.csv.csv', {'id': 1, 'cells': [{'id': 1, 'resources': [{'id': 1, 'process_times': [10, 8, 12, 11, 9], 'setup_times': [2, 5, 12, 19, 8]}, {'id': 2, 'process_times': [12, 10, 14, 7, 16], 'setup_times': [4, 11, 28, 12, 20]}]}, {'id': 2, 'resources': [{'id': 1, 'process_times': [2, 4, 4, 2, 7], 'setup_times': [10, 18, 12, 22, 15]}, {'id': 2, 'process_times': [7, 6, 6, 6, 4], 'setup_times': [12, 14, 20, 17, 22]}, {'id': 3, 'process_times': [3, 2, 6, 6, 2], 'setup_times': [20, 18, 16, 16, 12]}]}, {'id': 3, 'resources': [{'id': 1, 'process_times': [10, 8, 12, 11, 9], 'setup_times': [19, 20, 24, 18, 15]}, {'id': 2, 'process_times': [8, 12, 10, 8, 14], 'setup_times': [15, 28, 24, 20, 19]}]}]}, 3, 150, 225, None)
iteration,meilleur_voisin_courant,meilleur_voisin_global
0,603.3163265306123,603.3163265306123
1,586.0204081632653,586.0204081632653
2,578.2142857142857,578.2142857142857
3,571.8979591836735,571.8979591836735
4,566.0408163265306,566.0408163265306
5,556.4795918367347,556.4795918367347
6,551.5102040816327,551.5102040816327
7,545.0918367346939,545.0918367346939
8,541.204081632653,541.204081632653
9,537.3061224489796,537.3061224489796
10,534.234693877551,534.234693877551
11,530.6938775510204,530.6938775510204
12,527.9183673469388,527.9183673469388
13,525.2142857142857,525.2142857142857
14,523.6326530612245,523.6326530612245
15,521.1938775510204,521.1938775510204
16,520.1836734693877,520.1836734693877
17,519.6632653061224,519.6632653061224
18,519.204081632653,519.204081632653
19,519.1020408163265,519.1020408163265
20,518.734693877551,518.734693877551
21,518.7142857142857,518.7142857142857
22,518.3979591836735,518.3979591836735
23,518.3979591836735,518.3979591836735
24,518.3979591836735,518.3979591836735
25,518.3979591836735,518.3979591836735
26,518.3979591836735,518.3979591836735
27,518.3979591836735,518.3979591836735
28,518.3979591836735,518.3979591836735
29,518.3979591836735,518.3979591836735
30,518.3979591836735,518.3979591836735
31,518.3979591836735,518.3979591836735
32,518.3979591836735,518.3979591836735
33,518.3979591836735,518.3979591836735
34,518.3979591836735,518.3979591836735
35,518.3979591836735,518.3979591836735
36,518.3979591836735,518.3979591836735
37,518.3979591836735,518.3979591836735
38,518.3979591836735,518.3979591836735
39,518.3979591836735,518.3979591836735
40,518.3979591836735,518.3979591836735
41,518.3979591836735,518.3979591836735
42,518.3979591836735,518.3979591836735
43,518.3979591836735,518.3979591836735
44,518.3979591836735,518.3979591836735
45,518.3979591836735,518.3979591836735
46,518.3979591836735,518.3979591836735
47,518.3979591836735,518.3979591836735
48,518.3979591836735,518.3979591836735
49,518.3979591836735,518.3979591836735
50,518.3979591836735,518.3979591836735
51,518.3979591836735,518.3979591836735
52,518.3979591836735,518.3979591836735
53,518.3979591836735,518.3979591836735
54,518.3979591836735,518.3979591836735
55,518.3979591836735,518.3979591836735
56,518.3979591836735,518.3979591836735
57,518.3979591836735,518.3979591836735
58,518.3979591836735,518.3979591836735
59,518.3979591836735,518.3979591836735
60,518.3979591836735,518.3979591836735
61,518.3979591836735,518.3979591836735
62,518.3979591836735,518.3979591836735
63,518.3979591836735,518.3979591836735
64,518.3979591836735,518.3979591836735
65,518.1938775510204,518.1938775510204
66,518.1938775510204,518.1938775510204
67,518.1938775510204,518.1938775510204
68,518.1938775510204,518.1938775510204
69,518.1938775510204,518.1938775510204
70,518.1938775510204,518.1938775510204
71,518.1938775510204,518.1938775510204
72,518.1938775510204,518.1938775510204
73,518.1938775510204,518.1938775510204
74,518.1938775510204,518.1938775510204
75,517.9183673469388,517.9183673469388
76,517.8979591836735,517.8979591836735
77,517.8163265306123,517.8163265306123
78,517.5714285714286,517.5714285714286
79,517.5408163265306,517.5408163265306
80,517.5408163265306,517.5408163265306
81,517.5408163265306,517.5408163265306
82,517.5408163265306,517.5408163265306
83,517.5408163265306,517.5408163265306
84,517.5408163265306,517.5408163265306
85,517.4183673469388,517.4183673469388
86,517.4183673469388,517.4183673469388
87,517.4183673469388,517.4183673469388
88,517.4183673469388,517.4183673469388
89,517.4183673469388,517.4183673469388
90,517.4183673469388,517.4183673469388
91,517.4183673469388,517.4183673469388
92,517.4183673469388,517.4183673469388
93,517.4183673469388,517.4183673469388
94,517.4183673469388,517.4183673469388
95,517.4183673469388,517.4183673469388
96,517.4183673469388,517.4183673469388
97,515.2857142857143,515.2857142857143
98,515.2857142857143,515.2857142857143
99,515.2857142857143,515.2857142857143
100,515.2857142857143,515.2857142857143
101,515.2857142857143,515.2857142857143
102,515.295918367347,515.2857142857143
103,515.3163265306123,515.2857142857143
104,515.3877551020408,515.2857142857143
105,515.3877551020408,515.2857142857143
106,515.3877551020408,515.2857142857143
107,515.3877551020408,515.2857142857143
108,515.4897959183673,515.2857142857143
109,515.4897959183673,515.2857142857143
110,515.3163265306123,515.2857142857143
111,515.3163265306123,515.2857142857143
112,515.3163265306123,515.2857142857143
113,515.3163265306123,515.2857142857143
114,515.3775510204082,515.2857142857143
115,515.3673469387755,515.2857142857143
116,515.3673469387755,515.2857142857143
117,515.3775510204082,515.2857142857143
118,515.4795918367347,515.2857142857143
119,515.4081632653061,515.2857142857143
120,515.5408163265306,515.2857142857143
121,515.5408163265306,515.2857142857143
122,515.6734693877551,515.2857142857143
123,515.0510204081633,515.0510204081633
124,514.7755102040817,514.7755102040817
125,514.9387755102041,514.7755102040817
126,515.0102040816327,514.7755102040817
127,515.0102040816327,514.7755102040817
128,515.0102040816327,514.7755102040817
129,515.0102040816327,514.7755102040817
130,515.0,514.7755102040817
131,515.0,514.7755102040817
132,514.9897959183673,514.7755102040817
133,514.9897959183673,514.7755102040817
134,514.9897959183673,514.7755102040817
135,514.9897959183673,514.7755102040817
136,514.9897959183673,514.7755102040817
137,514.9897959183673,514.7755102040817
138,514.9897959183673,514.7755102040817
139,515.0102040816327,514.7755102040817
140,515.1122448979592,514.7755102040817
141,514.9795918367347,514.7755102040817
142,514.9795918367347,514.7755102040817
143,514.9183673469388,514.7755102040817
144,514.9795918367347,514.7755102040817
145,514.9183673469388,514.7755102040817
146,514.9795918367347,514.7755102040817
147,514.9183673469388,514.7755102040817
148,514.9795918367347,514.7755102040817
149,515.0204081632653,514.7755102040817
150,514.9795918367347,514.7755102040817
151,515.1632653061224,514.7755102040817
152,514.9795918367347,514.7755102040817
153,514.9795918367347,514.7755102040817
154,514.9795918367347,514.7755102040817
155,514.9795918367347,514.7755102040817
156,515.234693877551,514.7755102040817
157,515.5,514.7755102040817
158,515.8469387755102,514.7755102040817
159,515.765306122449,514.7755102040817
160,515.765306122449,514.7755102040817
161,515.765306122449,514.7755102040817
162,516.1224489795918,514.7755102040817
163,515.969387755102,514.7755102040817
164,515.7755102040817,514.7755102040817
165,515.7142857142857,514.7755102040817
166,515.9081632653061,514.7755102040817
167,515.7755102040817,514.7755102040817
168,516.0204081632653,514.7755102040817
169,516.0204081632653,514.7755102040817
170,516.1428571428571,514.7755102040817
171,516.0816326530612,514.7755102040817
172,516.1224489795918,514.7755102040817
173,516.265306122449,514.7755102040817
174,516.265306122449,514.7755102040817
175,516.5510204081633,514.7755102040817
176,516.1428571428571,514.7755102040817
177,516.1428571428571,514.7755102040817
178,516.469387755102,514.7755102040817
179,516.469387755102,514.7755102040817
180,516.8367346938776,514.7755102040817
181,516.6836734693877,514.7755102040817
182,516.6836734693877,514.7755102040817
183,516.6836734693877,514.7755102040817
184,516.6836734693877,514.7755102040817
185,516.8367346938776,514.7755102040817
186,516.469387755102,514.7755102040817
187,516.8979591836735,514.7755102040817
188,516.8979591836735,514.7755102040817
189,516.469387755102,514.7755102040817
190,516.469387755102,514.7755102040817
191,516.5510204081633,514.7755102040817
192,516.530612244898,514.7755102040817
193,516.530612244898,514.7755102040817
194,516.530612244898,514.7755102040817
195,516.530612244898,514.7755102040817
196,516.1632653061224,514.7755102040817
197,516.1632653061224,514.7755102040817
198,516.1632653061224,514.7755102040817
199,516.1632653061224,514.7755102040817
200,516.1632653061224,514.7755102040817
201,516.1632653061224,514.7755102040817
202,516.1632653061224,514.7755102040817
203,516.1632653061224,514.7755102040817
204,516.1632653061224,514.7755102040817
205,515.704081632653,514.7755102040817
206,515.704081632653,514.7755102040817
207,515.704081632653,514.7755102040817
208,515.704081632653,514.7755102040817
209,515.1530612244898,514.7755102040817
210,515.1530612244898,514.7755102040817
211,515.1530612244898,514.7755102040817
212,514.8673469387755,514.7755102040817
