# ('scenarios/K0/', 'solution/K0_best/', 's27.csv', 'Best_GA_Solution_Classic_1_fixed_100P5F_60T28U_1_s27.csv', {'id': 1, 'cells': [{'id': 1, 'resources': [{'id': 1, 'process_times': [10, 8, 12, 11, 9], 'setup_times': [2, 5, 12, 19, 8]}, {'id': 2, 'process_times': [12, 10, 14, 7, 16], 'setup_times': [4, 11, 28, 12, 20]}]}, {'id': 2, 'resources': [{'id': 1, 'process_times': [2, 4, 4, 2, 7], 'setup_times': [10, 18, 12, 22, 15]}, {'id': 2, 'process_times': [7, 6, 6, 6, 4], 'setup_times': [12, 14, 20, 17, 22]}, {'id': 3, 'process_times': [3, 2, 6, 6, 2], 'setup_times': [20, 18, 16, 16, 12]}]}, {'id': 3, 'resources': [{'id': 1, 'process_times': [10, 8, 12, 11, 9], 'setup_times': [19, 20, 24, 18, 15]}, {'id': 2, 'process_times': [8, 12, 10, 8, 14], 'setup_times': [15, 28, 24, 20, 19]}]}]}, 3, 150, 225, None)
iteration,meilleur_voisin_courant,meilleur_voisin_global
0,602.1894736842105,602.1894736842105
1,587.7578947368421,587.7578947368421
2,567.4842105263158,567.4842105263158
3,557.0842105263158,557.0842105263158
4,546.9052631578948,546.9052631578948
5,539.3052631578947,539.3052631578947
6,532.1052631578947,532.1052631578947
7,526.2631578947369,526.2631578947369
8,516.0842105263158,516.0842105263158
9,499.7368421052632,499.7368421052632
10,495.0210526315789,495.0210526315789
11,490.7684210526316,490.7684210526316
12,487.2842105263158,487.2842105263158
13,483.88421052631577,483.88421052631577
14,476.5684210526316,476.5684210526316
15,473.77894736842103,473.77894736842103
16,471.65263157894736,471.65263157894736
17,471.0210526315789,471.0210526315789
18,470.38947368421054,470.38947368421054
19,469.63157894736844,469.63157894736844
20,469.2526315789474,469.2526315789474
21,466.4421052631579,466.4421052631579
22,465.85263157894735,465.85263157894735
23,465.3157894736842,465.3157894736842
24,465.06315789473683,465.06315789473683
25,464.2631578947368,464.2631578947368
26,463.9684210526316,463.9684210526316
27,463.63157894736844,463.63157894736844
28,463.5473684210526,463.5473684210526
29,462.93684210526317,462.93684210526317
30,462.38947368421054,462.38947368421054
31,460.5473684210526,460.5473684210526
32,460.2736842105263,460.2736842105263
33,460.0,460.0
34,459.7473684210526,459.7473684210526
35,458.0210526315789,458.0210526315789
36,457.4421052631579,457.4421052631579
37,457.0736842105263,457.0736842105263
38,456.82105263157894,456.82105263157894
39,455.0210526315789,455.0210526315789
40,454.5578947368421,454.5578947368421
41,454.5157894736842,454.5157894736842
42,454.5157894736842,454.5157894736842
43,454.5157894736842,454.5157894736842
44,454.5157894736842,454.5157894736842
45,454.5157894736842,454.5157894736842
46,454.5157894736842,454.5157894736842
