# ('scenarios/K0/', 'solution/K0_best/', 's13.csv', 'Best_GA_Solution_Classic_1_fixed_100P5F_60T28U_1_s13.csv', {'id': 1, 'cells': [{'id': 1, 'resources': [{'id': 1, 'process_times': [10, 8, 12, 11, 9], 'setup_times': [2, 5, 12, 19, 8]}, {'id': 2, 'process_times': [12, 10, 14, 7, 16], 'setup_times': [4, 11, 28, 12, 20]}]}, {'id': 2, 'resources': [{'id': 1, 'process_times': [2, 4, 4, 2, 7], 'setup_times': [10, 18, 12, 22, 15]}, {'id': 2, 'process_times': [7, 6, 6, 6, 4], 'setup_times': [12, 14, 20, 17, 22]}, {'id': 3, 'process_times': [3, 2, 6, 6, 2], 'setup_times': [20, 18, 16, 16, 12]}]}, {'id': 3, 'resources': [{'id': 1, 'process_times': [10, 8, 12, 11, 9], 'setup_times': [19, 20, 24, 18, 15]}, {'id': 2, 'process_times': [8, 12, 10, 8, 14], 'setup_times': [15, 28, 24, 20, 19]}]}]}, 3, 150, 225, None)
iteration,meilleur_voisin_courant,meilleur_voisin_global
0,577.72,577.72
1,561.71,561.71
2,546.97,546.97
3,537.85,537.85
4,530.28,530.28
5,524.31,524.31
6,520.08,520.08
7,516.25,516.25
8,512.22,512.22
9,508.31,508.31
10,507.19,507.19
11,504.02,504.02
12,501.94,501.94
13,498.17,498.17
14,497.8,497.8
15,497.45,497.45
16,495.72,495.72
17,493.67,493.67
18,484.39,484.39
19,483.17,483.17
20,482.76,482.76
21,482.72,482.72
22,482.02,482.02
23,481.76,481.76
24,481.46,481.46
25,481.35,481.35
26,481.25,481.25
27,481.24,481.24
28,481.24,481.24
29,479.98,479.98
30,479.61,479.61
31,479.53,479.53
32,479.52,479.52
33,479.52,479.52
34,479.47,479.47
35,479.0,479.0
36,478.9,478.9
37,478.9,478.9
38,478.9,478.9
39,478.9,478.9
40,478.9,478.9
41,478.9,478.9
42,478.9,478.9
43,478.9,478.9
44,478.9,478.9
45,478.9,478.9
46,478.9,478.9
47,478.9,478.9
48,478.9,478.9
49,478.9,478.9
50,478.9,478.9
51,478.9,478.9
52,478.9,478.9
53,478.9,478.9
54,478.9,478.9
55,478.9,478.9
56,475.84,475.84
57,475.46,475.46
58,475.1,475.1
59,475.1,475.1
60,475.1,475.1
61,475.1,475.1
62,475.1,475.1
63,475.1,475.1
64,475.1,475.1
65,475.1,475.1
66,475.1,475.1
67,475.1,475.1
68,475.1,475.1
69,475.1,475.1
70,475.1,475.1
71,475.1,475.1
