# ('scenarios/K0/', 'solution/K0_best/', 's20.csv', 'Best_GA_Solution_null_fixed_100P5F_60T28U_1_s20.csv.csv', {'id': 1, 'cells': [{'id': 1, 'resources': [{'id': 1, 'process_times': [10, 8, 12, 11, 9], 'setup_times': [2, 5, 12, 19, 8]}, {'id': 2, 'process_times': [12, 10, 14, 7, 16], 'setup_times': [4, 11, 28, 12, 20]}]}, {'id': 2, 'resources': [{'id': 1, 'process_times': [2, 4, 4, 2, 7], 'setup_times': [10, 18, 12, 22, 15]}, {'id': 2, 'process_times': [7, 6, 6, 6, 4], 'setup_times': [12, 14, 20, 17, 22]}, {'id': 3, 'process_times': [3, 2, 6, 6, 2], 'setup_times': [20, 18, 16, 16, 12]}]}, {'id': 3, 'resources': [{'id': 1, 'process_times': [10, 8, 12, 11, 9], 'setup_times': [19, 20, 24, 18, 15]}, {'id': 2, 'process_times': [8, 12, 10, 8, 14], 'setup_times': [15, 28, 24, 20, 19]}]}]}, 3, 150, 225, None)
iteration,meilleur_voisin_courant,meilleur_voisin_global
0,610.03,610.03
1,585.13,585.13
2,572.48,572.48
3,561.02,561.02
4,551.88,551.88
5,543.73,543.73
6,540.31,540.31
7,536.91,536.91
8,533.86,533.86
9,531.27,531.27
10,525.71,525.71
11,523.4,523.4
12,521.21,521.21
13,518.23,518.23
14,517.22,517.22
15,516.13,516.13
16,515.8,515.8
17,512.72,512.72
18,510.45,510.45
19,509.79,509.79
20,509.55,509.55
21,509.39,509.39
22,509.27,509.27
23,509.12,509.12
24,509.06,509.06
25,509.0,509.0
26,509.0,509.0
27,508.18,508.18
28,507.91,507.91
29,507.61,507.61
30,507.37,507.37
31,507.29,507.29
32,507.29,507.29
33,507.23,507.23
34,507.01,507.01
35,506.99,506.99
36,506.72,506.72
37,506.72,506.72
38,506.72,506.72
39,506.72,506.72
40,506.72,506.72
41,506.72,506.72
42,506.72,506.72
43,506.54,506.54
44,506.48,506.48
45,506.37,506.37
46,506.23,506.23
47,506.23,506.23
48,506.23,506.23
49,506.23,506.23
50,506.23,506.23
51,506.23,506.23
52,506.23,506.23
53,504.11,504.11
54,504.08,504.08
55,504.08,504.08
56,504.08,504.08
57,504.08,504.08
58,504.08,504.08
59,503.29,503.29
60,503.29,503.29
61,503.29,503.29
62,502.76,502.76
63,502.76,502.76
64,502.76,502.76
65,502.76,502.76
66,502.76,502.76
67,502.76,502.76
68,502.76,502.76
69,502.76,502.76
70,502.48,502.48
71,502.3,502.3
72,502.07,502.07
73,501.9,501.9
74,501.9,501.9
75,501.9,501.9
76,501.9,501.9
77,501.9,501.9
78,501.9,501.9
79,501.9,501.9
80,501.9,501.9
81,501.9,501.9
82,501.9,501.9
83,501.84,501.84
84,501.72,501.72
85,501.67,501.67
86,501.67,501.67
87,501.67,501.67
88,501.67,501.67
89,501.67,501.67
90,501.67,501.67
91,501.67,501.67
92,501.67,501.67
93,501.68,501.67
94,501.77,501.67
95,501.87,501.67
96,501.87,501.67
97,501.87,501.67
98,501.87,501.67
99,501.87,501.67
100,501.87,501.67
101,501.87,501.67
102,501.87,501.67
103,501.87,501.67
104,501.87,501.67
105,501.87,501.67
106,501.87,501.67
107,501.87,501.67
108,501.87,501.67
109,501.87,501.67
110,501.87,501.67
111,501.87,501.67
112,501.87,501.67
113,501.87,501.67
114,501.87,501.67
115,501.87,501.67
116,501.87,501.67
117,501.87,501.67
118,501.87,501.67
119,501.87,501.67
120,501.87,501.67
121,501.87,501.67
122,501.7,501.67
123,501.84,501.67
124,501.7,501.67
125,501.85,501.67
126,502.06,501.67
127,502.21,501.67
128,501.85,501.67
129,502.03,501.67
130,502.18,501.67
131,501.82,501.67
132,501.82,501.67
133,502.06,501.67
134,502.34,501.67
135,502.34,501.67
136,502.63,501.67
137,502.3,501.67
138,502.6,501.67
139,502.6,501.67
140,502.93,501.67
141,503.27,501.67
142,502.93,501.67
143,502.93,501.67
144,503.27,501.67
145,503.27,501.67
146,503.18,501.67
147,503.2,501.67
148,503.18,501.67
149,503.41,501.67
150,502.92,501.67
151,502.93,501.67
152,503.06,501.67
153,502.93,501.67
154,503.18,501.67
155,503.42,501.67
156,503.42,501.67
157,503.5,501.67
158,503.5,501.67
159,503.61,501.67
160,503.83,501.67
161,504.15,501.67
162,503.83,501.67
163,504.18,501.67
164,504.53,501.67
165,503.88,501.67
166,504.18,501.67
167,504.18,501.67
168,504.18,501.67
169,504.39,501.67
170,504.39,501.67
171,504.39,501.67
172,504.47,501.67
173,504.63,501.67
174,504.78,501.67
175,504.63,501.67
176,504.29,501.67
177,503.49,501.67
178,503.34,501.67
179,503.34,501.67
180,503.13,501.67
181,503.13,501.67
182,503.13,501.67
183,503.07,501.67
184,503.07,501.67
185,503.07,501.67
186,503.07,501.67
187,503.07,501.67
188,502.91,501.67
189,502.22,501.67
190,489.65,489.65
191,486.23,486.23
192,486.23,486.23
193,485.14,485.14
194,485.14,485.14
195,485.14,485.14
196,485.14,485.14
197,485.14,485.14
198,485.14,485.14
199,485.14,485.14
200,485.14,485.14
201,485.14,485.14
202,485.14,485.14
203,485.14,485.14
204,485.14,485.14
205,485.14,485.14
206,485.14,485.14
207,485.14,485.14
208,485.14,485.14
209,485.14,485.14
210,485.14,485.14
211,485.14,485.14
212,485.14,485.14
213,485.19,485.14
214,485.15,485.14
215,485.15,485.14
216,485.09,485.09
217,485.09,485.09
218,485.07,485.07
219,485.07,485.07
220,485.07,485.07
221,485.07,485.07
222,485.13,485.07
223,485.13,485.07
224,485.19,485.07
225,485.19,485.07
226,485.19,485.07
227,485.19,485.07
228,485.19,485.07
229,485.19,485.07
230,485.19,485.07
231,485.18,485.07
232,485.18,485.07
233,485.16,485.07
234,484.99,484.99
235,484.69,484.69
236,484.69,484.69
237,484.69,484.69
238,484.69,484.69
239,484.69,484.69
240,484.69,484.69
241,484.69,484.69
242,484.69,484.69
243,484.69,484.69
244,484.69,484.69
245,484.68,484.68
246,484.68,484.68
247,484.68,484.68
248,484.68,484.68
249,484.68,484.68
250,484.68,484.68
251,484.68,484.68
252,484.68,484.68
253,484.68,484.68
254,484.68,484.68
255,484.68,484.68
256,484.68,484.68
257,484.68,484.68
258,484.31,484.31
259,484.31,484.31
260,484.37,484.31
261,484.31,484.31
262,484.39,484.31
263,484.48,484.31
264,484.39,484.31
265,484.39,484.31
266,484.39,484.31
267,484.39,484.31
268,484.39,484.31
269,484.39,484.31
270,484.51,484.31
271,484.51,484.31
272,484.47,484.31
273,484.31,484.31
274,484.31,484.31
275,484.5,484.31
276,484.42,484.31
277,484.65,484.31
278,484.65,484.31
279,484.2,484.2
280,484.2,484.2
281,484.2,484.2
282,484.29,484.2
283,484.31,484.2
284,484.28,484.2
285,484.31,484.2
286,484.53,484.2
287,484.53,484.2
288,484.53,484.2
289,484.53,484.2
290,484.53,484.2
291,484.56,484.2
292,484.53,484.2
293,484.2,484.2
294,484.34,484.2
