P1;2;5;7;Unnamed: 4
P2;2;5;6;
P3;1;5;6;
P4;2;5;6;
P5;1;5;7;
P6;2;5;6;
P7;2;5;7;
P8;1;5;7;
P9;1;5;6;
P10;2;5;7;
P11;1;5;6;
P12;1;3;7;
P13;2;5;7;
P14;1;5;6;
P15;2;5;7;
P16;2;5;6;
P17;1;5;7;
P18;1;5;7;
P19;2;5;6;
P20;2;5;6;
P21;1;5;7;
P22;2;5;7;
P23;1;5;7;
P24;1;5;7;
P25;2;5;6;
P26;2;5;6;
P27;1;5;6;
P28;2;5;6;
P29;2;5;7;
P30;2;5;7;
P31;1;5;6;
P32;1;5;7;
P33;2;5;7;
P34;2;5;7;
P35;1;5;6;
P36;1;5;6;
P37;2;5;7;
P38;2;3;6;
P39;1;5;6;
P40;1;5;6;
P41;2;5;6;
P42;2;3;6;
P43;2;3;6;
P44;2;5;7;
P45;1;5;7;
P46;2;5;7;
P47;1;5;7;
P48;1;5;7;
P49;2;5;7;
P50;1;5;6;
P51;2;5;7;
P52;2;5;6;
P53;1;5;6;
P54;2;5;6;
P55;1;5;7;
P56;1;5;7;
P57;1;5;7;
P58;2;5;6;
P59;2;3;6;
P60;2;5;7;
P61;1;5;7;
P62;1;5;7;
P63;1;5;7;
P64;2;3;6;
P65;1;5;7;
P66;1;5;6;
P67;1;5;6;
P68;1;5;6;
P69;1;5;7;
P70;2;5;7;
