Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
0.0;0.0;0.0;1.0;1.0;1.0;15.0;18.0;21.0;1.0;1.0;1.0;1.0;1.2;1.4;0.9375;1.125;1.3125;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.3571428571428571;0.2142857142857142;1.0;20.0;21.0;35.0;0.5405405405405406;0.525;0.813953488372093;1.0;1.05;1.75;0.9375;1.125;1.3125;0.0;0.0;0.0;0.7740384615384616;0.1057692307692307;0.0288461538461538;0.0096153846153846;0.0817307692307692;0.0
0.0;1.0;0.0;0.7142857142857143;1.0;0.0;25.0;32.0;21.0;0.6410256410256411;0.7619047619047619;0.4666666666666667;1.1904761904761905;1.5238095238095235;1.0;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9036144578313252;0.072289156626506;0.0120481927710843;0.0120481927710843;0.0;2.0
0.0;0.0;1.0;0.4210526315789473;0.631578947368421;1.0;23.0;30.0;33.0;0.4259259259259259;0.5263157894736842;0.6226415094339622;1.0;1.3043478260869563;1.434782608695652;1.0;1.2;0.9333333333333332;0.0;0.0;1.0;0.8247978436657682;0.105121293800539;0.0431266846361186;0.0026954177897574;0.0242587601078167;0.0
1.0;0.0;1.0;1.0;0.45;0.8;30.0;27.0;30.0;0.5454545454545454;0.4285714285714285;0.5084745762711864;1.1111111111111112;1.0;1.1111111111111112;0.9090909090909092;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.8205128205128205;0.1153846153846153;0.0358974358974358;0.0076923076923076;0.0205128205128205;1.0
1.0;1.0;0.0;0.72;1.0;0.56;28.0;37.0;28.0;0.417910447761194;0.5362318840579711;0.3943661971830985;1.0;1.3214285714285714;1.0;0.9090909090909092;1.0909090909090908;1.2727272727272727;1.0;1.0;1.0;0.8144329896907216;0.1469072164948453;0.0257731958762886;0.0025773195876288;0.0103092783505154;2.0
1.0;1.0;1.0;0.6;0.88;1.0;25.0;34.0;39.0;0.3472222222222222;0.4594594594594595;0.5131578947368421;1.0;1.36;1.56;0.9090909090909092;1.0909090909090908;1.2727272727272727;1.0;1.0;1.0;0.799492385786802;0.1573604060913705;0.015228426395939;0.0050761421319796;0.0228426395939086;2.0
1.0;1.0;2.0;0.3513513513513513;0.5405405405405406;1.0;23.0;32.0;51.0;0.2875;0.3902439024390244;0.6071428571428571;1.0;1.391304347826087;2.217391304347826;0.9090909090909092;1.0909090909090908;1.2727272727272727;1.0;1.0;1.0;0.7913486005089059;0.178117048346056;0.015267175572519;0.0;0.015267175572519;0.0
1.0;1.0;2.0;0.5882352941176471;0.5;1.0;30.0;29.0;48.0;0.3703703703703703;0.3493975903614458;0.5647058823529412;1.0344827586206895;1.0;1.6551724137931034;0.9090909090909092;1.0909090909090908;1.2727272727272727;1.0;1.0;1.0;0.7868020304568528;0.1802030456852792;0.0101522842639593;0.0076142131979695;0.015228426395939;2.0
1.0;1.0;3.0;0.391304347826087;0.3260869565217391;1.0;28.0;27.0;60.0;0.3146067415730337;0.2967032967032967;0.6451612903225806;1.037037037037037;1.0;2.2222222222222223;0.9090909090909092;1.0909090909090908;1.2727272727272727;1.0;1.0;1.0;0.7786259541984732;0.2010178117048346;0.0025445292620865;0.0127226463104325;0.005089058524173;1.0
1.0;1.0;3.0;0.3488372093023256;0.5581395348837209;1.0;25.0;36.0;57.0;0.2717391304347826;0.3829787234042553;0.59375;1.0;1.44;2.28;0.9090909090909092;1.0909090909090908;1.2727272727272727;1.0;1.0;1.0;0.7777777777777778;0.2024691358024691;0.0;0.0148148148148148;0.0049382716049382;1.0
1.0;2.0;2.0;0.3170731707317073;0.8292682926829268;1.0;23.0;46.0;55.0;0.2346938775510204;0.46;0.5392156862745098;1.0;2.0;2.391304347826087;0.9090909090909092;1.0909090909090908;1.2727272727272727;1.0;1.0;1.0;0.7591743119266054;0.2018348623853211;0.0298165137614678;0.0091743119266055;0.0;1.0
0.0;3.0;2.0;0.1951219512195122;1.0;0.8780487804878049;18.0;53.0;50.0;0.1894736842105263;0.5463917525773195;0.5050505050505051;1.0;2.9444444444444446;2.7777777777777777;0.9090909090909092;1.0909090909090908;1.2727272727272727;1.0;1.0;1.0;0.7533632286995515;0.1905829596412556;0.0493273542600896;0.0;0.0067264573991031;0.0
3.0;2.0;0.0;0.8048780487804879;1.0;0.1463414634146341;48.0;59.0;20.0;0.5052631578947369;0.6020408163265306;0.2127659574468085;2.4;2.95;1.0;1.0;1.2;0.9333333333333332;0.0;0.0;1.0;0.785234899328859;0.1789709172259508;0.0067114093959731;0.0022371364653243;0.0268456375838926;2.0
