Qsize_R6;Qsize_R7;Qsize_R8;Qsize_R9;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Cur_Charge_comparable_R8;Cur_Charge_comparable_R9;Exp_Charge__R6;Exp_Charge__R7;Exp_Charge__R8;Exp_Charge__R9;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_ChargeRates_R8;Exp_ChargeRates_R9;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Exp_Charge__comparable_R8;Exp_Charge__comparable_R9;Eff_Gross_R6;Eff_Gross_R7;Eff_Gross_R8;Eff_Gross_R9;predFamilies_R6;predFamilies_R7;predFamilies_R8;predFamilies_R9;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;26.0;16.0;17.0;0.56;1.0;0.5925925925925926;0.6071428571428571;1.0;1.8571428571428568;1.1428571428571428;1.2142857142857142;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.7215189873417721;0.1814345991561181;0.0464135021097046;0.0;0.050632911392405;0.0
1.0;1.0;0.0;0.0;0.7142857142857143;1.0;0.0;0.0;9.0;22.0;16.0;17.0;0.5625;0.8148148148148148;0.5714285714285714;0.5862068965517241;1.0;2.4444444444444446;1.7777777777777777;1.8888888888888888;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.8098859315589354;0.1444866920152091;0.0456273764258555;0.0;0.0;2.0
0.0;0.0;0.0;1.0;0.0;0.0;0.2222222222222222;1.0;4.0;15.0;8.0;26.0;0.2666666666666666;0.5769230769230769;0.4705882352941176;0.9285714285714286;1.0;3.75;2.0;6.5;0.8;3.0;1.2;3.4;1.0;0.0;1.0;0.0;0.8102766798418972;0.1027667984189723;0.0434782608695652;0.0;0.0434782608695652;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;15.0;6.0;19.0;0.6666666666666666;0.8823529411764706;0.75;1.0;1.0;3.75;1.5;4.75;0.8;3.0;1.2;3.4;1.0;0.0;1.0;0.0;0.861003861003861;0.0733590733590733;0.0077220077220077;0.0;0.0579150579150579;0.0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;4.0;15.0;6.0;17.0;1.0;1.0;1.0;1.0;1.0;3.75;1.5;4.25;0.8;3.0;1.2;3.4;1.0;0.0;1.0;0.0;0.8237547892720306;0.1302681992337164;0.0;0.0076628352490421;0.0383141762452107;2.0
2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;24.0;15.0;6.0;17.0;1.0;0.6;0.375;0.6296296296296297;4.0;2.5;1.0;2.833333333333333;2.0;2.142857142857143;0.8571428571428571;2.4285714285714284;0.0;0.0;1.0;0.0;0.7964912280701755;0.1614035087719298;0.0350877192982456;0.0;0.0070175438596491;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;15.0;6.0;19.0;0.875;0.8823529411764706;0.75;1.0;2.333333333333333;2.5;1.0;3.1666666666666665;2.0;2.142857142857143;0.8571428571428571;2.4285714285714284;0.0;0.0;1.0;0.0;0.7108433734939759;0.2439759036144578;0.0060240963855421;0.0;0.0391566265060241;2.0
2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;23.0;15.0;6.0;17.0;1.0;0.625;0.4;0.6538461538461539;3.8333333333333335;2.5;1.0;2.833333333333333;2.0;2.142857142857143;0.8571428571428571;2.4285714285714284;0.0;0.0;1.0;0.0;0.7712609970674487;0.2023460410557184;0.0263929618768328;0.0;0.0;2.0
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;24.0;6.0;17.0;0.6086956521739131;1.0;0.4;0.6538461538461539;2.333333333333333;4.0;1.0;2.833333333333333;2.0;2.142857142857143;0.8571428571428571;2.4285714285714284;0.0;0.0;1.0;0.0;0.8082595870206489;0.1297935103244837;0.0265486725663716;0.0029498525073746;0.0324483775811209;0.0
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;30.0;6.0;17.0;0.2105263157894736;1.0;0.2857142857142857;0.53125;1.0;7.5;1.5;4.25;0.8;3.0;1.2;3.4;1.0;0.0;1.0;0.0;0.7863247863247863;0.1566951566951566;0.0427350427350427;0.0;0.0142450142450142;0.0
