Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
0.0;3.0;0.0;1.0;15.0;46.0;0.3260869565217391;1.0;1.0;3.066666666666667;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1.0;2.0;0.5384615384615384;1.0;22.0;28.0;0.6285714285714286;0.8;1.0;1.2727272727272727;0.9375;0.9375;0.0;0.0;0.425531914893617;0.574468085106383;0.0;0.0;0.0;1.0
2.0;1.0;1.0;0.4230769230769231;41.0;16.0;0.7884615384615384;0.3809523809523809;2.5625;1.0;2.5;0.8333333333333334;0.0;1.0;0.3663366336633663;0.5148514851485149;0.1188118811881188;0.0;0.0;1.0
4.0;2.0;1.0;0.4444444444444444;60.0;35.0;0.75;0.4375;1.7142857142857142;1.0;0.9375;0.9375;0.0;0.0;0.52;0.264;0.152;0.0;0.064;0.0
8.0;5.0;1.0;0.4021739130434782;107.0;52.0;0.7430555555555556;0.3611111111111111;2.0576923076923075;1.0;0.9375;0.9375;0.0;0.0;0.6861702127659575;0.1648936170212765;0.0851063829787234;0.0053191489361702;0.0585106382978723;1.0
9.0;3.0;1.0;0.4148936170212766;109.0;54.0;0.7364864864864865;0.3648648648648648;2.0185185185185186;1.0;0.9375;0.9375;0.0;0.0;0.6584158415841584;0.2673267326732673;0.0693069306930693;0.0;0.0049504950495049;1.0
12.0;3.0;1.0;0.3852459016393442;137.0;52.0;0.7445652173913043;0.2988505747126437;2.6346153846153846;1.0;2.5;0.8333333333333334;0.0;1.0;0.6926229508196722;0.2254098360655737;0.0778688524590164;0.0040983606557377;0.0;1.0
12.0;4.0;1.0;0.3656716417910448;149.0;64.0;0.7525252525252525;0.3232323232323232;2.328125;1.0;0.9375;0.9375;0.0;0.0;0.7530864197530864;0.1563786008230452;0.0452674897119341;0.0123456790123456;0.0329218106995884;0.0
13.0;7.0;1.0;0.3795620437956204;152.0;67.0;0.7450980392156863;0.3284313725490196;2.2686567164179103;1.0;0.9375;0.9375;0.0;0.0;0.8790697674418605;0.0837209302325581;0.0325581395348837;0.0;0.0046511627906976;0.0
12.0;9.0;1.0;0.4755244755244755;148.0;83.0;0.6851851851851852;0.3672566371681416;1.783132530120482;1.0;0.8333333333333334;2.5;1.0;0.0;0.8508064516129032;0.1129032258064516;0.0120967741935483;0.0201612903225806;0.0040322580645161;0.0
14.0;8.0;1.0;0.4545454545454545;180.0;90.0;0.7058823529411765;0.3529411764705882;2.0;1.0;0.9375;0.9375;0.0;0.0;0.8191126279863481;0.1808873720136518;0.0;0.0;0.0;0.0
15.0;8.0;1.0;0.4101123595505618;183.0;88.0;0.71484375;0.3308270676691729;2.0795454545454546;1.0;0.8333333333333334;2.5;1.0;0.0;0.7993630573248408;0.1878980891719745;0.0;0.0;0.0127388535031847;0.0
15.0;7.0;1.0;0.3854748603351955;184.0;84.0;0.7272727272727273;0.3193916349809886;2.1904761904761907;1.0;0.8333333333333334;2.5;1.0;0.0;0.7725856697819314;0.1838006230529595;0.043613707165109;0.0;0.0;0.0
17.0;9.0;1.0;0.3684210526315789;205.0;85.0;0.7454545454545455;0.3090909090909091;2.411764705882353;1.0;0.9375;0.9375;0.0;0.0;0.7761194029850746;0.1761194029850746;0.0417910447761194;0.0059701492537313;0.0;1.0
18.0;8.0;1.0;0.3509615384615384;223.0;78.0;0.7533783783783784;0.2727272727272727;2.858974358974359;1.0;2.5;0.8333333333333334;0.0;1.0;0.7615176151761518;0.1842818428184282;0.037940379403794;0.010840108401084;0.005420054200542;1.0
19.0;9.0;1.0;0.2982456140350877;243.0;73.0;0.7813504823151125;0.2425249169435216;3.328767123287671;1.0;2.5;0.8333333333333334;0.0;1.0;0.8314606741573034;0.1404494382022472;0.0112359550561797;0.0056179775280898;0.0112359550561797;1.0
19.0;10.0;1.0;0.3141592920353982;241.0;76.0;0.7724358974358975;0.2516556291390728;3.171052631578948;1.0;2.5;0.8333333333333334;0.0;1.0;0.8608695652173913;0.1275362318840579;0.0057971014492753;0.0;0.0057971014492753;1.0
