P1;1;3;7;
P2;2;4;6;
P3;2;5;6;
P4;2;5;6;
P5;2;5;6;
P6;2;3;6;
P7;1;3;7;
P8;1;5;6;
P9;1;3;7;
P10;1;5;7;
P11;2;5;6;
P12;2;4;7;
P13;2;4;7;
P14;2;3;7;
P15;1;3;7;
P16;1;5;6;
P17;1;5;7;
P18;1;5;6;
P19;2;5;7;
P20;2;5;7;
P21;2;3;7;
P22;1;3;6;
P23;2;5;7;
P24;2;5;6;
P25;1;4;6;
P26;2;3;7;
P27;2;5;7;
P28;1;5;7;
P29;1;4;6;
P30;1;3;7;
P31;2;5;7;
P32;2;3;7;
P33;1;5;6;
P34;2;5;6;
P35;1;3;6;
P36;1;3;7;
P37;1;3;7;
P38;2;3;7;
P39;2;3;7;
P40;2;3;7;
P41;1;4;6;
P42;1;4;6;
P43;1;3;6;
P44;1;4;6;
P45;2;4;7;
P46;1;3;7;
P47;1;4;6;
P48;2;3;7;
P49;1;5;6;
P50;1;4;7;
P51;1;3;7;
P52;2;3;7;
P53;1;5;6;
P54;2;4;7;
P55;1;5;6;
P56;1;5;6;
P57;2;4;7;
P58;1;5;6;
P59;2;4;6;
P60;1;5;6;
P61;2;4;7;
P62;1;5;6;
P63;2;5;6;
P64;2;5;7;
P65;1;3;7;
P66;1;5;6;
P67;1;4;7;
P68;1;3;6;
P69;2;5;7;
P70;2;4;7;
P71;1;3;7;
P72;1;4;6;
P73;1;4;7;
P74;1;3;7;
P75;1;5;6;
P76;2;3;7;
P77;1;3;7;
P78;1;3;6;
P79;2;4;7;
P80;1;4;7;
P81;2;4;7;
P82;2;5;7;
P83;1;4;7;
P84;2;5;6;
P85;1;3;7;
P86;1;5;7;
P87;1;4;7;
P88;2;5;6;
P89;2;5;6;
P90;1;5;7;
P91;1;3;6;
P92;2;3;6;
P93;1;3;6;
P94;1;4;7;
P95;2;5;6;
P96;1;3;7;
P97;2;4;6;
P98;1;5;6;
P99;2;3;6;
P100;2;5;7;
P101;2;5;6;
P102;1;5;6;
P103;2;4;7;
P104;2;3;6;
P105;2;5;6;
