Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
5.0;4.0;0.5490196078431373;1.0;43.0;66.0;0.4574468085106383;0.7021276595744681;1.0;1.5348837209302326;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
5.0;5.0;0.4761904761904761;1.0;45.0;68.0;0.4166666666666667;0.6938775510204082;1.0;1.511111111111111;2.5;0.8333333333333334;0.0;1.0;0.8532110091743119;0.146788990825688;0.0;0.0;0.0;1.0
5.0;6.0;0.4411764705882353;1.0;45.0;73.0;0.3982300884955752;0.7087378640776699;1.0;1.6222222222222222;2.5;0.8333333333333334;0.0;1.0;0.8596491228070176;0.1403508771929824;0.0;0.0;0.0;1.0
6.0;7.0;0.6111111111111112;1.0;59.0;77.0;0.4503816793893129;0.6363636363636364;1.0;1.305084745762712;2.5;0.8333333333333334;0.0;1.0;0.8;0.2;0.0;0.0;0.0;1.0
6.0;8.0;0.56;1.0;57.0;80.0;0.4318181818181818;0.6557377049180327;1.0;1.4035087719298245;2.5;0.8333333333333334;0.0;1.0;0.823943661971831;0.176056338028169;0.0;0.0;0.0;1.0
8.0;11.0;0.7628865979381443;1.0;89.0;112.0;0.478494623655914;0.6021505376344086;1.0;1.2584269662921348;0.9375;0.9375;0.0;0.0;0.8142857142857143;0.1857142857142857;0.0;0.0;0.0;0.0
9.0;15.0;0.9732142857142856;1.0;124.0;127.0;0.5254237288135594;0.538135593220339;1.0;1.0241935483870968;0.9375;0.9375;0.0;0.0;0.778169014084507;0.1725352112676056;0.0492957746478873;0.0;0.0;0.0
10.0;16.0;1.0;0.943089430894309;128.0;131.0;0.5245901639344263;0.515748031496063;1.0;1.0234375;0.8333333333333334;2.5;1.0;0.0;0.7684887459807074;0.1479099678456591;0.0836012861736334;0.0;0.0;0.0
11.0;16.0;1.0;0.9047619047619048;131.0;129.0;0.5346938775510204;0.5058823529411764;1.0155038759689925;1.0;0.8333333333333334;2.5;1.0;0.0;0.7947019867549668;0.1324503311258278;0.0728476821192053;0.0;0.0;0.0
11.0;17.0;1.0;0.8405797101449275;153.0;131.0;0.5687732342007435;0.4869888475836431;1.16793893129771;1.0;0.9375;0.9375;0.0;0.0;0.8220064724919094;0.1294498381877022;0.0485436893203883;0.0;0.0;1.0
14.0;19.0;1.0;0.8944099378881988;176.0;159.0;0.55;0.496875;1.106918238993711;1.0;0.9375;0.9375;0.0;0.0;0.7901554404145078;0.1424870466321243;0.0673575129533678;0.0;0.0;0.0
16.0;22.0;1.0;0.8817204301075269;201.0;179.0;0.5506849315068493;0.4904109589041096;1.1229050279329609;1.0;0.9375;0.9375;0.0;0.0;0.851581508515815;0.121654501216545;0.0267639902676399;0.0;0.0;1.0
20.0;22.0;1.0;0.7543103448275862;247.0;180.0;0.5853080568720379;0.4368932038834951;1.3722222222222222;1.0;2.5;0.8333333333333334;0.0;1.0;0.875268817204301;0.0817204301075268;0.0150537634408602;0.0021505376344086;0.0258064516129032;1.0
21.0;24.0;1.0;0.7578125;271.0;209.0;0.5827956989247312;0.4494623655913978;1.2966507177033493;1.0;0.9375;0.9375;0.0;0.0;0.9018036072144288;0.0701402805611222;0.0;0.0;0.0280561122244488;0.0
23.0;25.0;1.0;0.6816608996539792;304.0;212.0;0.6067864271457086;0.4231536926147705;1.4339622641509433;1.0;0.9375;0.9375;0.0;0.0;0.8950276243093923;0.0718232044198895;0.007366482504604;0.007366482504604;0.0184162062615101;0.0
25.0;26.0;1.0;0.629746835443038;331.0;214.0;0.6245283018867924;0.4037735849056604;1.5467289719626167;1.0;0.9375;0.9375;0.0;0.0;0.8803418803418803;0.0752136752136752;0.0205128205128205;0.0;0.0239316239316239;0.0
27.0;26.0;1.0;0.5739130434782609;360.0;213.0;0.6451612903225806;0.3817204301075269;1.6901408450704225;1.0;0.9375;0.9375;0.0;0.0;0.8960396039603961;0.0676567656765676;0.0165016501650165;0.0;0.0198019801980198;0.0
32.0;31.0;1.0;0.5866336633663366;419.0;252.0;0.6387195121951219;0.3841463414634146;1.6626984126984128;1.0;0.9375;0.9375;0.0;0.0;0.955290611028316;0.029806259314456;0.0104321907600596;0.0044709388971684;0.0;0.0
35.0;34.0;1.0;0.6027713625866051;448.0;276.0;0.6318758815232722;0.389280677009873;1.6231884057971016;1.0;0.9375;0.9375;0.0;0.0;0.922872340425532;0.0531914893617021;0.0132978723404255;0.0013297872340425;0.0093085106382978;1.0
35.0;34.0;1.0;0.6348837209302326;445.0;278.0;0.6197771587743732;0.3926553672316384;1.6007194244604317;1.0;2.5;0.8333333333333334;0.0;1.0;0.9153645833333334;0.05859375;0.0078125;0.0026041666666666;0.015625;1.0
36.0;37.0;1.0;0.6681715575620768;458.0;311.0;0.6074270557029178;0.4124668435013263;1.472668810289389;1.0;0.9375;0.9375;0.0;0.0;0.933080808080808;0.0492424242424242;0.0075757575757575;0.0;0.0101010101010101;1.0
37.0;38.0;1.0;0.726457399103139;461.0;339.0;0.5872611464968153;0.4318471337579618;1.359882005899705;1.0;0.9375;0.9375;0.0;0.0;0.9210526315789472;0.062200956937799;0.0071770334928229;0.0;0.0095693779904306;1.0
36.0;41.0;1.0;0.8261851015801355;458.0;381.0;0.5558252427184466;0.462378640776699;1.2020997375328084;1.0;0.9375;0.9375;0.0;0.0;0.9417927823050058;0.0500582072176949;0.0011641443538998;0.0046565774155995;0.0023282887077997;1.0
