Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
2.0;5.0;0.2978723404255319;1.0;29.0;62.0;0.3815789473684211;0.8157894736842105;1.0;2.1379310344827585;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
5.0;7.0;0.4081632653061224;1.0;55.0;113.0;0.3594771241830065;0.738562091503268;1.0;2.0545454545454547;0.9375;0.9375;0.0;0.0;0.913907284768212;0.086092715231788;0.0;0.0;0.0;1.0
8.0;16.0;0.3367875647668393;1.0;80.0;208.0;0.293040293040293;0.7619047619047619;1.0;2.6;0.9375;0.9375;0.0;0.0;0.8657718120805369;0.1342281879194631;0.0;0.0;0.0;1.0
13.0;21.0;0.3917910447761194;1.0;120.0;283.0;0.3092783505154639;0.729381443298969;1.0;2.3583333333333334;0.9375;0.9375;0.0;0.0;0.8634259259259259;0.1203703703703703;0.0162037037037037;0.0;0.0;0.0
14.0;22.0;0.4219858156028369;1.0;124.0;297.0;0.3054187192118227;0.7139423076923077;1.0;2.3951612903225805;0.8333333333333334;2.5;1.0;0.0;0.8531914893617021;0.1340425531914893;0.0127659574468085;0.0;0.0;0.0
15.0;22.0;0.4397163120567376;1.0;129.0;297.0;0.3138686131386861;0.7054631828978623;1.0;2.302325581395349;0.8333333333333334;2.5;1.0;0.0;0.8547368421052631;0.1326315789473684;0.0126315789473684;0.0;0.0;0.0
22.0;24.0;0.5953947368421053;1.0;196.0;319.0;0.392;0.638;1.0;1.6275510204081634;0.9375;0.9375;0.0;0.0;0.8964879852125693;0.066543438077634;0.0240295748613678;0.0;0.0129390018484288;0.0
24.0;29.0;0.6023054755043228;1.0;224.0;362.0;0.3922942206654991;0.6339754816112084;1.0;1.6160714285714286;0.9375;0.9375;0.0;0.0;0.864696734059098;0.0995334370139968;0.015552099533437;0.0;0.0202177293934681;1.0
31.0;29.0;0.7254901960784313;1.0;274.0;362.0;0.4342313787638668;0.5829307568438004;1.0;1.3211678832116789;2.5;0.8333333333333334;0.0;1.0;0.8992700729927007;0.0715328467153284;0.0102189781021897;0.0;0.018978102189781;1.0
31.0;31.0;0.7231182795698925;1.0;284.0;387.0;0.4329268292682927;0.5899390243902439;1.0;1.3626760563380282;0.9375;0.9375;0.0;0.0;0.8977591036414566;0.0686274509803921;0.0280112044817927;0.0014005602240896;0.0042016806722689;1.0
31.0;33.0;0.6767676767676768;1.0;283.0;411.0;0.4167893961708395;0.605301914580265;1.0;1.452296819787986;0.9375;0.9375;0.0;0.0;0.9058663028649386;0.0709413369713506;0.0109140518417462;0.0;0.0122783083219645;1.0
33.0;34.0;0.7064439140811456;1.0;311.0;434.0;0.426027397260274;0.5945205479452055;1.0;1.3954983922829582;0.9375;0.9375;0.0;0.0;0.9119897959183674;0.0739795918367346;0.0076530612244897;0.0;0.0063775510204081;1.0
36.0;37.0;0.7136465324384788;1.0;334.0;462.0;0.4276568501920614;0.5915492957746479;1.0;1.3832335329341316;0.9375;0.9375;0.0;0.0;0.9054373522458627;0.0673758865248227;0.0153664302600472;0.0035460992907801;0.0082742316784869;0.0
37.0;37.0;0.7472035794183445;1.0;339.0;462.0;0.4312977099236641;0.5804020100502513;1.0;1.3628318584070795;0.8333333333333334;2.5;1.0;0.0;0.9070847851335656;0.0662020905923344;0.0150987224157955;0.0034843205574912;0.008130081300813;0.0
41.0;37.0;0.8031319910514542;1.0;374.0;462.0;0.4555420219244823;0.5627283800243605;1.0;1.2352941176470589;0.9375;0.9375;0.0;0.0;0.9211428571428572;0.048;0.0194285714285714;0.0;0.0114285714285714;0.0
