Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
1.0;6.0;0.1818181818181818;1.0;25.0;70.0;0.3125;0.875;1.0;2.8;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2.0;6.0;0.4444444444444444;1.0;29.0;69.0;0.3493975903614458;0.7419354838709677;1.0;2.3793103448275863;0.8333333333333334;2.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3.0;6.0;0.5192307692307693;1.0;32.0;67.0;0.3809523809523809;0.7127659574468085;1.0;2.09375;0.8333333333333334;2.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4.0;7.0;0.5535714285714286;1.0;36.0;71.0;0.391304347826087;0.696078431372549;1.0;1.9722222222222223;0.8333333333333334;2.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4.0;8.0;0.4366197183098591;1.0;36.0;86.0;0.3364485981308411;0.7350427350427351;1.0;2.388888888888889;0.8333333333333334;2.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
7.0;10.0;0.4711538461538461;1.0;64.0;119.0;0.3809523809523809;0.7083333333333334;1.0;1.859375;0.9375;0.9375;0.0;0.0;0.788659793814433;0.211340206185567;0.0;0.0;0.0;0.0
7.0;12.0;0.4402985074626865;1.0;64.0;149.0;0.3232323232323232;0.7163461538461539;1.0;2.328125;0.8333333333333334;2.5;1.0;0.0;0.8283261802575107;0.1716738197424892;0.0;0.0;0.0;0.0
13.0;20.0;0.6256684491978609;1.0;132.0;202.0;0.4137931034482758;0.6332288401253918;1.0;1.5303030303030305;0.9375;0.9375;0.0;0.0;0.8283378746594006;0.1416893732970027;0.0299727520435967;0.0;0.0;1.0
13.0;22.0;0.5539906103286385;1.0;133.0;228.0;0.384393063583815;0.6589595375722543;1.0;1.7142857142857142;0.9375;0.9375;0.0;0.0;0.8193069306930693;0.1287128712871287;0.0519801980198019;0.0;0.0;0.0
14.0;22.0;0.6226415094339622;1.0;137.0;227.0;0.3925501432664756;0.6323119777158774;1.0;1.6569343065693432;0.8333333333333334;2.5;1.0;0.0;0.8349514563106796;0.1189320388349514;0.0461165048543689;0.0;0.0;0.0
14.0;23.0;0.5869565217391305;1.0;140.0;245.0;0.3783783783783784;0.6447368421052632;1.0;1.75;0.8333333333333334;2.5;1.0;0.0;0.8352402745995423;0.0983981693363844;0.0663615560640732;0.0;0.0;0.0
17.0;24.0;0.6638655462184874;1.0;173.0;253.0;0.4209245742092457;0.6155717761557178;1.0;1.46242774566474;0.9375;0.9375;0.0;0.0;0.8081632653061225;0.1428571428571428;0.046938775510204;0.0020408163265306;0.0;0.0
23.0;27.0;0.7202797202797203;1.0;221.0;301.0;0.4358974358974359;0.5936883629191322;1.0;1.3619909502262444;0.9375;0.9375;0.0;0.0;0.8631578947368421;0.087719298245614;0.0298245614035087;0.0035087719298245;0.0157894736842105;1.0
24.0;28.0;0.7818791946308725;1.0;248.0;303.0;0.4542124542124542;0.5652985074626866;1.0;1.221774193548387;2.5;0.8333333333333334;0.0;1.0;0.8578352180936996;0.1130856219709208;0.0177705977382875;0.0;0.011308562197092;1.0
28.0;31.0;0.7713414634146342;1.0;268.0;343.0;0.4496644295302013;0.575503355704698;1.0;1.2798507462686568;0.9375;0.9375;0.0;0.0;0.8870229007633588;0.0763358778625954;0.0167938931297709;0.0076335877862595;0.0122137404580152;0.0
29.0;31.0;0.8170731707317073;1.0;273.0;343.0;0.454242928452579;0.5613747954173486;1.0;1.2564102564102564;0.8333333333333334;2.5;1.0;0.0;0.8895522388059701;0.0746268656716417;0.0164179104477611;0.0074626865671641;0.0119402985074626;0.0
31.0;32.0;0.8387096774193549;1.0;301.0;356.0;0.4688473520249221;0.5545171339563862;1.0;1.1827242524916943;0.9375;0.9375;0.0;0.0;0.8957142857142857;0.0628571428571428;0.0114285714285714;0.0085714285714285;0.0214285714285714;0.0
33.0;33.0;0.942528735632184;1.0;343.0;363.0;0.4963820549927641;0.5253256150506512;1.0;1.0583090379008746;0.9375;0.9375;0.0;0.0;0.8871391076115486;0.0813648293963254;0.0170603674540682;0.0026246719160104;0.0118110236220472;1.0
35.0;35.0;0.92;1.0;360.0;390.0;0.4897959183673469;0.5306122448979592;1.0;1.0833333333333333;0.9375;0.9375;0.0;0.0;0.9102402022756004;0.0670037926675094;0.0126422250316055;0.0012642225031605;0.0088495575221238;1.0
39.0;39.0;0.882903981264637;1.0;392.0;442.0;0.4786324786324786;0.5396825396825397;1.0;1.1275510204081634;0.9375;0.9375;0.0;0.0;0.9136363636363636;0.0579545454545454;0.0227272727272727;0.0;0.0056818181818181;0.0
40.0;39.0;0.918032786885246;1.0;397.0;442.0;0.4817961165048544;0.5299760191846523;1.0;1.1133501259445844;0.8333333333333334;2.5;1.0;0.0;0.9150837988826817;0.0569832402234636;0.0223463687150838;0.0;0.0055865921787709;0.0
