Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
0.0;0.0;1.0;0.15;0.6;1.0;18.0;30.0;41.0;0.36;0.5660377358490566;0.7321428571428571;1.0;1.6666666666666667;2.2777777777777777;0.9375;1.125;1.3125;0.0;0.0;0.0;0.7587939698492462;0.1758793969849246;0.0251256281407035;0.0;0.0402010050251256;0.0
0.0;0.0;0.0;0.7142857142857143;0.0;1.0;15.0;18.0;28.0;0.6818181818181818;0.6;0.8484848484848485;1.0;1.2;1.8666666666666667;0.9090909090909092;1.6363636363636365;1.9090909090909087;1.0;0.0;0.0;0.8653846153846154;0.0576923076923076;0.0336538461538461;0.0144230769230769;0.0288461538461538;1.0
0.0;1.0;1.0;0.0;0.5652173913043478;1.0;10.0;25.0;44.0;0.217391304347826;0.5208333333333334;0.7719298245614035;1.0;2.5;4.4;0.9090909090909092;1.0909090909090908;1.9090909090909087;1.0;1.0;0.0;0.7675438596491229;0.1578947368421052;0.0;0.0263157894736842;0.0482456140350877;0.0
0.0;0.0;1.0;0.2777777777777778;0.4444444444444444;1.0;15.0;20.0;39.0;0.3658536585365853;0.4651162790697674;0.75;1.0;1.3333333333333333;2.6;0.9090909090909092;1.0909090909090908;1.9090909090909087;1.0;1.0;0.0;0.78125;0.1383928571428571;0.0535714285714285;0.0044642857142857;0.0223214285714285;1.0
0.0;0.0;0.0;0.8333333333333334;1.0;0.0;20.0;24.0;21.0;0.7692307692307693;0.8275862068965517;0.65625;1.0;1.2;1.05;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9285714285714286;0.0357142857142857;0.0292207792207792;0.0032467532467532;0.0032467532467532;2.0
0.0;0.0;1.0;0.625;0.0625;1.0;25.0;19.0;30.0;0.5952380952380952;0.4222222222222222;0.7317073170731707;1.3157894736842106;1.0;1.5789473684210529;1.0;1.2;0.9333333333333332;0.0;0.0;1.0;0.9026548672566372;0.079646017699115;0.0117994100294985;0.0;0.0058997050147492;1.0
1.0;1.0;0.0;1.0;0.9333333333333332;0.7333333333333333;30.0;26.0;25.0;0.5454545454545454;0.5;0.4629629629629629;1.2;1.04;1.0;1.1538461538461535;0.9230769230769232;1.0769230769230769;0.0;1.0;1.0;0.8361581920903954;0.1129943502824858;0.0338983050847457;0.0169491525423728;0.0;2.0
1.0;0.0;0.0;1.0;0.6470588235294118;0.7647058823529411;32.0;29.0;34.0;0.5714285714285714;0.4915254237288136;0.5483870967741935;1.103448275862069;1.0;1.1724137931034482;0.9375;1.125;1.3125;0.0;0.0;0.0;0.8266666666666667;0.1093333333333333;0.0453333333333333;0.0026666666666666;0.016;0.0
0.0;0.0;1.0;0.0;0.55;1.0;10.0;29.0;41.0;0.2439024390243902;0.5918367346938775;0.7884615384615384;1.0;2.9;4.1;0.9090909090909092;1.6363636363636365;1.9090909090909087;1.0;0.0;0.0;0.8433048433048433;0.0883190883190883;0.0569800569800569;0.0;0.0113960113960113;0.0
0.0;0.0;1.0;0.3333333333333333;0.4;1.0;15.0;24.0;36.0;0.4166666666666667;0.5454545454545454;0.7659574468085106;1.0;1.6;2.4;0.9090909090909092;1.6363636363636365;1.9090909090909087;1.0;0.0;0.0;0.8926380368098159;0.0797546012269938;0.0276073619631901;0.0;0.0;1.0
0.0;1.0;0.0;0.0952380952380952;1.0;0.5714285714285714;12.0;33.0;33.0;0.2666666666666666;0.7021276595744681;0.5892857142857143;1.0;2.75;2.75;0.9090909090909092;1.0909090909090908;1.9090909090909087;1.0;1.0;0.0;0.8532934131736527;0.1047904191616766;0.0149700598802395;0.0059880239520958;0.0209580838323353;0.0
0.0;1.0;0.0;0.4375;1.0;0.4375;17.0;28.0;28.0;0.425;0.6666666666666666;0.5490196078431373;1.0;1.6470588235294117;1.6470588235294117;0.9090909090909092;1.0909090909090908;1.9090909090909087;1.0;1.0;0.0;0.8358662613981763;0.0911854103343465;0.0577507598784194;0.0;0.0151975683890577;0.0
1.0;0.0;0.0;1.0;0.9166666666666666;0.1666666666666666;22.0;23.0;23.0;0.6285714285714286;0.6216216216216216;0.5;1.0;1.0454545454545454;1.0454545454545454;0.9090909090909092;1.0909090909090908;1.9090909090909087;1.0;1.0;0.0;0.8798882681564246;0.0698324022346368;0.0251396648044692;0.0;0.0251396648044692;0.0
0.0;0.0;1.0;0.0;0.0;1.0;10.0;12.0;43.0;0.3125;0.3529411764705882;1.0;1.0;1.2;4.3;0.9090909090909092;1.0909090909090908;1.9090909090909087;1.0;1.0;0.0;0.9303944315545244;0.0510440835266821;0.0092807424593967;0.0046403712296983;0.0046403712296983;1.0
0.0;0.0;1.0;0.0;0.4117647058823529;1.0;10.0;19.0;38.0;0.2941176470588235;0.5277777777777778;0.8444444444444444;1.0;1.9;3.8;0.9090909090909092;1.0909090909090908;1.9090909090909087;1.0;1.0;0.0;0.9192139737991266;0.0524017467248908;0.0;0.0131004366812227;0.0152838427947598;0.0
1.0;0.0;0.0;1.0;0.1;0.6;35.0;14.0;33.0;0.7142857142857143;0.3043478260869565;0.6;2.5;1.0;2.357142857142857;1.1538461538461535;0.9230769230769232;1.6153846153846154;0.0;1.0;0.0;0.8997912317327766;0.0709812108559499;0.0104384133611691;0.0;0.0187891440501043;1.0
0.0;0.0;1.0;0.0;0.1428571428571428;1.0;15.0;21.0;42.0;0.3846153846153846;0.5;0.9333333333333332;1.0;1.4;2.8;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9040697674418604;0.0697674418604651;0.0;0.0;0.0261627906976744;0.0
0.0;1.0;0.0;0.3888888888888889;1.0;0.5;22.0;36.0;30.0;0.4489795918367347;0.6923076923076923;0.5454545454545454;1.0;1.6363636363636365;1.3636363636363635;0.9375;1.125;1.3125;0.0;0.0;0.0;0.8506944444444444;0.1180555555555555;0.0138888888888888;0.0069444444444444;0.0104166666666666;2.0
2.0;0.0;0.0;1.0;0.0;0.0;37.0;18.0;14.0;1.0;0.45;0.3888888888888889;2.642857142857143;1.2857142857142858;1.0;1.0;1.2;0.9333333333333332;0.0;0.0;1.0;0.8767772511848341;0.1042654028436018;0.0047393364928909;0.0047393364928909;0.0094786729857819;1.0
1.0;1.0;0.0;1.0;0.7647058823529411;0.0;32.0;25.0;14.0;0.7111111111111111;0.5952380952380952;0.3181818181818182;2.2857142857142856;1.7857142857142858;1.0;1.1538461538461535;0.9230769230769232;1.0769230769230769;0.0;1.0;1.0;0.8373205741626795;0.1435406698564593;0.0143540669856459;0.0;0.0047846889952153;2.0
0.0;0.0;0.0;1.0;0.6;0.7;25.0;18.0;21.0;0.6578947368421053;0.5142857142857142;0.5675675675675675;1.3888888888888888;1.0;1.1666666666666667;1.1538461538461535;0.9230769230769232;1.0769230769230769;0.0;1.0;1.0;0.8214285714285714;0.1173469387755102;0.0;0.0051020408163265;0.0561224489795918;1.0
