P1;1;3;7;10;14;
P2;1;3;7;11;13;
P3;1;4;7;10;14;
P4;2;5;8;10;13;
P5;1;3;6;10;14;
P6;2;4;7;12;13;
P7;2;5;9;11;13;
P8;1;3;6;11;14;
P9;1;4;7;10;14;
P10;1;4;9;12;14;
P11;1;5;6;10;13;
P12;1;5;8;12;13;
P13;1;4;6;10;14;
P14;2;5;9;10;13;
P15;1;3;6;12;14;
P16;2;5;6;10;13;
P17;1;4;6;11;14;
P18;2;3;6;12;14;
P19;1;4;6;10;14;
P20;2;3;6;12;14;
P21;2;3;8;12;14;
P22;1;3;6;11;14;
P23;2;4;7;10;14;
P24;1;4;9;11;14;
P25;2;4;9;12;14;
P26;1;3;7;10;13;
P27;1;5;8;10;14;
P28;1;3;9;10;14;
P29;1;5;7;12;13;
P30;2;3;8;10;14;
P31;2;3;7;11;14;
P32;1;5;7;11;13;
P33;2;3;7;12;14;
P34;1;5;9;12;13;
P35;2;5;8;11;13;
P36;2;5;8;12;13;
P37;1;4;6;11;14;
P38;2;5;8;10;13;
P39;2;3;6;10;14;
P40;1;3;6;12;14;
P41;1;3;6;10;14;
P42;1;5;6;10;14;
P43;2;3;6;12;14;
P44;2;4;6;12;13;
P45;1;4;7;12;13;
P46;2;4;8;12;13;
P47;1;5;9;12;14;
P48;2;4;6;10;14;
P49;1;4;6;12;14;
P50;1;3;8;11;13;
P51;2;3;9;12;14;
P52;2;3;6;12;14;
P53;2;4;6;12;14;
P54;1;5;6;12;14;
P55;2;4;6;10;14;
P56;2;3;7;12;14;
P57;2;4;7;10;14;
P58;2;4;7;12;13;
P59;2;5;6;11;14;
P60;1;5;6;12;14;
P61;2;3;6;12;14;
P62;2;3;6;10;14;
P63;2;4;7;12;13;
P64;1;3;7;11;14;
P65;2;3;9;11;13;
P66;2;3;9;10;13;
P67;2;5;9;12;13;
P68;2;3;6;11;14;
P69;1;4;7;11;13;
P70;1;5;6;10;14;
P71;2;4;6;11;14;
P72;1;5;6;10;14;
P73;2;4;8;12;13;
P74;2;3;8;10;13;
P75;1;3;7;12;13;
P76;2;4;8;12;13;
P77;2;3;6;12;14;
P78;1;3;7;12;13;
P79;1;5;7;12;14;
P80;2;5;6;12;14;
P81;1;5;7;10;13;
P82;2;4;9;11;14;
P83;2;4;6;10;14;
P84;1;3;6;11;14;
P85;2;4;8;12;14;
P86;2;3;7;11;13;
P87;1;5;8;11;14;
P88;1;5;9;12;13;
P89;1;4;7;11;14;
P90;1;3;9;11;13;
P91;2;3;6;10;14;
P92;1;5;6;12;14;
P93;2;4;8;12;13;
P94;1;4;7;11;14;
P95;2;3;6;10;14;
P96;2;4;7;12;14;
P97;2;3;6;11;14;
P98;1;3;6;10;13;
P99;2;4;7;12;14;
P100;2;3;8;12;13;
