Family;Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource
4.0;0.0;0.0;1.0;1.0;30.0;19.0;1.0;1.0;1.5789473684210527;1.0;1.5;0.95;0.0;0.0;0.0;0.0;0.0;1.0
5.0;0.0;1.0;0.0;1.0;17.0;63.0;0.38636363636363635;1.0;1.0;3.7058823529411766;0.9444444444444444;2.0;0.0;0.0;1.0;0.0;0.0;0.0
3.0;1.0;1.0;0.6296296296296297;1.0;41.0;69.0;0.6029411764705882;0.8023255813953488;1.0;1.6829268292682926;0.96;1.68;0.0;0.0;1.0;0.0;0.0;0.0
2.0;2.0;1.0;1.0;0.4857142857142857;48.0;38.0;0.7384615384615385;0.5205479452054794;1.263157894736842;1.0;0.9285714285714286;1.5;0.0;0.0;1.0;0.0;0.0;1.0
3.0;2.0;2.0;0.8947368421052632;1.0;46.0;80.0;0.5476190476190477;0.7017543859649122;1.0;1.7391304347826086;0.9230769230769231;3.230769230769231;1.0;0.0;1.0;0.0;0.0;0.0
4.0;3.0;2.0;1.0;0.8260869565217391;76.0;57.0;0.6666666666666666;0.5533980582524272;1.3333333333333333;1.0;1.5;0.95;0.0;0.0;1.0;0.0;0.0;1.0
3.0;3.0;3.0;0.8181818181818182;1.0;57.0;97.0;0.5089285714285714;0.6830985915492958;1.0;1.7017543859649122;0.9230769230769231;3.230769230769231;1.0;0.0;1.0;0.0;0.0;0.0
2.0;4.0;3.0;1.0;0.9642857142857143;69.0;75.0;0.5609756097560976;0.5725190839694656;1.0;1.0869565217391304;0.9285714285714286;1.5;0.0;0.0;1.0;0.0;0.0;1.0
5.0;4.0;4.0;0.7333333333333333;1.0;72.0;111.0;0.4897959183673469;0.6686746987951807;1.0;1.5416666666666667;0.9444444444444444;2.0;0.0;0.0;1.0;0.0;0.0;1.0
1.0;4.0;5.0;0.5346534653465347;1.0;66.0;117.0;0.39520958083832336;0.6842105263157895;1.0;1.7727272727272727;0.9230769230769231;1.2307692307692308;0.0;0.0;1.0;0.0;0.0;1.0
2.0;3.0;6.0;0.4015151515151515;1.0;66.0;153.0;0.3333333333333333;0.7427184466019418;1.0;2.3181818181818183;0.9285714285714286;1.5;0.0;0.0;1.0;0.0;0.0;1.0
3.0;3.0;7.0;0.3586206896551724;1.0;64.0;187.0;0.3062200956937799;0.7824267782426778;1.0;2.921875;0.9230769230769231;3.230769230769231;1.0;0.0;1.0;0.0;0.0;0.0
