Family;Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource
1.0;0.0;0.0;0.0;1.0;1.0;1.0;12.0;19.0;23.0;1.0;1.0;1.0;1.0;1.5833333333333333;1.9166666666666667;0.9230769230769231;1.4615384615384615;1.7692307692307692;0.0;0.0;0.0;1.0;0.0;0.0;0.0
4.0;1.0;0.0;0.0;1.0;0.0;0.0;30.0;23.0;22.0;1.0;0.7931034482758621;0.7857142857142857;1.3636363636363635;1.0454545454545454;1.0;1.0434782608695652;1.0;0.9565217391304348;0.0;0.0;0.0;0.9870410367170627;0.012958963282937365;0.0;2.0
4.0;0.0;0.0;1.0;0.0;0.0;1.0;24.0;23.0;21.0;0.6153846153846154;0.6052631578947368;1.0;1.1428571428571428;1.0952380952380953;1.0;3.4285714285714284;3.2857142857142856;0.8571428571428571;0.0;0.0;1.0;0.9363905325443787;0.022189349112426034;0.04142011834319527;0.0
5.0;1.0;0.0;1.0;1.0;0.0;0.55;42.0;26.0;25.0;0.7924528301886793;0.45614035087719296;0.5555555555555556;1.68;1.04;1.0;1.4666666666666666;1.7333333333333334;0.9333333333333333;0.0;0.0;0.0;0.9321824907521579;0.03822441430332922;0.029593094944512947;2.0
4.0;1.0;0.0;2.0;0.6538461538461539;0.0;1.0;19.0;23.0;48.0;0.4222222222222222;0.3484848484848485;0.7384615384615385;1.0;1.2105263157894737;2.526315789473684;0.6666666666666666;7.666666666666667;7.333333333333333;1.0;0.0;0.0;0.9252336448598131;0.05023364485981308;0.02453271028037383;0.0
1.0;2.0;0.0;1.0;0.7692307692307693;0.0;1.0;22.0;19.0;36.0;0.6285714285714286;0.4523809523809524;0.782608695652174;1.1578947368421053;1.0;1.894736842105263;0.9230769230769231;1.4615384615384615;1.7692307692307692;0.0;0.0;0.0;0.9424326833797586;0.02135561745589601;0.036211699164345405;0.0
1.0;1.0;0.0;1.0;1.0;0.0;0.125;26.0;19.0;26.0;0.896551724137931;0.41304347826086957;0.52;1.368421052631579;1.0;1.368421052631579;0.6666666666666666;6.333333333333333;7.666666666666667;1.0;0.0;0.0;0.9615384615384616;0.019230769230769232;0.019230769230769232;1.0
2.0;1.0;1.0;0.0;0.5882352941176471;1.0;0.058823529411764705;32.0;37.0;21.0;0.64;0.7708333333333334;0.4375;1.5238095238095237;1.7619047619047619;1.0;1.0476190476190477;0.9523809523809523;0.9523809523809523;0.0;0.0;0.0;0.9600271002710027;0.018970189701897018;0.02100271002710027;1.0
5.0;0.0;1.0;0.0;0.0;1.0;0.0;22.0;46.0;2.0;0.5238095238095238;1.0;0.09090909090909091;11.0;23.0;1.0;7.333333333333333;8.666666666666666;0.6666666666666666;0.0;0.0;1.0;0.9520414776409591;0.012961762799740765;0.03499675955930007;2.0
5.0;0.0;1.0;0.0;0.0;1.0;0.0;22.0;39.0;2.0;0.6285714285714286;1.0;0.13333333333333333;11.0;19.5;1.0;7.333333333333333;8.666666666666666;0.6666666666666666;0.0;0.0;1.0;0.9566074950690335;0.008547008547008548;0.034845496383957925;2.0
