Family;Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource
5.0;0.0;0.0;1.0;1.0;17.0;36.0;1.0;1.0;1.0;2.1176470588235294;0.9444444444444444;2.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;1.0;0.0;1.0;0.0;28.0;16.0;1.0;0.5;1.75;1.0;0.9230769230769231;1.2307692307692308;0.0;0.0;1.0;0.0;0.0;0.0
1.0;2.0;0.0;1.0;0.0;44.0;16.0;1.0;0.32;2.75;1.0;0.9090909090909091;1.4545454545454546;1.0;0.0;1.0;0.0;0.0;1.0
1.0;2.0;1.0;1.0;0.45454545454545453;43.0;27.0;0.7413793103448276;0.45;1.5925925925925926;1.0;0.9090909090909091;1.0909090909090908;1.0;1.0;1.0;0.0;0.0;1.0
4.0;2.0;2.0;1.0;0.8181818181818182;63.0;46.0;0.7;0.5822784810126582;1.3695652173913044;1.0;1.5;0.95;0.0;0.0;1.0;0.0;0.0;1.0
5.0;2.0;3.0;0.8648648648648649;1.0;49.0;73.0;0.5697674418604651;0.6952380952380952;1.0;1.489795918367347;0.9444444444444444;2.0;0.0;0.0;1.0;0.0;0.0;0.0
3.0;3.0;3.0;1.0;0.8604651162790697;67.0;79.0;0.6442307692307693;0.6475409836065574;1.0;1.1791044776119404;0.96;1.68;0.0;0.0;1.0;0.0;0.0;0.0
2.0;4.0;2.0;1.0;0.5737704918032787;74.0;56.0;0.6788990825688074;0.47863247863247865;1.3214285714285714;1.0;0.9285714285714286;1.5;0.0;0.0;1.0;0.0;0.0;0.0
4.0;5.0;2.0;1.0;0.425;110.0;41.0;0.7638888888888888;0.33884297520661155;2.682926829268293;1.0;3.75;0.875;0.0;1.0;1.0;0.0;0.0;1.0
3.0;5.0;3.0;1.0;0.5063291139240507;103.0;82.0;0.7202797202797203;0.5093167701863354;1.2560975609756098;1.0;0.96;1.68;0.0;0.0;1.0;0.0;0.0;0.0
4.0;6.0;3.0;1.0;0.4166666666666667;126.0;47.0;0.7590361445783133;0.32867132867132864;2.6808510638297873;1.0;3.75;0.875;0.0;1.0;1.0;0.0;0.0;1.0
