P1;1;3;7;12;14;
P2;2;4;6;10;13;
P3;1;3;7;12;14;
P4;1;3;8;11;14;
P5;1;5;8;10;14;
P6;2;4;6;11;14;
P7;1;4;7;10;14;
P8;2;3;7;11;13;
P9;1;3;9;11;14;
P10;2;5;8;11;14;
P11;2;5;6;10;13;
P12;1;4;7;11;13;
P13;2;4;8;10;13;
P14;2;4;8;10;13;
P15;1;4;7;11;14;
P16;1;3;6;10;14;
P17;2;5;8;10;14;
P18;1;5;6;12;14;
P19;2;5;6;11;14;
P20;1;3;6;10;13;
P21;1;3;6;12;14;
P22;2;4;8;12;13;
P23;1;3;7;11;13;
P24;2;5;6;12;14;
P25;1;3;9;11;13;
P26;1;3;7;12;14;
P27;1;5;6;12;14;
P28;2;4;8;11;13;
P29;2;4;6;10;14;
P30;1;5;6;10;14;
P31;1;4;7;11;14;
P32;2;5;6;10;14;
P33;2;4;6;12;14;
P34;1;5;9;10;13;
P35;1;4;7;10;14;
P36;2;4;7;12;14;
P37;2;3;8;12;13;
P38;2;3;8;10;13;
P39;1;4;7;12;14;
P40;1;3;9;11;13;
P41;1;4;7;11;14;
P42;2;3;8;12;13;
P43;1;4;6;11;14;
P44;1;3;7;12;13;
P45;2;3;8;12;13;
P46;2;4;7;12;14;
P47;1;4;6;11;14;
P48;1;3;7;11;14;
P49;1;4;6;10;13;
P50;2;3;7;10;14;
P51;1;5;6;11;13;
P52;2;5;8;12;13;
P53;1;5;6;12;13;
P54;1;4;6;10;13;
P55;2;5;9;11;14;
P56;2;5;9;12;14;
P57;2;3;8;10;13;
P58;2;3;8;12;13;
P59;2;5;6;12;13;
P60;1;3;9;12;14;
P61;2;5;6;10;14;
P62;2;3;7;11;14;
P63;1;5;9;10;14;
P64;2;3;8;12;14;
P65;1;3;8;10;14;
P66;1;5;9;11;14;
P67;1;5;6;10;14;
P68;2;3;8;11;14;
P69;1;5;6;10;14;
P70;1;3;8;12;13;
P71;1;3;6;10;14;
P72;1;4;7;12;13;
P73;2;4;8;11;14;
P74;2;3;8;11;14;
P75;1;3;6;12;14;
P76;2;5;8;10;14;
P77;2;3;9;11;14;
P78;1;5;8;12;13;
P79;2;3;8;12;14;
P80;1;3;7;10;14;
P81;2;4;9;10;14;
P82;1;3;6;10;14;
P83;2;4;6;12;13;
P84;2;4;6;10;13;
P85;2;3;8;11;14;
P86;2;4;8;12;13;
P87;2;4;7;11;13;
P88;1;5;8;12;13;
P89;2;4;7;12;14;
P90;2;5;6;10;14;
P91;2;3;6;10;14;
P92;1;5;8;10;14;
P93;2;3;7;11;14;
P94;2;4;6;11;14;
P95;1;4;8;10;13;
P96;1;4;7;10;14;
P97;2;4;8;10;14;
P98;2;3;7;12;14;
P99;2;3;6;12;13;
P100;2;3;8;12;13;
