Family;Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
2.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;18.0;21.0;1.0;1.0;1.0;1.0;1.2;1.4;0.9375;1.125;1.3125;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3.0;1.0;0.0;0.0;1.0;0.0;0.0;27.0;18.0;21.0;1.0;0.6;0.6363636363636364;1.5;1.0;1.1666666666666667;0.9375;1.125;1.3125;0.0;0.0;0.0;0.8208955223880597;0.1791044776119403;0.0;0.0;0.0;1.0
2.0;0.0;1.0;0.0;0.625;1.0;0.0;20.0;34.0;21.0;0.5555555555555556;0.7727272727272727;0.44680851063829785;1.0;1.7;1.05;0.9090909090909091;1.6363636363636365;1.9090909090909092;1.0;0.0;0.0;0.6623376623376623;0.33766233766233766;0.0;0.0;0.0;2.0
2.0;0.0;0.0;1.0;0.3125;0.6875;1.0;15.0;29.0;30.0;0.35714285714285715;0.58;0.6521739130434783;1.0;1.9333333333333333;2.0;0.9090909090909091;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.6893203883495146;0.3106796116504854;0.0;0.0;0.0;2.0
4.0;0.0;0.0;1.0;0.0;0.13636363636363635;1.0;15.0;21.0;43.0;0.375;0.4883720930232558;0.9347826086956522;1.0;1.4;2.8666666666666667;0.9375;1.125;1.3125;0.0;0.0;0.0;0.5978260869565217;0.2717391304347826;0.13043478260869565;0.0;0.0;0.0
4.0;0.0;0.0;1.0;0.5882352941176471;0.0;1.0;20.0;18.0;38.0;0.5405405405405406;0.4;0.7916666666666666;1.1111111111111112;1.0;2.111111111111111;0.9090909090909091;1.6363636363636365;1.9090909090909092;1.0;0.0;0.0;0.5504587155963303;0.24770642201834864;0.2018348623853211;0.0;0.0;0.0
5.0;1.0;0.0;1.0;1.0;0.0;0.8333333333333334;33.0;18.0;36.0;0.6875;0.35294117647058826;0.6666666666666666;1.8333333333333333;1.0;2.0;0.9375;1.125;1.3125;0.0;0.0;0.0;0.5233644859813084;0.308411214953271;0.16822429906542055;0.0;0.0;1.0
5.0;0.0;0.0;0.0;1.0;1.0;0.4;20.0;17.0;23.0;0.7407407407407407;0.7083333333333334;0.696969696969697;1.1764705882352942;1.0;1.3529411764705883;1.1538461538461537;0.9230769230769231;1.6153846153846154;0.0;1.0;0.0;0.7281553398058253;0.11650485436893204;0.08737864077669903;0.009708737864077669;0.05825242718446602;2.0
3.0;0.0;0.0;1.0;0.14285714285714285;0.14285714285714285;1.0;18.0;21.0;42.0;0.42857142857142855;0.4666666666666667;0.875;1.0;1.1666666666666667;2.3333333333333335;0.9375;1.125;1.3125;0.0;0.0;0.0;0.674074074074074;0.2;0.05185185185185185;0.014814814814814815;0.05925925925925926;0.0
5.0;1.0;0.0;1.0;0.8333333333333334;0.0;1.0;30.0;12.0;32.0;0.625;0.26666666666666666;0.6808510638297872;2.5;1.0;2.6666666666666665;1.1538461538461537;0.9230769230769231;1.0769230769230769;0.0;1.0;1.0;0.6645569620253164;0.2088607594936709;0.0379746835443038;0.0;0.08860759493670886;1.0
