Family;Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
1.0;0.0;0.0;1.0;1.0;15.0;15.0;1.0;1.0;1.0;1.0;0.9375;0.9375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1.0;0.0;1.0;0.0;1.0;15.0;18.0;0.5357142857142857;1.0;1.0;1.2;2.5;0.8333333333333334;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0
3.0;0.0;2.0;0.0;1.0;15.0;31.0;0.4838709677419355;1.0;1.0;2.066666666666667;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3.0;1.0;2.0;0.9375;1.0;20.0;31.0;0.5555555555555556;0.6739130434782609;1.0;1.55;0.8333333333333334;2.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3.0;2.0;2.0;1.0;0.7647058823529411;22.0;28.0;0.6285714285714286;0.6222222222222222;1.0;1.2727272727272727;0.8333333333333334;2.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4.0;3.0;2.0;1.0;0.5714285714285714;36.0;27.0;0.75;0.5625;1.3333333333333333;1.0;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
4.0;3.0;3.0;0.7692307692307693;1.0;35.0;31.0;0.5737704918032787;0.6078431372549019;1.1290322580645162;1.0;2.5;0.8333333333333334;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0
3.0;3.0;4.0;0.6451612903225806;1.0;25.0;46.0;0.44642857142857145;0.696969696969697;1.0;1.84;0.8333333333333334;2.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3.0;4.0;3.0;0.8;1.0;29.0;45.0;0.4915254237288136;0.6521739130434783;1.0;1.5517241379310345;0.8333333333333334;2.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
5.0;5.0;3.0;0.9642857142857143;1.0;42.0;43.0;0.6;0.6142857142857143;1.0;1.0238095238095237;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4.0;6.0;3.0;1.0;0.6666666666666666;57.0;33.0;0.6705882352941176;0.44;1.7272727272727273;1.0;2.5;0.8333333333333334;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0
2.0;6.0;4.0;1.0;0.7857142857142857;57.0;48.0;0.6333333333333333;0.5333333333333333;1.1875;1.0;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
2.0;6.0;5.0;0.875;1.0;57.0;53.0;0.5428571428571428;0.5578947368421052;1.0754716981132075;1.0;2.5;0.8333333333333334;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0
3.0;6.0;6.0;0.7884615384615384;1.0;56.0;67.0;0.5185185185185185;0.6203703703703703;1.0;1.1964285714285714;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1.0;7.0;6.0;1.0;0.9285714285714286;71.0;67.0;0.5772357723577236;0.5447154471544715;1.0597014925373134;1.0;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
1.0;6.0;6.0;0.8253968253968254;1.0;67.0;68.0;0.5153846153846153;0.5666666666666667;1.0;1.0149253731343284;2.5;0.8333333333333334;0.0;1.0;0.8984375;0.1015625;0.0;0.0;0.0;1.0
3.0;6.0;7.0;0.7611940298507462;1.0;56.0;82.0;0.45528455284552843;0.6165413533834586;1.0;1.4642857142857142;0.8333333333333334;2.5;1.0;0.0;0.9076923076923077;0.09230769230769231;0.0;0.0;0.0;0.0
1.0;7.0;7.0;0.835820895522388;1.0;71.0;72.0;0.5144927536231884;0.5625;1.0;1.0140845070422535;2.5;0.8333333333333334;0.0;1.0;0.9111111111111111;0.08888888888888889;0.0;0.0;0.0;1.0
4.0;6.0;8.0;0.7714285714285715;1.0;69.0;85.0;0.49640287769784175;0.6115107913669064;1.0;1.2318840579710144;0.9375;0.9375;0.0;0.0;0.8051948051948052;0.19480519480519481;0.0;0.0;0.0;0.0
3.0;7.0;8.0;0.9857142857142858;1.0;84.0;85.0;0.5454545454545454;0.551948051948052;1.0;1.0119047619047619;0.9375;0.9375;0.0;0.0;0.8224852071005917;0.17751479289940827;0.0;0.0;0.0;0.0
2.0;8.0;8.0;1.0;0.8333333333333334;99.0;85.0;0.5857988165680473;0.5029585798816568;1.1647058823529413;1.0;0.9375;0.9375;0.0;0.0;0.8369565217391305;0.16304347826086957;0.0;0.0;0.0;0.0
5.0;9.0;8.0;1.0;0.7040816326530612;113.0;84.0;0.6208791208791209;0.46153846153846156;1.3452380952380953;1.0;0.9375;0.9375;0.0;0.0;0.8146341463414634;0.18536585365853658;0.0;0.0;0.0;0.0
1.0;10.0;8.0;1.0;0.6106194690265486;128.0;74.0;0.649746192893401;0.39572192513368987;1.7297297297297298;1.0;2.5;0.8333333333333334;0.0;1.0;0.8272727272727273;0.17272727272727273;0.0;0.0;0.0;1.0
3.0;10.0;9.0;1.0;0.6486486486486487;126.0;87.0;0.6363636363636364;0.4393939393939394;1.4482758620689655;1.0;0.9375;0.9375;0.0;0.0;0.8433179723502304;0.15668202764976957;0.0;0.0;0.0;0.0
4.0;11.0;9.0;1.0;0.5714285714285714;141.0;87.0;0.6619718309859155;0.4084507042253521;1.6206896551724137;1.0;0.9375;0.9375;0.0;0.0;0.853448275862069;0.14655172413793102;0.0;0.0;0.0;0.0
4.0;11.0;9.0;1.0;0.5071428571428571;145.0;86.0;0.6712962962962963;0.3805309734513274;1.686046511627907;1.0;0.8333333333333334;2.5;1.0;0.0;0.8683127572016461;0.13168724279835392;0.0;0.0;0.0;0.0
3.0;12.0;9.0;1.0;0.4861111111111111;159.0;85.0;0.6943231441048034;0.37117903930131;1.8705882352941177;1.0;0.9375;0.9375;0.0;0.0;0.8199233716475096;0.18007662835249041;0.0;0.0;0.0;0.0
1.0;13.0;9.0;1.0;0.44025157232704404;174.0;75.0;0.7131147540983607;0.32051282051282054;2.32;1.0;2.5;0.8333333333333334;0.0;1.0;0.8297101449275363;0.17028985507246377;0.0;0.0;0.0;1.0
2.0;13.0;10.0;1.0;0.46835443037974683;173.0;89.0;0.7004048582995951;0.3603238866396761;1.9438202247191012;1.0;0.9375;0.9375;0.0;0.0;0.8405797101449275;0.15942028985507245;0.0;0.0;0.0;0.0
