Family;Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
2.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;18.0;21.0;1.0;1.0;1.0;1.0;1.2;1.4;0.9375;1.125;1.3125;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0
5.0;0.0;0.0;1.0;0.0;0.0;1.0;15.0;18.0;40.0;0.4411764705882353;0.4864864864864865;1.0;1.0;1.2;2.6666666666666665;0.9375;1.125;1.3125;0.0;0.0;0.0;0.8848484848484849;0.11515151515151516;0.0;0.0;0.0;1.0
2.0;0.0;1.0;1.0;0.0;0.9375;1.0;15.0;33.0;30.0;0.32608695652173914;0.673469387755102;0.6666666666666666;1.0;2.2;2.0;1.0;1.2;0.9333333333333333;0.0;0.0;1.0;0.8238636363636364;0.17613636363636365;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.75;0.75;1.0;18.0;21.0;25.0;0.72;0.75;0.8064516129032258;1.0;1.1666666666666667;1.3888888888888888;0.9375;1.125;1.3125;0.0;0.0;0.0;0.959349593495935;0.04065040650406504;0.0;0.0;0.0;1.0
3.0;0.0;1.0;0.0;0.0;1.0;0.05555555555555555;15.0;36.0;22.0;0.4411764705882353;0.972972972972973;0.55;1.0;2.4;1.4666666666666666;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9306569343065694;0.06934306569343066;0.0;0.0;0.0;2.0
1.0;0.0;1.0;1.0;0.0;0.8;1.0;15.0;28.0;41.0;0.29411764705882354;0.5833333333333334;0.7192982456140351;1.0;1.8666666666666667;2.7333333333333334;1.1538461538461537;0.9230769230769231;1.6153846153846154;0.0;1.0;0.0;0.7809798270893372;0.1037463976945245;0.11527377521613832;0.0;0.0;0.0
1.0;0.0;0.0;1.0;0.6666666666666666;0.7333333333333333;1.0;20.0;23.0;36.0;0.43478260869565216;0.4791666666666667;0.631578947368421;1.0;1.15;1.8;0.9090909090909091;1.0909090909090908;1.9090909090909092;1.0;1.0;0.0;0.8242074927953891;0.1037463976945245;0.07204610951008646;0.0;0.0;1.0
1.0;0.0;1.0;0.0;0.2777777777777778;1.0;0.5555555555555556;15.0;30.0;31.0;0.3488372093023256;0.6666666666666666;0.5740740740740741;1.0;2.0;2.066666666666667;0.9090909090909091;1.0909090909090908;1.9090909090909092;1.0;1.0;0.0;0.8935643564356436;0.08168316831683169;0.024752475247524754;0.0;0.0;0.0
4.0;1.0;1.0;0.0;0.8;1.0;0.4666666666666667;27.0;33.0;28.0;0.5510204081632653;0.6346153846153846;0.509090909090909;1.0;1.2222222222222223;1.037037037037037;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9022556390977443;0.08521303258145363;0.005012531328320802;0.007518796992481203;0.0;2.0
1.0;0.0;1.0;1.0;0.38461538461538464;0.5;1.0;20.0;25.0;47.0;0.3389830508474576;0.4098360655737705;0.6714285714285714;1.0;1.25;2.35;0.9090909090909091;1.0909090909090908;1.9090909090909092;1.0;1.0;0.0;0.8725490196078431;0.12009803921568628;0.0;0.007352941176470588;0.0;0.0
4.0;1.0;0.0;1.0;0.7391304347826086;0.43478260869565216;1.0;32.0;28.0;37.0;0.49230769230769234;0.4117647058823529;0.578125;1.1428571428571428;1.0;1.3214285714285714;1.0;1.2;0.9333333333333333;0.0;0.0;1.0;0.8037578288100209;0.10438413361169102;0.05219206680584551;0.0041753653444676405;0.03549060542797495;2.0
5.0;0.0;0.0;1.0;0.2;0.0;1.0;20.0;18.0;46.0;0.4444444444444444;0.375;0.9019607843137255;1.1111111111111112;1.0;2.5555555555555554;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9050279329608939;0.055865921787709494;0.0335195530726257;0.0;0.00558659217877095;1.0
