Family;Qsize_R6;Qsize_R7;Qsize_R8;Qsize_R9;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Cur_Charge_comparable_R8;Cur_Charge_comparable_R9;Exp_Charge__R6;Exp_Charge__R7;Exp_Charge__R8;Exp_Charge__R9;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_ChargeRates_R8;Exp_ChargeRates_R9;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Exp_Charge__comparable_R8;Exp_Charge__comparable_R9;Eff_Gross_R6;Eff_Gross_R7;Eff_Gross_R8;Eff_Gross_R9;predFamilies_R6;predFamilies_R7;predFamilies_R8;predFamilies_R9;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;16.0;17.0;1.0;1.0;1.0;1.0;1.0;1.0714285714285714;1.1428571428571428;1.2142857142857142;0.9333333333333333;1.0;1.0666666666666667;1.1333333333333333;0.0;0.0;0.0;0.0;0.8775510204081632;0.12244897959183673;0.0;0.0;0.0;1.0
3.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;22.0;16.0;17.0;0.6666666666666666;1.0;0.6956521739130435;0.7083333333333334;1.0;1.5714285714285714;1.1428571428571428;1.2142857142857142;0.9333333333333333;1.0;1.0666666666666667;1.1333333333333333;0.0;0.0;0.0;0.0;0.907608695652174;0.07336956521739131;0.019021739130434784;0.0;0.0;0.0
3.0;1.0;0.0;0.0;0.0;1.0;0.4166666666666667;0.0;0.0;16.0;20.0;16.0;17.0;0.7619047619047619;0.625;0.48484848484848486;0.5;1.0;1.25;1.0;1.0625;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.9069212410501193;0.05250596658711217;0.0405727923627685;0.0;0.0;0.0
2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;25.0;15.0;16.0;17.0;1.0;0.5769230769230769;0.5925925925925926;0.6071428571428571;1.6666666666666667;1.0;1.0666666666666667;1.1333333333333333;0.9333333333333333;1.0;1.0666666666666667;1.1333333333333333;0.0;0.0;0.0;0.0;0.883668903803132;0.09172259507829977;0.024608501118568233;0.0;0.0;2.0
4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;14.0;15.0;18.0;17.0;0.875;0.8823529411764706;1.0;0.8947368421052632;1.0;1.0714285714285714;1.2857142857142858;1.2142857142857142;0.9333333333333333;1.0;1.0666666666666667;1.1333333333333333;0.0;0.0;0.0;0.0;0.9117647058823529;0.07093425605536333;0.0034602076124567475;0.0017301038062283738;0.012110726643598616;1.0
5.0;0.0;1.0;0.0;0.0;0.0;1.0;0.07142857142857142;0.0;14.0;29.0;17.0;17.0;0.4827586206896552;0.9666666666666667;0.5483870967741935;0.53125;1.0;2.0714285714285716;1.2142857142857142;1.2142857142857142;0.9333333333333333;1.0;1.0666666666666667;1.1333333333333333;0.0;0.0;0.0;0.0;0.8808724832214765;0.08389261744966443;0.025167785234899327;0.0;0.010067114093959731;0.0
4.0;1.0;1.0;0.0;0.0;1.0;1.0;0.07142857142857142;0.0;28.0;19.0;17.0;17.0;0.6511627906976745;0.5588235294117647;0.37777777777777777;0.3695652173913043;1.6470588235294117;1.1176470588235294;1.0;1.0;2.3333333333333335;0.8333333333333334;2.6666666666666665;2.8333333333333335;0.0;1.0;0.0;0.0;0.860655737704918;0.08196721311475409;0.047540983606557376;0.0;0.009836065573770493;3.0
5.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.5714285714285714;0.0;1.0;8.0;19.0;16.0;24.0;0.42105263157894735;0.6333333333333333;0.5161290322580645;0.75;1.0;2.375;2.0;3.0;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.927536231884058;0.043478260869565216;0.021739130434782608;0.0;0.007246376811594203;1.0
4.0;0.0;1.0;0.0;0.0;0.0625;1.0;0.0;0.25;15.0;31.0;16.0;11.0;0.42857142857142855;0.8611111111111112;0.43243243243243246;0.39285714285714285;1.3636363636363635;2.8181818181818183;1.4545454545454546;1.0;1.75;1.875;2.0;0.875;0.0;0.0;0.0;1.0;0.9342105263157895;0.03216374269005848;0.03070175438596491;0.0;0.0029239766081871343;3.0
5.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.5454545454545454;4.0;16.0;16.0;23.0;0.19047619047619047;0.7272727272727273;0.48484848484848486;0.6764705882352942;1.0;4.0;4.0;5.75;0.8;1.0;3.2;3.4;1.0;1.0;0.0;0.0;0.9132791327913279;0.05962059620596206;0.023035230352303523;0.0040650406504065045;0.0;0.0
5.0;0.0;1.0;0.0;0.0;0.2222222222222222;1.0;0.0;0.4444444444444444;6.0;14.0;16.0;21.0;0.3157894736842105;0.7;0.5161290322580645;0.65625;1.0;2.3333333333333335;2.6666666666666665;3.5;0.8;1.0;3.2;3.4;1.0;1.0;0.0;0.0;0.9060402684563759;0.05100671140939597;0.020134228187919462;0.0013422818791946308;0.021476510067114093;0.0
5.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;4.0;5.0;16.0;17.0;1.0;1.0;1.0;1.0;1.0;1.25;4.0;4.25;0.8;1.0;3.2;3.4;1.0;1.0;0.0;0.0;0.9090909090909091;0.07002457002457002;0.0;0.006142506142506142;0.014742014742014743;1.0
1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;16.0;17.0;1.0;1.0;1.0;1.0;1.0;1.0714285714285714;1.1428571428571428;1.2142857142857142;0.9333333333333333;1.0;1.0666666666666667;1.1333333333333333;0.0;0.0;0.0;0.0;0.9043173862310385;0.08401400233372229;0.0;0.0;0.011668611435239206;0.0
