Family;Qsize_R6;Qsize_R7;Qsize_R8;Qsize_R9;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Cur_Charge_comparable_R8;Cur_Charge_comparable_R9;Exp_Charge__R6;Exp_Charge__R7;Exp_Charge__R8;Exp_Charge__R9;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_ChargeRates_R8;Exp_ChargeRates_R9;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Exp_Charge__comparable_R8;Exp_Charge__comparable_R9;Eff_Gross_R6;Eff_Gross_R7;Eff_Gross_R8;Eff_Gross_R9;predFamilies_R6;predFamilies_R7;predFamilies_R8;predFamilies_R9;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
5.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;16.0;17.0;1.0;1.0;1.0;1.0;1.0;1.0714285714285714;1.1428571428571428;1.2142857142857142;0.9333333333333333;1.0;1.0666666666666667;1.1333333333333333;0.0;0.0;0.0;0.0;0.3191489361702128;0.6808510638297872;0.0;0.0;0.0;1.0
2.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;27.0;16.0;17.0;0.5384615384615384;1.0;0.5714285714285714;0.5862068965517241;1.0;1.9285714285714286;1.1428571428571428;1.2142857142857142;0.9333333333333333;1.0;1.0666666666666667;1.1333333333333333;0.0;0.0;0.0;0.0;0.20454545454545456;0.5227272727272727;0.2727272727272727;0.0;0.0;0.0
2.0;1.0;1.0;0.0;0.0;1.0;0.8461538461538461;0.0;0.0;17.0;26.0;16.0;17.0;0.6071428571428571;0.6666666666666666;0.4;0.4146341463414634;1.0625;1.625;1.0;1.0625;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.11764705882352941;0.5294117647058824;0.35294117647058826;0.0;0.0;3.0
2.0;0.0;0.0;0.0;1.0;0.5;0.25;0.0;1.0;8.0;17.0;16.0;15.0;0.4444444444444444;0.5862068965517241;0.5333333333333333;0.7142857142857143;1.0;2.125;2.0;1.875;0.8;3.0;3.2;1.4;1.0;0.0;0.0;1.0;0.29069767441860467;0.5465116279069767;0.16279069767441862;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;17.0;15.0;16.0;20.0;0.85;0.7142857142857143;0.7272727272727273;0.8695652173913043;1.1333333333333333;1.0;1.0666666666666667;1.3333333333333333;0.9333333333333333;1.0;1.0666666666666667;1.1333333333333333;0.0;0.0;0.0;0.0;0.44871794871794873;0.4230769230769231;0.07692307692307693;0.05128205128205128;0.0;2.0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;14.0;15.0;12.0;17.0;0.7;0.7142857142857143;1.0;0.7391304347826086;1.1666666666666667;1.25;1.0;1.4166666666666667;2.0;2.142857142857143;0.8571428571428571;2.4285714285714284;0.0;0.0;1.0;0.0;0.21505376344086022;0.5591397849462365;0.06451612903225806;0.010752688172043012;0.15053763440860216;0.0
4.0;1.0;0.0;0.0;0.0;1.0;0.0;0.38461538461538464;0.0;27.0;15.0;21.0;17.0;0.84375;0.45454545454545453;0.6176470588235294;0.4857142857142857;1.8;1.0;1.4;1.1333333333333333;0.9333333333333333;1.0;1.0666666666666667;1.1333333333333333;0.0;0.0;0.0;0.0;0.18556701030927836;0.5051546391752577;0.18556701030927836;0.0;0.12371134020618557;3.0
5.0;0.0;0.0;0.0;1.0;0.5;0.0;0.0;1.0;18.0;5.0;16.0;25.0;0.6923076923076923;0.29411764705882354;0.5714285714285714;0.8620689655172413;3.6;1.0;3.2;5.0;2.3333333333333335;0.8333333333333334;2.6666666666666665;2.8333333333333335;0.0;1.0;0.0;0.0;0.4326923076923077;0.4423076923076923;0.11538461538461539;0.0;0.009615384615384616;1.0
4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;15.0;16.0;10.0;0.8235294117647058;0.8333333333333334;0.8421052631578947;1.0;1.4;1.5;1.6;1.0;1.75;1.875;2.0;0.875;0.0;0.0;0.0;1.0;0.4954954954954955;0.40540540540540543;0.02702702702702703;0.02702702702702703;0.04504504504504504;3.0
5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;14.0;5.0;16.0;27.0;0.5833333333333334;0.3333333333333333;0.6153846153846154;1.0;2.8;1.0;3.2;5.4;2.3333333333333335;0.8333333333333334;2.6666666666666665;2.8333333333333335;0.0;1.0;0.0;0.0;0.4661016949152542;0.3813559322033898;0.0847457627118644;0.025423728813559324;0.0423728813559322;0.0
