Family;Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
5.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;18.0;21.0;1.0;1.0;1.0;1.0;1.2;1.4;0.9375;1.125;1.3125;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
4.0;0.0;1.0;0.0;0.0;1.0;0.0;15.0;36.0;21.0;0.45454545454545453;1.0;0.5384615384615384;1.0;2.4;1.4;0.9375;1.125;1.3125;0.0;0.0;0.0;0.8217821782178217;0.1782178217821782;0.0;0.0;0.0;0.0
3.0;0.0;0.0;0.0;0.0;1.0;0.0;15.0;21.0;21.0;0.8333333333333334;1.0;0.875;1.0;1.4;1.4;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9741379310344828;0.02586206896551724;0.0;0.0;0.0;1.0
1.0;0.0;1.0;0.0;0.0;1.0;0.0;15.0;39.0;21.0;0.4166666666666667;1.0;0.5;1.0;2.6;1.4;0.9375;1.125;1.3125;0.0;0.0;0.0;0.8432835820895522;0.15671641791044777;0.0;0.0;0.0;0.0
1.0;0.0;1.0;0.0;0.625;1.0;0.0;20.0;34.0;21.0;0.5555555555555556;0.7727272727272727;0.44680851063829785;1.0;1.7;1.05;0.9090909090909091;1.6363636363636365;1.9090909090909092;1.0;0.0;0.0;0.6776315789473685;0.17105263157894737;0.1513157894736842;0.0;0.0;2.0
1.0;0.0;0.0;1.0;0.3125;0.6875;1.0;15.0;29.0;30.0;0.35714285714285715;0.58;0.6521739130434783;1.0;1.9333333333333333;2.0;0.9090909090909091;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.7151898734177216;0.20253164556962025;0.08227848101265822;0.0;0.0;2.0
2.0;0.0;0.0;1.0;0.0;0.24;1.0;15.0;24.0;46.0;0.32608695652173914;0.4897959183673469;0.8846153846153846;1.0;1.6;3.066666666666667;0.9375;1.125;1.3125;0.0;0.0;0.0;0.7304964539007093;0.2198581560283688;0.028368794326241134;0.02127659574468085;0.0;1.0
1.0;0.0;1.0;1.0;0.0;0.96;1.0;10.0;42.0;39.0;0.1694915254237288;0.6268656716417911;0.6190476190476191;1.0;4.2;3.9;0.9090909090909091;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.6477987421383647;0.3081761006289308;0.025157232704402517;0.018867924528301886;0.0;0.0
1.0;0.0;1.0;1.0;0.25;0.95;1.0;15.0;37.0;34.0;0.2777777777777778;0.5967741935483871;0.5862068965517241;1.0;2.466666666666667;2.2666666666666666;0.9090909090909091;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.6242774566473989;0.2543352601156069;0.057803468208092484;0.017341040462427744;0.046242774566473986;0.0
1.0;0.0;1.0;1.0;0.6666666666666666;0.9333333333333333;1.0;20.0;32.0;29.0;0.40816326530612246;0.5614035087719298;0.5471698113207547;1.0;1.6;1.45;0.9090909090909091;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.6242774566473989;0.2254335260115607;0.08670520231213873;0.0;0.06358381502890173;0.0
4.0;1.0;0.0;0.0;1.0;0.6;0.6666666666666666;30.0;27.0;31.0;0.6122448979591837;0.5192307692307693;0.5636363636363636;1.1111111111111112;1.0;1.1481481481481481;0.9375;1.125;1.3125;0.0;0.0;0.0;0.6358024691358025;0.20987654320987653;0.13580246913580246;0.0;0.018518518518518517;1.0
1.0;1.0;1.0;0.0;0.5555555555555556;1.0;0.37037037037037035;25.0;45.0;24.0;0.4032258064516129;0.6428571428571429;0.36363636363636365;1.0416666666666667;1.875;1.0;0.9090909090909091;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.5722222222222222;0.28888888888888886;0.12222222222222222;0.0;0.016666666666666666;0.0
1.0;1.0;1.0;0.0;0.9090909090909091;1.0;0.22727272727272727;30.0;40.0;19.0;0.5263157894736842;0.6153846153846154;0.3114754098360656;1.5789473684210527;2.1052631578947367;1.0;0.9090909090909091;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.7014218009478673;0.22274881516587677;0.03317535545023697;0.0;0.04265402843601896;2.0
5.0;0.0;0.0;0.0;0.8333333333333334;1.0;0.75;25.0;30.0;30.0;0.5434782608695652;0.6122448979591837;0.5769230769230769;1.0;1.2;1.2;0.9375;1.125;1.3125;0.0;0.0;0.0;0.75;0.12704918032786885;0.04918032786885246;0.012295081967213115;0.06147540983606557;2.0
3.0;0.0;0.0;1.0;0.2;0.28;1.0;20.0;25.0;46.0;0.38461538461538464;0.45454545454545453;0.7931034482758621;1.0;1.25;2.3;0.9375;1.125;1.3125;0.0;0.0;0.0;0.7689243027888446;0.14741035856573706;0.01195219123505976;0.01195219123505976;0.05976095617529881;0.0
3.0;1.0;0.0;1.0;0.75;0.1;1.0;25.0;20.0;41.0;0.5319148936170213;0.36363636363636365;0.7068965517241379;1.25;1.0;2.05;0.9090909090909091;1.6363636363636365;1.9090909090909092;1.0;0.0;0.0;0.7593360995850622;0.15352697095435686;0.016597510373443983;0.008298755186721992;0.06224066390041494;0.0
3.0;1.0;0.0;1.0;1.0;0.0;0.75;30.0;18.0;36.0;0.6666666666666666;0.33962264150943394;0.6428571428571429;1.6666666666666667;1.0;2.0;0.9090909090909091;1.6363636363636365;1.9090909090909092;1.0;0.0;0.0;0.7258687258687259;0.13513513513513514;0.0694980694980695;0.011583011583011582;0.05791505791505792;1.0
5.0;0.0;0.0;0.0;1.0;0.8;0.5;25.0;26.0;19.0;0.6578947368421053;0.6341463414634146;0.5135135135135135;1.3157894736842106;1.368421052631579;1.0;1.0;1.2;0.9333333333333333;0.0;0.0;1.0;0.8729508196721312;0.0942622950819672;0.01639344262295082;0.0;0.01639344262295082;2.0
2.0;0.0;0.0;0.0;0.35714285714285715;0.21428571428571427;1.0;20.0;21.0;35.0;0.5405405405405406;0.525;0.813953488372093;1.0;1.05;1.75;0.9375;1.125;1.3125;0.0;0.0;0.0;0.8726591760299626;0.08239700374531835;0.033707865168539325;0.011235955056179775;0.0;1.0
5.0;0.0;1.0;0.0;0.23809523809523808;1.0;0.6666666666666666;20.0;39.0;28.0;0.36363636363636365;0.6724137931034483;0.5185185185185185;1.0;1.95;1.4;1.0;1.2;0.9333333333333333;0.0;0.0;1.0;0.8175438596491228;0.14035087719298245;0.031578947368421054;0.010526315789473684;0.0;2.0
3.0;0.0;0.0;0.0;0.0;0.46153846153846156;1.0;10.0;24.0;34.0;0.3448275862068966;0.6486486486486487;0.85;1.0;2.4;3.4;0.9090909090909091;1.6363636363636365;1.9090909090909092;1.0;0.0;0.0;0.8411552346570397;0.06859205776173286;0.036101083032490974;0.007220216606498195;0.04693140794223827;0.0
2.0;1.0;0.0;0.0;1.0;0.4;0.8666666666666667;30.0;18.0;34.0;0.6122448979591837;0.391304347826087;0.6181818181818182;1.6666666666666667;1.0;1.8888888888888888;1.1538461538461537;0.9230769230769231;1.6153846153846154;0.0;1.0;0.0;0.797945205479452;0.11643835616438356;0.03424657534246575;0.00684931506849315;0.04452054794520548;1.0
3.0;0.0;1.0;0.0;0.38461538461538464;1.0;0.6153846153846154;15.0;31.0;29.0;0.4166666666666667;0.7045454545454546;0.6170212765957447;1.0;2.066666666666667;1.9333333333333333;0.9090909090909091;1.6363636363636365;1.9090909090909092;1.0;0.0;0.0;0.8717948717948718;0.09523809523809523;0.0;0.0;0.03296703296703297;0.0
1.0;0.0;0.0;0.0;1.0;0.6;0.0;20.0;21.0;21.0;0.8695652173913043;0.8076923076923077;0.7241379310344828;1.0;1.05;1.05;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9101123595505618;0.0299625468164794;0.04119850187265917;0.0;0.018726591760299626;1.0
4.0;0.0;1.0;0.0;0.0;1.0;0.0;15.0;34.0;21.0;0.4838709677419355;1.0;0.5675675675675675;1.0;2.2666666666666666;1.4;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9083969465648855;0.061068702290076333;0.015267175572519083;0.015267175572519083;0.0;2.0
1.0;0.0;1.0;1.0;0.0;0.7619047619047619;1.0;15.0;28.0;42.0;0.28846153846153844;0.5714285714285714;0.7241379310344828;1.0;1.8666666666666667;2.8;1.1538461538461537;0.9230769230769231;1.6153846153846154;0.0;1.0;0.0;0.8409893992932862;0.13074204946996468;0.014134275618374558;0.014134275618374558;0.0;0.0
