Family;Qsize_R6;Qsize_R7;Qsize_R8;Qsize_R9;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Cur_Charge_comparable_R8;Cur_Charge_comparable_R9;Exp_Charge__R6;Exp_Charge__R7;Exp_Charge__R8;Exp_Charge__R9;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_ChargeRates_R8;Exp_ChargeRates_R9;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Exp_Charge__comparable_R8;Exp_Charge__comparable_R9;Eff_Gross_R6;Eff_Gross_R7;Eff_Gross_R8;Eff_Gross_R9;predFamilies_R6;predFamilies_R7;predFamilies_R8;predFamilies_R9;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
5.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;16.0;17.0;1.0;1.0;1.0;1.0;1.0;1.0714285714285714;1.1428571428571428;1.2142857142857142;0.9333333333333333;1.0;1.0666666666666667;1.1333333333333333;0.0;0.0;0.0;0.0;0.4691358024691358;0.5308641975308642;0.0;0.0;0.0;0.0
5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;8.0;15.0;16.0;17.0;1.0;0.7894736842105263;0.8;0.8095238095238095;1.0;1.875;2.0;2.125;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.42857142857142855;0.5357142857142857;0.03571428571428571;0.0;0.0;0.0
2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;21.0;15.0;16.0;17.0;1.0;0.6818181818181818;0.6956521739130435;0.7083333333333334;1.4;1.0;1.0666666666666667;1.1333333333333333;0.9333333333333333;1.0;1.0666666666666667;1.1333333333333333;0.0;0.0;0.0;0.0;0.488;0.456;0.056;0.0;0.0;1.0
2.0;1.0;1.0;0.0;0.0;0.38461538461538464;1.0;0.0;0.0;19.0;18.0;16.0;17.0;0.59375;0.782608695652174;0.47058823529411764;0.4857142857142857;1.1875;1.125;1.0;1.0625;2.3333333333333335;0.8333333333333334;2.6666666666666665;2.8333333333333335;0.0;1.0;0.0;0.0;0.4523809523809524;0.40476190476190477;0.14285714285714285;0.0;0.0;2.0
2.0;0.0;0.0;0.0;0.0;0.0;0.25;1.0;0.0;14.0;6.0;10.0;17.0;0.7368421052631579;0.6;0.9090909090909091;0.7727272727272727;2.3333333333333335;1.0;1.6666666666666667;2.8333333333333335;2.3333333333333335;0.8333333333333334;1.0;2.8333333333333335;0.0;1.0;1.0;0.0;0.5086705202312138;0.4046242774566474;0.028901734104046242;0.0;0.057803468208092484;1.0
2.0;0.0;1.0;0.0;0.0;0.0;1.0;0.6666666666666666;0.0;14.0;11.0;10.0;17.0;0.5833333333333334;0.7333333333333333;0.625;0.6296296296296297;1.4;1.1;1.0;1.7;2.3333333333333335;0.8333333333333334;1.0;2.8333333333333335;0.0;1.0;1.0;0.0;0.4943820224719101;0.39325842696629215;0.056179775280898875;0.0;0.056179775280898875;2.0
2.0;0.0;1.0;1.0;0.0;0.0;0.6;1.0;0.0;14.0;11.0;16.0;17.0;0.4666666666666667;0.5238095238095238;0.7272727272727273;0.5151515151515151;1.2727272727272727;1.0;1.4545454545454546;1.5454545454545454;2.3333333333333335;0.8333333333333334;1.0;2.8333333333333335;0.0;1.0;1.0;0.0;0.4782608695652174;0.3804347826086957;0.08695652173913043;0.0;0.05434782608695652;2.0
2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;14.0;5.0;12.0;17.0;0.7;0.45454545454545453;1.0;0.7391304347826086;2.8;1.0;2.4;3.4;2.3333333333333335;0.8333333333333334;1.0;2.8333333333333335;0.0;1.0;1.0;0.0;0.4835164835164835;0.4010989010989011;0.03296703296703297;0.01098901098901099;0.07142857142857142;1.0
4.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;16.0;17.0;1.0;1.0;1.0;1.0;1.0;1.0714285714285714;1.1428571428571428;1.2142857142857142;0.9333333333333333;1.0;1.0666666666666667;1.1333333333333333;0.0;0.0;0.0;0.0;0.609271523178808;0.32450331125827814;0.0;0.019867549668874173;0.046357615894039736;0.0
2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;26.0;5.0;6.0;17.0;1.0;0.29411764705882354;0.3333333333333333;0.5862068965517241;5.2;1.0;1.2;3.4;2.3333333333333335;0.8333333333333334;1.0;2.8333333333333335;0.0;1.0;1.0;0.0;0.5238095238095238;0.3630952380952381;0.07142857142857142;0.0;0.041666666666666664;1.0
