Family;Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
1.0;0.0;0.0;1.0;1.0;15.0;15.0;1.0;1.0;1.0;1.0;0.9375;0.9375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.0;1.0;0.0;1.0;0.0;30.0;15.0;1.0;0.5;2.0;1.0;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4.0;2.0;0.0;1.0;0.0;44.0;15.0;1.0;0.3409090909090909;2.933333333333333;1.0;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
4.0;2.0;1.0;1.0;0.5;43.0;19.0;0.7543859649122807;0.40425531914893614;2.263157894736842;1.0;2.5;0.8333333333333334;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0
3.0;1.0;0.0;1.0;0.35714285714285715;19.0;20.0;0.7916666666666666;0.5882352941176471;1.0;1.0526315789473684;0.8333333333333334;2.5;1.0;0.0;0.5757575757575758;0.42424242424242425;0.0;0.0;0.0;0.0
5.0;2.0;0.0;1.0;0.2631578947368421;34.0;20.0;0.8717948717948718;0.5128205128205128;1.7;1.0;0.9375;0.9375;0.0;0.0;0.631578947368421;0.3684210526315789;0.0;0.0;0.0;1.0
2.0;0.0;0.0;0.8;1.0;19.0;20.0;0.7916666666666666;0.8333333333333334;1.0;1.0526315789473684;0.9375;0.9375;0.0;0.0;0.17307692307692307;0.5384615384615384;0.28846153846153844;0.0;0.0;1.0
3.0;0.0;1.0;0.2;1.0;9.0;35.0;0.3103448275862069;0.8974358974358975;1.0;3.888888888888889;0.8333333333333334;2.5;1.0;0.0;0.3582089552238806;0.417910447761194;0.22388059701492538;0.0;0.0;0.0
1.0;1.0;1.0;0.3888888888888889;1.0;22.0;33.0;0.55;0.825;1.0;1.5;0.9375;0.9375;0.0;0.0;0.4166666666666667;0.36666666666666664;0.21666666666666667;0.0;0.0;1.0
3.0;1.0;2.0;0.1875;1.0;11.0;47.0;0.2558139534883721;0.8867924528301887;1.0;4.2727272727272725;0.8333333333333334;2.5;1.0;0.0;0.5507246376811594;0.2753623188405797;0.17391304347826086;0.0;0.0;0.0
1.0;1.0;2.0;0.2222222222222222;1.0;21.0;32.0;0.4375;0.8421052631578947;1.0;1.5238095238095237;2.5;0.8333333333333334;0.0;1.0;0.3548387096774194;0.4731182795698925;0.17204301075268819;0.0;0.0;1.0
1.0;1.0;3.0;0.1875;1.0;21.0;37.0;0.39622641509433965;0.8604651162790697;1.0;1.7619047619047619;2.5;0.8333333333333334;0.0;1.0;0.3877551020408163;0.4489795918367347;0.16326530612244897;0.0;0.0;1.0
4.0;0.0;4.0;0.1388888888888889;1.0;20.0;51.0;0.35714285714285715;0.9107142857142857;1.0;2.55;0.9375;0.9375;0.0;0.0;0.4270833333333333;0.4270833333333333;0.14583333333333334;0.0;0.0;0.0
4.0;1.0;4.0;0.5428571428571428;1.0;24.0;50.0;0.4067796610169492;0.7246376811594203;1.0;2.0833333333333335;0.8333333333333334;2.5;1.0;0.0;0.47368421052631576;0.42105263157894735;0.10526315789473684;0.0;0.0;0.0
1.0;2.0;4.0;0.6764705882352942;1.0;38.0;39.0;0.5277777777777778;0.6290322580645161;1.0;1.0263157894736843;2.5;0.8333333333333334;0.0;1.0;0.5089285714285714;0.4017857142857143;0.08928571428571429;0.0;0.0;1.0
4.0;2.0;5.0;0.5789473684210527;1.0;27.0;53.0;0.4153846153846154;0.7066666666666667;1.0;1.962962962962963;0.8333333333333334;2.5;1.0;0.0;0.5263157894736842;0.3684210526315789;0.10526315789473684;0.0;0.0;0.0
1.0;3.0;5.0;0.6944444444444444;1.0;40.0;41.0;0.5263157894736842;0.6212121212121212;1.0;1.025;2.5;0.8333333333333334;0.0;1.0;0.580952380952381;0.34285714285714286;0.0761904761904762;0.0;0.0;1.0
2.0;3.0;6.0;0.6097560975609756;1.0;40.0;56.0;0.49382716049382713;0.691358024691358;1.0;1.4;0.9375;0.9375;0.0;0.0;0.6;0.32727272727272727;0.07272727272727272;0.0;0.0;0.0
3.0;4.0;5.0;0.972972972972973;1.0;51.0;52.0;0.5795454545454546;0.5909090909090909;1.0;1.0196078431372548;0.9375;0.9375;0.0;0.0;0.584;0.272;0.112;0.032;0.0;0.0
1.0;5.0;5.0;1.0;0.7142857142857143;64.0;40.0;0.6464646464646465;0.449438202247191;1.6;1.0;2.5;0.8333333333333334;0.0;1.0;0.6363636363636364;0.21212121212121213;0.07575757575757576;0.007575757575757576;0.06818181818181818;1.0
2.0;4.0;6.0;1.0;0.8;60.0;51.0;0.625;0.53125;1.1764705882352942;1.0;0.9375;0.9375;0.0;0.0;0.5869565217391305;0.2463768115942029;0.07246376811594203;0.007246376811594203;0.08695652173913043;1.0
3.0;4.0;7.0;0.88;1.0;49.0;65.0;0.494949494949495;0.5963302752293578;1.0;1.3265306122448979;0.8333333333333334;2.5;1.0;0.0;0.6308724832214765;0.2080536912751678;0.09395973154362416;0.0;0.06711409395973154;0.0
2.0;5.0;7.0;0.9791666666666666;1.0;62.0;53.0;0.5636363636363636;0.53;1.169811320754717;1.0;2.5;0.8333333333333334;0.0;1.0;0.6597222222222222;0.1736111111111111;0.08333333333333333;0.0;0.08333333333333333;1.0
2.0;5.0;8.0;0.8867924528301887;1.0;62.0;58.0;0.5391304347826087;0.5523809523809524;1.0689655172413792;1.0;2.5;0.8333333333333334;0.0;1.0;0.6711409395973155;0.16778523489932887;0.08053691275167785;0.0;0.08053691275167785;1.0
4.0;5.0;9.0;0.8070175438596491;1.0;61.0;72.0;0.5169491525423728;0.6101694915254238;1.0;1.180327868852459;0.9375;0.9375;0.0;0.0;0.7054794520547946;0.1506849315068493;0.07534246575342465;0.0;0.0684931506849315;0.0
2.0;5.0;8.0;1.0;0.9298245614035088;72.0;58.0;0.576;0.5043478260869565;1.2413793103448276;1.0;2.5;0.8333333333333334;0.0;1.0;0.7432432432432432;0.16891891891891891;0.0472972972972973;0.006756756756756757;0.033783783783783786;1.0
2.0;4.0;9.0;0.9821428571428571;1.0;70.0;61.0;0.5555555555555556;0.5258620689655172;1.1475409836065573;1.0;2.5;0.8333333333333334;0.0;1.0;0.676829268292683;0.12804878048780488;0.12195121951219512;0.0;0.07317073170731707;1.0
2.0;4.0;10.0;0.9016393442622951;1.0;70.0;66.0;0.5343511450381679;0.5454545454545454;1.0606060606060606;1.0;2.5;0.8333333333333334;0.0;1.0;0.6863905325443787;0.1242603550295858;0.11834319526627218;0.0;0.07100591715976332;1.0
3.0;4.0;10.0;0.828125;1.0;68.0;79.0;0.5151515151515151;0.5984848484848485;1.0;1.161764705882353;0.9375;0.9375;0.0;0.0;0.6;0.24102564102564103;0.1076923076923077;0.010256410256410256;0.041025641025641026;0.0
1.0;5.0;10.0;1.0;0.9411764705882353;83.0;79.0;0.564625850340136;0.5374149659863946;1.0506329113924051;1.0;0.9375;0.9375;0.0;0.0;0.6285714285714286;0.22380952380952382;0.1;0.009523809523809525;0.0380952380952381;0.0
2.0;6.0;9.0;1.0;0.7564102564102564;93.0;64.0;0.6118421052631579;0.4507042253521127;1.453125;1.0;2.5;0.8333333333333334;0.0;1.0;0.5854700854700855;0.2564102564102564;0.1111111111111111;0.008547008547008548;0.038461538461538464;1.0
4.0;6.0;10.0;1.0;0.8181818181818182;92.0;78.0;0.5935483870967742;0.5032258064516129;1.1794871794871795;1.0;0.9375;0.9375;0.0;0.0;0.611353711790393;0.24890829694323144;0.10480349344978165;0.004366812227074236;0.03056768558951965;1.0
1.0;5.0;9.0;0.9852941176470589;1.0;72.0;83.0;0.5142857142857142;0.5533333333333333;1.0;1.1527777777777777;0.8333333333333334;2.5;1.0;0.0;0.6852791878172588;0.26903553299492383;0.04060913705583756;0.005076142131979695;0.0;0.0
3.0;6.0;9.0;1.0;0.9444444444444444;87.0;83.0;0.5612903225806452;0.535483870967742;1.0481927710843373;1.0;0.9375;0.9375;0.0;0.0;0.693069306930693;0.2623762376237624;0.039603960396039604;0.0049504950495049506;0.0;1.0
3.0;6.0;10.0;0.8641975308641975;1.0;85.0;86.0;0.5120481927710844;0.5512820512820513;1.0;1.011764705882353;2.5;0.8333333333333334;0.0;1.0;0.7023255813953488;0.2186046511627907;0.023255813953488372;0.013953488372093023;0.04186046511627907;1.0
3.0;6.0;11.0;0.813953488372093;1.0;85.0;91.0;0.49707602339181284;0.5652173913043478;1.0;1.0705882352941176;2.5;0.8333333333333334;0.0;1.0;0.7090909090909091;0.21363636363636362;0.022727272727272728;0.013636363636363636;0.04090909090909091;1.0
1.0;6.0;11.0;0.7529411764705882;1.0;69.0;100.0;0.44805194805194803;0.6097560975609756;1.0;1.4492753623188406;0.8333333333333334;2.5;1.0;0.0;0.6234309623430963;0.23430962343096234;0.08786610878661087;0.012552301255230125;0.04184100418410042;0.0
5.0;5.0;11.0;0.7894736842105263;1.0;75.0;91.0;0.4966887417218543;0.6026490066225165;1.0;1.2133333333333334;0.9375;0.9375;0.0;0.0;0.68;0.205;0.025;0.0;0.09;0.0
5.0;6.0;10.0;0.9866666666666667;1.0;79.0;90.0;0.512987012987013;0.5487804878048781;1.0;1.139240506329114;0.8333333333333334;2.5;1.0;0.0;0.645021645021645;0.2554112554112554;0.030303030303030304;0.0;0.06926406926406926;0.0
3.0;7.0;9.0;1.0;0.9444444444444444;87.0;73.0;0.5612903225806452;0.503448275862069;1.1917808219178083;1.0;2.5;0.8333333333333334;0.0;1.0;0.6334841628959276;0.28054298642533937;0.05429864253393665;0.004524886877828055;0.027149321266968326;1.0
2.0;7.0;10.0;0.9861111111111112;1.0;86.0;87.0;0.5443037974683544;0.5506329113924051;1.0;1.0116279069767442;0.9375;0.9375;0.0;0.0;0.6441441441441441;0.26576576576576577;0.04504504504504504;0.0;0.04504504504504504;1.0
2.0;7.0;11.0;0.813953488372093;1.0;85.0;91.0;0.49707602339181284;0.5652173913043478;1.0;1.0705882352941176;2.5;0.8333333333333334;0.0;1.0;0.6724137931034483;0.2413793103448276;0.034482758620689655;0.0;0.05172413793103448;1.0
5.0;6.0;11.0;0.7558139534883721;1.0;70.0;101.0;0.44871794871794873;0.608433734939759;1.0;1.4428571428571428;0.8333333333333334;2.5;1.0;0.0;0.6741071428571429;0.26339285714285715;0.03125;0.0;0.03125;0.0
4.0;7.0;9.0;0.7948717948717948;1.0;77.0;93.0;0.4967741935483871;0.6;1.0;1.2077922077922079;0.9375;0.9375;0.0;0.0;0.5809128630705395;0.3153526970954357;0.0912863070539419;0.0;0.012448132780082987;0.0
1.0;8.0;8.0;0.9863013698630136;1.0;87.0;88.0;0.54375;0.55;1.0;1.0114942528735633;0.9375;0.9375;0.0;0.0;0.614406779661017;0.3008474576271186;0.07627118644067797;0.0;0.00847457627118644;1.0
3.0;7.0;8.0;0.7866666666666666;1.0;74.0;90.0;0.4966442953020134;0.6040268456375839;1.0;1.2162162162162162;0.9375;0.9375;0.0;0.0;0.6118721461187214;0.3150684931506849;0.0136986301369863;0.0182648401826484;0.0410958904109589;1.0
3.0;7.0;9.0;0.651685393258427;1.0;73.0;94.0;0.4506172839506173;0.618421052631579;1.0;1.2876712328767124;2.5;0.8333333333333334;0.0;1.0;0.6533333333333333;0.29333333333333333;0.008888888888888889;0.008888888888888889;0.035555555555555556;1.0
3.0;7.0;10.0;0.6129032258064516;1.0;72.0;98.0;0.43636363636363634;0.632258064516129;1.0;1.3611111111111112;2.5;0.8333333333333334;0.0;1.0;0.6493506493506493;0.2727272727272727;0.004329004329004329;0.004329004329004329;0.06926406926406926;1.0
4.0;6.0;10.0;0.5684210526315789;1.0;59.0;110.0;0.38311688311688313;0.6707317073170732;1.0;1.8644067796610169;0.8333333333333334;2.5;1.0;0.0;0.6535087719298246;0.23684210526315788;0.03070175438596491;0.008771929824561403;0.07017543859649122;0.0
5.0;7.0;10.0;0.6210526315789474;1.0;74.0;110.0;0.4378698224852071;0.650887573964497;1.0;1.4864864864864864;0.9375;0.9375;0.0;0.0;0.6609442060085837;0.2317596566523605;0.030042918454935622;0.008583690987124463;0.06866952789699571;1.0
4.0;6.0;11.0;0.5188679245283019;1.0;60.0;121.0;0.3614457831325301;0.6875;1.0;2.0166666666666666;0.8333333333333334;2.5;1.0;0.0;0.7318181818181818;0.19090909090909092;0.013636363636363636;0.00909090909090909;0.05454545454545454;0.0
5.0;6.0;11.0;0.54;1.0;69.0;105.0;0.40828402366863903;0.660377358490566;1.0;1.5217391304347827;2.5;0.8333333333333334;0.0;1.0;0.6470588235294118;0.2857142857142857;0.037815126050420166;0.004201680672268907;0.025210084033613446;1.0
4.0;6.0;12.0;0.49504950495049505;1.0;55.0;116.0;0.3525641025641026;0.6987951807228916;1.0;2.109090909090909;0.8333333333333334;2.5;1.0;0.0;0.6508620689655172;0.2413793103448276;0.06896551724137931;0.0;0.03879310344827586;0.0
3.0;7.0;11.0;0.5257731958762887;1.0;66.0;112.0;0.4049079754601227;0.6871165644171779;1.0;1.696969696969697;0.9375;0.9375;0.0;0.0;0.6883720930232559;0.26046511627906976;0.037209302325581395;0.0;0.013953488372093023;1.0
5.0;6.0;10.0;0.4077669902912621;1.0;57.0;118.0;0.35625;0.7375;1.0;2.0701754385964914;0.9375;0.9375;0.0;0.0;0.7213930348258707;0.2537313432835821;0.009950248756218905;0.014925373134328358;0.0;1.0
4.0;5.0;10.0;0.32142857142857145;1.0;41.0;127.0;0.2679738562091503;0.7791411042944786;1.0;3.097560975609756;0.8333333333333334;2.5;1.0;0.0;0.6462882096069869;0.28820960698689957;0.039301310043668124;0.0;0.026200873362445413;0.0
1.0;5.0;10.0;0.36036036036036034;1.0;55.0;126.0;0.3313253012048193;0.7590361445783133;1.0;2.290909090909091;0.9375;0.9375;0.0;0.0;0.6398305084745762;0.2669491525423729;0.03389830508474576;0.0;0.059322033898305086;1.0
4.0;5.0;11.0;0.312;1.0;44.0;140.0;0.2603550295857988;0.7821229050279329;1.0;3.1818181818181817;0.8333333333333334;2.5;1.0;0.0;0.6165413533834586;0.2932330827067669;0.045112781954887216;0.0;0.045112781954887216;0.0
2.0;6.0;11.0;0.3467741935483871;1.0;58.0;139.0;0.31868131868131866;0.7637362637362637;1.0;2.396551724137931;0.9375;0.9375;0.0;0.0;0.6139705882352942;0.3125;0.03676470588235294;0.0;0.03676470588235294;1.0
4.0;6.0;12.0;0.29411764705882354;1.0;45.0;151.0;0.24861878453038674;0.7905759162303665;1.0;3.3555555555555556;0.8333333333333334;2.5;1.0;0.0;0.676923076923077;0.2923076923076923;0.015384615384615385;0.0;0.015384615384615385;0.0
2.0;7.0;12.0;0.3157894736842105;1.0;57.0;138.0;0.3;0.7666666666666667;1.0;2.4210526315789473;2.5;0.8333333333333334;0.0;1.0;0.6679389312977099;0.3015267175572519;0.019083969465648856;0.007633587786259542;0.003816793893129771;1.0
4.0;7.0;13.0;0.29411764705882354;1.0;45.0;151.0;0.24861878453038674;0.7905759162303665;1.0;3.3555555555555556;0.8333333333333334;2.5;1.0;0.0;0.6929133858267716;0.2874015748031496;0.011811023622047244;0.007874015748031496;0.0;0.0
2.0;8.0;12.0;0.32592592592592595;1.0;59.0;140.0;0.30412371134020616;0.7608695652173914;1.0;2.3728813559322033;2.5;0.8333333333333334;0.0;1.0;0.6532846715328468;0.25547445255474455;0.05474452554744526;0.0036496350364963502;0.032846715328467155;1.0
2.0;8.0;13.0;0.29927007299270075;1.0;56.0;142.0;0.29015544041450775;0.7759562841530054;1.0;2.5357142857142856;2.5;0.8333333333333334;0.0;1.0;0.6691729323308271;0.22932330827067668;0.03759398496240601;0.011278195488721804;0.05263157894736842;1.0
2.0;7.0;13.0;0.2785714285714286;1.0;54.0;145.0;0.27835051546391754;0.7880434782608695;1.0;2.685185185185185;2.5;0.8333333333333334;0.0;1.0;0.7075098814229249;0.21739130434782608;0.03162055335968379;0.003952569169960474;0.039525691699604744;1.0
4.0;7.0;14.0;0.2689655172413793;1.0;44.0;160.0;0.2328042328042328;0.8040201005025126;1.0;3.6363636363636362;0.8333333333333334;2.5;1.0;0.0;0.7131782945736435;0.2131782945736434;0.031007751937984496;0.003875968992248062;0.03875968992248062;0.0
