Family;Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
5.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;18.0;21.0;1.0;1.0;1.0;1.0;1.2;1.4;0.9375;1.125;1.3125;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
4.0;0.0;0.0;0.0;1.0;0.0;0.0;22.0;18.0;21.0;1.0;0.72;0.75;1.2222222222222223;1.0;1.1666666666666667;0.9375;1.125;1.3125;0.0;0.0;0.0;0.8870967741935484;0.11290322580645161;0.0;0.0;0.0;2.0
2.0;0.0;0.0;0.0;0.0;0.0;1.0;15.0;18.0;35.0;0.5172413793103449;0.5625;1.0;1.0;1.2;2.3333333333333335;0.9375;1.125;1.3125;0.0;0.0;0.0;0.86;0.14;0.0;0.0;0.0;0.0
2.0;0.0;0.0;0.0;1.0;0.0;0.9;20.0;18.0;30.0;0.6896551724137931;0.4864864864864865;0.75;1.1111111111111112;1.0;1.6666666666666667;0.9090909090909091;1.6363636363636365;1.9090909090909092;1.0;0.0;0.0;0.7431192660550459;0.1743119266055046;0.08256880733944955;0.0;0.0;0.0
1.0;1.0;0.0;0.0;1.0;0.0;0.35294117647058826;32.0;18.0;27.0;0.8421052631578947;0.43902439024390244;0.6136363636363636;1.7777777777777777;1.0;1.5;0.9375;1.125;1.3125;0.0;0.0;0.0;0.7661290322580645;0.18548387096774194;0.04838709677419355;0.0;0.0;1.0
1.0;1.0;1.0;0.0;0.9230769230769231;1.0;0.07692307692307693;27.0;25.0;22.0;0.6585365853658537;0.6578947368421053;0.46808510638297873;1.2272727272727273;1.1363636363636365;1.0;1.1538461538461537;0.9230769230769231;1.6153846153846154;0.0;1.0;0.0;0.8223684210526315;0.17105263157894737;0.006578947368421052;0.0;0.0;2.0
1.0;0.0;0.0;1.0;0.4117647058823529;0.47058823529411764;1.0;22.0;20.0;31.0;0.46808510638297873;0.45454545454545453;0.6739130434782609;1.1;1.0;1.55;1.1538461538461537;0.9230769230769231;1.0769230769230769;0.0;1.0;1.0;0.717948717948718;0.1641025641025641;0.11794871794871795;0.0;0.0;1.0
3.0;0.0;1.0;1.0;0.2777777777777778;1.0;0.8333333333333334;20.0;36.0;36.0;0.37735849056603776;0.6428571428571429;0.6101694915254238;1.0;1.8;1.8;0.9375;1.125;1.3125;0.0;0.0;0.0;0.6844660194174758;0.18446601941747573;0.09223300970873786;0.0;0.038834951456310676;0.0
1.0;1.0;1.0;0.0;1.0;0.8823529411764706;0.7058823529411765;32.0;27.0;26.0;0.5423728813559322;0.48214285714285715;0.4482758620689655;1.2307692307692308;1.0384615384615385;1.0;1.1538461538461537;0.9230769230769231;1.0769230769230769;0.0;1.0;1.0;0.7268722466960352;0.19383259911894274;0.05726872246696035;0.0;0.022026431718061675;2.0
5.0;0.0;0.0;0.0;0.35714285714285715;0.21428571428571427;1.0;20.0;21.0;35.0;0.5405405405405406;0.525;0.813953488372093;1.0;1.05;1.75;0.9375;1.125;1.3125;0.0;0.0;0.0;0.7740384615384616;0.10576923076923077;0.028846153846153848;0.009615384615384616;0.08173076923076923;0.0
