Family;Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0
5.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;18.0;21.0;1.0;1.0;1.0;1.0;1.2;1.4;0.9375;1.125;1.3125;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0;1;0
1.0;0.0;1.0;0.0;0.0;1.0;0.0;15.0;36.0;21.0;0.45454545454545453;1.0;0.5384615384615384;1.0;2.4;1.4;0.9375;1.125;1.3125;0.0;0.0;0.0;0.8723404255319149;0.1276595744680851;0.0;0.0;0.0;1;0;0
5.0;0.0;1.0;0.0;0.7692307692307693;1.0;0.0;25.0;25.0;21.0;0.6578947368421053;0.7142857142857143;0.4772727272727273;1.1904761904761905;1.1904761904761905;1.0;1.1538461538461537;0.9230769230769231;1.6153846153846154;0.0;1.0;0.0;0.847682119205298;0.152317880794702;0.0;0.0;0.0;0;0;1
5.0;0.0;0.0;1.0;0.3125;0.5;1.0;20.0;20.0;30.0;0.45454545454545453;0.4878048780487805;0.6976744186046512;1.0;1.0;1.5;1.1538461538461537;0.9230769230769231;1.0769230769230769;0.0;1.0;1.0;0.8527918781725888;0.14720812182741116;0.0;0.0;0.0;0;1;0
3.0;0.0;1.0;0.0;0.0;1.0;0.7333333333333333;15.0;33.0;32.0;0.36585365853658536;0.75;0.6808510638297872;1.0;2.2;2.1333333333333333;0.9375;1.125;1.3125;0.0;0.0;0.0;0.8812785388127854;0.1187214611872146;0.0;0.0;0.0;1;0;0
3.0;0.0;0.0;0.0;1.0;1.0;0.6;20.0;28.0;27.0;0.5555555555555556;0.6363636363636364;0.574468085106383;1.0;1.4;1.35;0.9090909090909091;1.6363636363636365;1.9090909090909092;1.0;0.0;0.0;0.8201438848920863;0.09352517985611511;0.08633093525179857;0.0;0.0;0;0;1
3.0;0.0;0.0;1.0;0.22727272727272727;0.22727272727272727;1.0;15.0;23.0;36.0;0.35714285714285715;0.46;0.782608695652174;1.0;1.5333333333333334;2.4;0.9090909090909091;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.8511326860841424;0.10355987055016182;0.045307443365695796;0.0;0.0;0;1;0
3.0;0.0;1.0;1.0;0.21739130434782608;1.0;0.9565217391304348;15.0;35.0;36.0;0.25;0.5645161290322581;0.5625;1.0;2.3333333333333335;2.4;0.9090909090909091;1.0909090909090908;1.2727272727272727;1.0;1.0;1.0;0.8042813455657493;0.1529051987767584;0.04281345565749235;0.0;0.0;1;0;0
3.0;0.0;1.0;1.0;0.5555555555555556;1.0;0.9444444444444444;20.0;30.0;31.0;0.36363636363636365;0.5263157894736842;0.5254237288135594;1.0;1.5;1.55;0.9090909090909091;1.0909090909090908;1.2727272727272727;1.0;1.0;1.0;0.8590425531914894;0.1196808510638298;0.02127659574468085;0.0;0.0;0;1;1
3.0;0.0;2.0;0.0;0.2;1.0;0.48;15.0;37.0;26.0;0.28846153846153844;0.6851851851851852;0.4642857142857143;1.0;2.466666666666667;1.7333333333333334;0.9090909090909091;1.0909090909090908;1.2727272727272727;1.0;1.0;1.0;0.8585131894484412;0.10071942446043165;0.03597122302158273;0.004796163069544364;0.0;0;0;1
