Family;Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0
1.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;18.0;21.0;1.0;1.0;1.0;1.0;1.2;1.4;0.9375;1.125;1.3125;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;0;0
4.0;1.0;0.0;0.0;1.0;0.0;0.0;29.0;18.0;21.0;1.0;0.5625;0.6;1.6111111111111112;1.0;1.1666666666666667;0.9375;1.125;1.3125;0.0;0.0;0.0;0.7254901960784313;0.27450980392156865;0.0;0.0;0.0;0;1;0
4.0;0.0;1.0;0.0;0.6923076923076923;1.0;0.0;24.0;25.0;21.0;0.6486486486486487;0.7352941176470589;0.4883720930232558;1.1428571428571428;1.1904761904761905;1.0;1.1538461538461537;0.9230769230769231;1.6153846153846154;0.0;1.0;0.0;0.5510204081632653;0.4489795918367347;0.0;0.0;0.0;0;0;1
3.0;0.0;0.0;0.0;0.0;0.3333333333333333;1.0;15.0;22.0;33.0;0.4838709677419355;0.6470588235294118;0.8918918918918919;1.0;1.4666666666666666;2.2;0.9375;1.125;1.3125;0.0;0.0;0.0;0.36;0.64;0.0;0.0;0.0;1;0;0
3.0;0.0;0.0;0.0;1.0;0.0;0.7;20.0;18.0;28.0;0.7407407407407407;0.5142857142857142;0.7368421052631579;1.1111111111111112;1.0;1.5555555555555556;0.9090909090909091;1.6363636363636365;1.9090909090909092;1.0;0.0;0.0;0.4875;0.2125;0.3;0.0;0.0;0;1;0
5.0;0.0;1.0;0.0;0.5294117647058824;1.0;0.35294117647058826;24.0;35.0;27.0;0.5106382978723404;0.7;0.5094339622641509;1.0;1.4583333333333333;1.125;0.9375;1.125;1.3125;0.0;0.0;0.0;0.4065934065934066;0.3516483516483517;0.24175824175824176;0.0;0.0;0;0;1
3.0;0.0;1.0;1.0;0.21739130434782608;0.5652173913043478;1.0;15.0;25.0;44.0;0.29411764705882354;0.4716981132075472;0.7096774193548387;1.0;1.6666666666666667;2.933333333333333;0.9090909090909091;1.0909090909090908;1.9090909090909092;1.0;1.0;0.0;0.4954128440366973;0.3761467889908257;0.12844036697247707;0.0;0.0;1;0;0
3.0;0.0;0.0;1.0;0.5555555555555556;0.4444444444444444;1.0;20.0;20.0;39.0;0.43478260869565216;0.4166666666666667;0.6842105263157895;1.0;1.0;1.95;0.9090909090909091;1.0909090909090908;1.9090909090909092;1.0;1.0;0.0;0.6422764227642277;0.2926829268292683;0.06504065040650407;0.0;0.0;1;0;0
2.0;1.0;0.0;0.0;1.0;0.14285714285714285;0.8571428571428571;29.0;20.0;33.0;0.6744186046511628;0.43478260869565216;0.673469387755102;1.45;1.0;1.65;0.9375;1.125;1.3125;0.0;0.0;0.0;0.6444444444444445;0.2074074074074074;0.07407407407407407;0.007407407407407408;0.06666666666666667;0;1;0
4.0;0.0;0.0;0.0;0.45454545454545453;1.0;0.2727272727272727;20.0;29.0;24.0;0.5882352941176471;0.7837837837837838;0.6;1.0;1.45;1.2;0.9375;1.125;1.3125;0.0;0.0;0.0;0.7549668874172185;0.12582781456953643;0.06622516556291391;0.0;0.052980132450331126;1;0;0
