Family;Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0
2.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;18.0;21.0;1.0;1.0;1.0;1.0;1.2;1.4;0.9375;1.125;1.3125;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;0;0
1.0;1.0;0.0;0.0;1.0;0.0;0.0;29.0;18.0;21.0;1.0;0.5625;0.6;1.6111111111111112;1.0;1.1666666666666667;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9204545454545454;0.07954545454545454;0.0;0.0;0.0;0;1;0
2.0;0.0;1.0;0.0;0.7142857142857143;1.0;0.0;20.0;32.0;21.0;0.5882352941176471;0.7619047619047619;0.4666666666666667;1.0;1.6;1.05;0.9090909090909091;1.6363636363636365;1.9090909090909092;1.0;0.0;0.0;0.8817733990147784;0.11822660098522167;0.0;0.0;0.0;1;0;0
4.0;0.0;0.0;0.0;1.0;0.3333333333333333;0.0;24.0;21.0;21.0;0.8888888888888888;0.7;0.6363636363636364;1.1428571428571428;1.0;1.0;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9063670411985019;0.0449438202247191;0.04868913857677903;0.0;0.0;0;0;1
5.0;0.0;0.0;1.0;0.29411764705882354;0.0;1.0;20.0;18.0;38.0;0.5405405405405406;0.45;0.8837209302325582;1.1111111111111112;1.0;2.111111111111111;0.9375;1.125;1.3125;0.0;0.0;0.0;0.8539682539682539;0.06984126984126984;0.0761904761904762;0.0;0.0;0;1;0
5.0;0.0;1.0;0.0;0.0;1.0;0.9230769230769231;15.0;25.0;33.0;0.375;0.6756756756756757;0.717391304347826;1.0;1.6666666666666667;2.2;1.1538461538461537;0.9230769230769231;1.6153846153846154;0.0;1.0;0.0;0.8879310344827587;0.07183908045977011;0.040229885057471264;0.0;0.0;1;0;0
3.0;0.0;0.0;0.0;1.0;0.7777777777777778;0.6666666666666666;24.0;25.0;27.0;0.6486486486486487;0.625;0.627906976744186;1.0;1.0416666666666667;1.125;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9171270718232044;0.06077348066298342;0.016574585635359115;0.0055248618784530384;0.0;0;1;0
3.0;0.0;1.0;0.0;0.2;1.0;0.05;19.0;32.0;22.0;0.475;0.8648648648648649;0.4782608695652174;1.0;1.6842105263157894;1.1578947368421053;1.1538461538461537;0.9230769230769231;1.6153846153846154;0.0;1.0;0.0;0.9117647058823529;0.061274509803921566;0.0;0.00980392156862745;0.01715686274509804;1;0;0
3.0;1.0;1.0;0.0;0.9375;1.0;0.0;25.0;28.0;21.0;0.6097560975609756;0.6511627906976745;0.40384615384615385;1.1904761904761905;1.3333333333333333;1.0;0.9090909090909091;1.0909090909090908;1.9090909090909092;1.0;1.0;0.0;0.8560157790927022;0.0611439842209073;0.05128205128205128;0.0;0.03155818540433925;0;1;0
3.0;0.0;1.0;0.0;0.43478260869565216;1.0;0.0;20.0;35.0;21.0;0.46511627906976744;0.7777777777777778;0.3888888888888889;1.0;1.75;1.05;0.9090909090909091;1.0909090909090908;1.9090909090909092;1.0;1.0;0.0;0.8826714801444043;0.05956678700361011;0.04693140794223827;0.0;0.010830324909747292;1;0;0
2.0;1.0;1.0;0.0;0.8235294117647058;1.0;0.0;29.0;35.0;21.0;0.6304347826086957;0.7142857142857143;0.40384615384615385;1.380952380952381;1.6666666666666667;1.0;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9351081530782029;0.051580698835274545;0.013311148086522463;0.0;0.0;1;1;0
1.0;0.0;1.0;0.0;0.19230769230769232;1.0;0.0;20.0;44.0;21.0;0.43478260869565216;0.8979591836734694;0.40384615384615385;1.0;2.2;1.05;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9047619047619048;0.041005291005291;0.03042328042328042;0.0;0.023809523809523808;1;0;0
1.0;1.0;1.0;0.0;0.7142857142857143;1.0;0.0;25.0;39.0;21.0;0.5434782608695652;0.7222222222222222;0.3684210526315789;1.1904761904761905;1.8571428571428572;1.0;0.9090909090909091;1.6363636363636365;1.9090909090909092;1.0;0.0;0.0;0.9250985545335085;0.04730617608409987;0.017082785808147174;0.0;0.010512483574244415;1;0;0
