Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
0.0;0.0;0.0;1.0;1.0;1.0;15.0;18.0;21.0;1.0;1.0;1.0;1.0;1.2;1.4;0.9375;1.125;1.3125;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
0.0;1.0;0.0;0.0;1.0;0.0;15.0;28.0;21.0;0.4838709677419355;1.0;0.5675675675675675;1.0;1.8666666666666667;1.4;1.1538461538461535;0.9230769230769232;1.6153846153846154;0.0;1.0;0.0;0.8632478632478633;0.1367521367521367;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.9090909090909092;1.0;0.0;20.0;23.0;21.0;0.6451612903225806;0.696969696969697;0.5;1.0;1.15;1.05;0.9090909090909092;1.0909090909090908;1.9090909090909087;1.0;1.0;0.0;0.8813559322033898;0.1186440677966101;0.0;0.0;0.0;2.0
0.0;0.0;1.0;0.3125;0.375;1.0;15.0;18.0;30.0;0.4054054054054054;0.4615384615384615;0.7317073170731707;1.0;1.2;2.0;0.9090909090909092;1.0909090909090908;1.2727272727272727;1.0;1.0;1.0;0.8865546218487395;0.1134453781512605;0.0;0.0;0.0;1.0
0.0;2.0;0.0;0.0;1.0;0.3548387096774194;10.0;49.0;25.0;0.1923076923076923;0.8166666666666667;0.4464285714285714;1.0;4.9;2.5;0.9090909090909092;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.8403041825095057;0.1596958174904943;0.0;0.0;0.0;0.0
0.0;1.0;0.0;0.1923076923076923;1.0;0.2307692307692307;15.0;44.0;20.0;0.3191489361702128;0.8;0.392156862745098;1.0;2.933333333333333;1.3333333333333333;0.9090909090909092;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.8087248322147651;0.1241610738255033;0.0671140939597315;0.0;0.0;2.0
0.0;1.0;1.0;0.0;1.0;0.7142857142857143;10.0;39.0;29.0;0.217391304347826;0.7222222222222222;0.58;1.0;3.9;2.9;0.9090909090909092;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.8424657534246576;0.1232876712328767;0.0342465753424657;0.0;0.0;0.0
0.0;1.0;1.0;0.1612903225806451;0.5161290322580645;1.0;15.0;34.0;52.0;0.2419354838709677;0.4857142857142857;0.7123287671232876;1.0;2.2666666666666666;3.466666666666667;0.9090909090909092;1.6363636363636365;1.9090909090909087;1.0;0.0;0.0;0.8175182481751825;0.1265206812652068;0.0559610705596107;0.0;0.0;0.0
0.0;1.0;1.0;0.217391304347826;1.0;0.782608695652174;20.0;41.0;39.0;0.3278688524590163;0.640625;0.582089552238806;1.0;2.05;1.95;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9441964285714286;0.0513392857142857;0.0;0.0022321428571428;0.0022321428571428;0.0
0.0;1.0;1.0;0.4545454545454545;0.9090909090909092;1.0;25.0;38.0;43.0;0.373134328358209;0.5428571428571428;0.589041095890411;1.0;1.52;1.72;0.9375;1.125;1.3125;0.0;0.0;0.0;0.908653846153846;0.0625;0.0192307692307692;0.0;0.0096153846153846;2.0
