Qsize_R6;Qsize_R7;Qsize_R8;Qsize_R9;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Cur_Charge_comparable_R8;Cur_Charge_comparable_R9;Exp_Charge__R6;Exp_Charge__R7;Exp_Charge__R8;Exp_Charge__R9;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_ChargeRates_R8;Exp_ChargeRates_R9;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Exp_Charge__comparable_R8;Exp_Charge__comparable_R9;Eff_Gross_R6;Eff_Gross_R7;Eff_Gross_R8;Eff_Gross_R9;predFamilies_R6;predFamilies_R7;predFamilies_R8;predFamilies_R9;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0769230769230769;27.0;15.0;16.0;18.0;0.9642857142857144;0.5172413793103449;0.5333333333333333;0.5806451612903226;1.8;1.0;1.0666666666666669;1.2;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.8716356107660456;0.0993788819875776;0.0289855072463768;0.0;0.0;1.0
1.0;0.0;1.0;0.0;0.625;0.0;1.0;0.0;19.0;15.0;24.0;17.0;0.7037037037037037;0.5357142857142857;0.8275862068965517;0.5666666666666667;1.2666666666666666;1.0;1.6;1.1333333333333333;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.920440636474908;0.0599755201958384;0.0159118727050183;0.0;0.003671970624235;3.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;15.0;16.0;10.0;0.8235294117647058;0.8333333333333334;0.8421052631578947;1.0;1.4;1.5;1.6;1.0;1.75;1.875;2.0;0.875;0.0;0.0;0.0;1.0;0.9061326658322904;0.0725907384230287;0.0037546933667083;0.0025031289111389;0.0150187734668335;3.0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;16.0;7.0;1.0;1.0;1.0;1.0;2.0;2.142857142857143;2.2857142857142856;1.0;1.75;1.875;2.0;0.875;0.0;0.0;0.0;1.0;0.922266139657444;0.061923583662714;0.0;0.0026350461133069;0.0131752305665349;3.0
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;24.0;16.0;7.0;0.6086956521739131;1.0;0.64;0.4375;2.0;3.4285714285714284;2.2857142857142856;1.0;1.75;1.875;2.0;0.875;0.0;0.0;0.0;1.0;0.9159891598915988;0.065040650406504;0.0121951219512195;0.0;0.0067750677506775;3.0
1.0;1.0;0.0;0.0;0.4615384615384615;1.0;0.0;0.0;20.0;28.0;16.0;7.0;0.6060606060606061;0.8235294117647058;0.4571428571428571;0.2692307692307692;2.857142857142857;4.0;2.2857142857142856;1.0;1.75;1.875;2.0;0.875;0.0;0.0;0.0;1.0;0.9170182841068916;0.0478199718706047;0.0267229254571026;0.0014064697609001;0.0070323488045007;3.0
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.3333333333333333;20.0;15.0;16.0;19.0;0.9090909090909092;0.6521739130434783;0.6666666666666666;0.76;1.3333333333333333;1.0;1.0666666666666669;1.2666666666666666;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.8867313915857605;0.0922330097087378;0.0129449838187702;0.0;0.0080906148867313;2.0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;6.0;17.0;1.0;1.0;1.0;1.0;2.333333333333333;2.5;1.0;2.833333333333333;2.0;2.142857142857143;0.8571428571428571;2.4285714285714284;0.0;0.0;1.0;0.0;0.8156182212581344;0.1431670281995661;0.0;0.0108459869848156;0.0303687635574837;2.0
0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;16.0;15.0;8.0;17.0;0.8888888888888888;0.7894736842105263;0.8;0.8095238095238095;2.0;1.875;1.0;2.125;2.0;2.142857142857143;0.8571428571428571;2.4285714285714284;0.0;0.0;1.0;0.0;0.8070175438596491;0.1491228070175438;0.0087719298245614;0.0;0.0350877192982456;2.0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;6.0;17.0;1.0;1.0;1.0;1.0;2.333333333333333;2.5;1.0;2.833333333333333;2.0;2.142857142857143;0.8571428571428571;2.4285714285714284;0.0;0.0;1.0;0.0;0.8285714285714286;0.1428571428571428;0.0;0.0047619047619047;0.0238095238095238;0.0
