Qsize_R6;Qsize_R7;Qsize_R8;Qsize_R9;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Cur_Charge_comparable_R8;Cur_Charge_comparable_R9;Exp_Charge__R6;Exp_Charge__R7;Exp_Charge__R8;Exp_Charge__R9;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_ChargeRates_R8;Exp_ChargeRates_R9;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Exp_Charge__comparable_R8;Exp_Charge__comparable_R9;Eff_Gross_R6;Eff_Gross_R7;Eff_Gross_R8;Eff_Gross_R9;predFamilies_R6;predFamilies_R7;predFamilies_R8;predFamilies_R9;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;16.0;17.0;1.0;1.0;1.0;1.0;1.0;1.0714285714285714;1.1428571428571428;1.2142857142857142;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.6781609195402298;0.2758620689655172;0.0;0.0057471264367816;0.0402298850574712;1.0
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;18.0;16.0;17.0;0.5185185185185185;1.0;0.5517241379310345;0.5666666666666667;1.0;1.2857142857142858;1.1428571428571428;1.2142857142857142;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.6162162162162163;0.227027027027027;0.0702702702702702;0.0162162162162162;0.0702702702702702;1.0
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;15.0;16.0;17.0;0.5833333333333334;1.0;0.6153846153846154;0.6296296296296297;1.0;1.0714285714285714;1.1428571428571428;1.2142857142857142;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.665;0.27;0.05;0.0;0.015;1.0
1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;23.0;14.0;16.0;17.0;0.71875;0.6086956521739131;0.4705882352941176;0.4857142857142857;1.6428571428571428;1.0;1.1428571428571428;1.2142857142857142;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.6638297872340425;0.2468085106382978;0.076595744680851;0.0127659574468085;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;5.0;16.0;19.0;0.875;0.7142857142857143;0.8888888888888888;1.0;2.8;1.0;3.2;3.8;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.7598425196850394;0.1692913385826771;0.0078740157480314;0.0;0.0629921259842519;1.0
1.0;0.0;0.0;0.0;1.0;0.0;0.1428571428571428;0.0;28.0;15.0;18.0;17.0;0.9333333333333332;0.4838709677419355;0.5625;0.5151515151515151;1.8666666666666667;1.0;1.2;1.1333333333333333;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.8379120879120879;0.1126373626373626;0.0439560439560439;0.0;0.0054945054945054;1.0
1.0;0.0;0.0;0.0;1.0;0.375;0.0;0.0;22.0;8.0;16.0;17.0;0.88;0.5;0.5925925925925926;0.6071428571428571;2.75;1.0;2.0;2.125;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.8519417475728155;0.116504854368932;0.0266990291262135;0.0;0.0048543689320388;1.0
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;25.0;5.0;16.0;17.0;1.0;0.3125;0.5925925925925926;0.6071428571428571;5.0;1.0;3.2;3.4;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.88;0.07;0.0275;0.01;0.0125;1.0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;5.0;16.0;17.0;1.0;1.0;1.0;1.0;2.8;1.0;3.2;3.4;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.8694581280788177;0.1009852216748768;0.0;0.0123152709359605;0.0172413793103448;1.0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;16.0;17.0;1.0;1.0;1.0;1.0;1.0;1.0714285714285714;1.1428571428571428;1.2142857142857142;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.8905325443786982;0.1035502958579881;0.0;0.0029585798816568;0.0029585798816568;1.0
0.0;0.0;0.0;1.0;0.0;0.0833333333333333;0.0;1.0;14.0;6.0;16.0;29.0;0.5185185185185185;0.3333333333333333;0.5517241379310345;0.9666666666666668;2.333333333333333;1.0;2.6666666666666665;4.833333333333333;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.8173652694610778;0.122754491017964;0.0389221556886227;0.0;0.0209580838323353;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;5.0;16.0;19.0;0.875;0.7142857142857143;0.8888888888888888;1.0;2.8;1.0;3.2;3.8;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.7881619937694704;0.1744548286604361;0.0062305295950155;0.0;0.0311526479750778;1.0
1.0;0.0;0.0;0.0;1.0;0.0;0.5;0.0;20.0;5.0;19.0;17.0;0.8695652173913043;0.3571428571428571;0.76;0.6538461538461539;4.0;1.0;3.8;3.4;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.7219730941704036;0.2286995515695067;0.0403587443946188;0.0089686098654708;0.0;1.0
0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;14.0;5.0;27.0;17.0;0.56;0.3125;1.0;0.6071428571428571;2.8;1.0;5.4;3.4;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.6584158415841584;0.1881188118811881;0.0544554455445544;0.0;0.099009900990099;1.0
0.0;0.0;1.0;0.0;0.0;0.25;1.0;0.0;14.0;7.0;24.0;17.0;0.5833333333333334;0.4666666666666667;0.9230769230769232;0.6296296296296297;2.0;1.0;3.4285714285714284;2.4285714285714284;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.7016574585635359;0.1657458563535911;0.0552486187845303;0.0;0.0773480662983425;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;5.0;16.0;20.0;0.8235294117647058;0.625;0.8421052631578947;1.0;2.8;1.0;3.2;4.0;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.7720588235294118;0.1838235294117647;0.0220588235294117;0.0073529411764705;0.0147058823529411;1.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;7.0;16.0;17.0;0.875;1.0;0.8888888888888888;0.8947368421052632;2.0;1.0;2.2857142857142856;2.4285714285714284;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.7674418604651163;0.1317829457364341;0.0155038759689922;0.0;0.0852713178294573;1.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;15.0;5.0;16.0;17.0;1.0;0.8333333333333334;0.9411764705882352;0.9444444444444444;3.0;1.0;3.2;3.4;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.6581196581196581;0.2735042735042735;0.0085470085470085;0.0;0.0598290598290598;1.0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;5.0;16.0;17.0;1.0;1.0;1.0;1.0;2.8;1.0;3.2;3.4;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
