Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
0.0;1.0;0.0;1.0;15.0;30.0;0.5;1.0;1.0;2.0;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
5.0;5.0;1.0;0.4202898550724637;84.0;44.0;0.7433628318584071;0.3893805309734513;1.9090909090909087;1.0;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
13.0;7.0;1.0;0.4117647058823529;151.0;71.0;0.7294685990338164;0.3429951690821256;2.126760563380281;1.0;0.9375;0.9375;0.0;0.0;0.8571428571428571;0.1428571428571428;0.0;0.0;0.0;0.0
21.0;9.0;1.0;0.3220338983050847;251.0;91.0;0.7675840978593272;0.2782874617737003;2.758241758241758;1.0;0.9375;0.9375;0.0;0.0;0.8062015503875969;0.1111111111111111;0.082687338501292;0.0;0.0;0.0
21.0;15.0;1.0;0.5286885245901639;249.0;144.0;0.6587301587301587;0.3711340206185567;1.7291666666666667;1.0;0.8333333333333334;2.5;1.0;0.0;0.8325892857142857;0.1227678571428571;0.0401785714285714;0.0044642857142857;0.0;0.0
23.0;16.0;1.0;0.5019157088122606;276.0;146.0;0.6781326781326781;0.3587223587223587;1.8904109589041096;1.0;0.9375;0.9375;0.0;0.0;0.8540305010893247;0.1002178649237472;0.0261437908496732;0.0;0.0196078431372549;0.0
24.0;19.0;1.0;0.5789473684210527;300.0;180.0;0.6451612903225806;0.3870967741935484;1.6666666666666667;1.0;0.9375;0.9375;0.0;0.0;0.9090909090909092;0.0565656565656565;0.0222222222222222;0.006060606060606;0.006060606060606;1.0
26.0;20.0;1.0;0.608843537414966;309.0;184.0;0.6331967213114754;0.3849372384937238;1.6793478260869563;1.0;2.5;0.8333333333333334;0.0;1.0;0.8924528301886793;0.0660377358490566;0.0169811320754716;0.0037735849056603;0.020754716981132;1.0
27.0;24.0;1.0;0.6710526315789473;319.0;219.0;0.609942638623327;0.4187380497131931;1.45662100456621;1.0;0.9375;0.9375;0.0;0.0;0.8804159445407279;0.0658578856152513;0.022530329289428;0.0051993067590987;0.0259965337954939;0.0
31.0;26.0;1.0;0.5938375350140056;372.0;227.0;0.636986301369863;0.3886986301369863;1.6387665198237886;1.0;0.9375;0.9375;0.0;0.0;0.9404958677685952;0.028099173553719;0.0099173553719008;0.0;0.0214876033057851;0.0
31.0;29.0;1.0;0.6840659340659341;369.0;264.0;0.5970873786407767;0.4203821656050955;1.3977272727272727;1.0;0.8333333333333334;2.5;1.0;0.0;0.9122023809523808;0.0654761904761904;0.0178571428571428;0.0029761904761904;0.0014880952380952;0.0
32.0;30.0;1.0;0.726027397260274;370.0;280.0;0.5826771653543307;0.4341085271317829;1.3214285714285714;1.0;0.8333333333333334;2.5;1.0;0.0;0.9292035398230089;0.0471976401179941;0.0088495575221238;0.0029498525073746;0.0117994100294985;0.0
34.0;31.0;1.0;0.7258485639686684;398.0;293.0;0.5887573964497042;0.4334319526627219;1.3583617747440273;1.0;0.9375;0.9375;0.0;0.0;0.9322990126939352;0.0507757404795486;0.0084626234132581;0.0;0.0084626234132581;0.0
37.0;33.0;1.0;0.7126436781609196;450.0;325.0;0.5921052631578947;0.4276315789473684;1.3846153846153846;1.0;0.9375;0.9375;0.0;0.0;0.9406565656565656;0.0328282828282828;0.0189393939393939;0.0;0.0075757575757575;1.0
38.0;39.0;1.0;0.8430493273542601;461.0;391.0;0.5507765830346476;0.4671445639187574;1.1790281329923271;1.0;0.9375;0.9375;0.0;0.0;0.9298642533936652;0.0531674208144796;0.007918552036199;0.0;0.0090497737556561;1.0
38.0;41.0;1.0;0.943310657596372;456.0;431.0;0.5229357798165137;0.4942660550458715;1.0580046403712298;1.0;0.9375;0.9375;0.0;0.0;0.9325353645266594;0.0457018498367791;0.0087051142546245;0.0;0.0130576713819368;1.0
