Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
0.0;0.0;1.0;1.0;15.0;15.0;1.0;1.0;1.0;1.0;0.9375;0.9375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
2.0;2.0;1.0;0.6842105263157895;34.0;28.0;0.723404255319149;0.5957446808510638;1.2142857142857142;1.0;0.9375;0.9375;0.0;0.0;0.4923076923076923;0.5076923076923077;0.0;0.0;0.0;0.0
3.0;1.0;1.0;0.225;55.0;24.0;0.859375;0.375;2.2916666666666665;1.0;0.9375;0.9375;0.0;0.0;0.4666666666666667;0.4285714285714285;0.1047619047619047;0.0;0.0;0.0
7.0;2.0;1.0;0.2727272727272727;92.0;36.0;0.8141592920353983;0.3185840707964602;2.555555555555556;1.0;0.9375;0.9375;0.0;0.0;0.547486033519553;0.3016759776536313;0.0837988826815642;0.0167597765363128;0.0502793296089385;0.0
8.0;2.0;1.0;0.2526315789473684;110.0;39.0;0.8208955223880597;0.291044776119403;2.8205128205128207;1.0;0.9375;0.9375;0.0;0.0;0.616580310880829;0.2227979274611398;0.0880829015544041;0.0259067357512953;0.0466321243523316;0.0
8.0;5.0;1.0;0.5053763440860215;98.0;62.0;0.6758620689655173;0.4;1.5806451612903225;1.0;0.8333333333333334;2.5;1.0;0.0;0.7608695652173914;0.2010869565217391;0.0054347826086956;0.0163043478260869;0.0163043478260869;0.0
9.0;5.0;1.0;0.5157894736842106;100.0;64.0;0.6711409395973155;0.4025157232704403;1.5625;1.0;0.8333333333333334;2.5;1.0;0.0;0.7741935483870968;0.1666666666666666;0.0;0.021505376344086;0.0376344086021505;0.0
10.0;4.0;1.0;0.396039603960396;116.0;55.0;0.7435897435897436;0.3525641025641026;2.109090909090909;1.0;0.9375;0.9375;0.0;0.0;0.7663043478260869;0.1902173913043478;0.0271739130434782;0.0;0.0163043478260869;1.0
10.0;5.0;1.0;0.5;117.0;56.0;0.6964285714285714;0.3544303797468354;2.0892857142857144;1.0;2.5;0.8333333333333334;0.0;1.0;0.7320574162679426;0.2583732057416268;0.0095693779904306;0.0;0.0;1.0
12.0;8.0;1.0;0.6306306306306306;126.0;85.0;0.6428571428571429;0.4336734693877551;1.4823529411764709;1.0;0.9375;0.9375;0.0;0.0;0.7903930131004366;0.1921397379912663;0.0087336244541484;0.0;0.0087336244541484;1.0
13.0;7.0;1.0;0.5405405405405406;126.0;65.0;0.6774193548387096;0.3693181818181818;1.9384615384615385;1.0;2.5;0.8333333333333334;0.0;1.0;0.7533039647577092;0.1894273127753304;0.0088105726872246;0.013215859030837;0.0352422907488986;1.0
13.0;8.0;1.0;0.5818181818181818;125.0;69.0;0.6613756613756614;0.3854748603351955;1.8115942028985508;1.0;2.5;0.8333333333333334;0.0;1.0;0.7665198237885462;0.1762114537444934;0.0044052863436123;0.026431718061674;0.026431718061674;1.0
13.0;9.0;1.0;0.7372881355932204;133.0;102.0;0.6045454545454545;0.4636363636363636;1.303921568627451;1.0;0.9375;0.9375;0.0;0.0;0.8070866141732284;0.1102362204724409;0.0669291338582677;0.0;0.0157480314960629;0.0
13.0;8.0;1.0;0.547945205479452;161.0;95.0;0.6680497925311203;0.3941908713692946;1.694736842105263;1.0;0.9375;0.9375;0.0;0.0;0.8188405797101449;0.1376811594202898;0.0;0.0108695652173913;0.0326086956521739;0.0
14.0;12.0;1.0;0.6772151898734177;163.0;122.0;0.6037037037037037;0.4357142857142857;1.3360655737704918;1.0;0.8333333333333334;2.5;1.0;0.0;0.7957957957957958;0.1711711711711711;0.006006006006006;0.0;0.027027027027027;0.0
20.0;10.0;1.0;0.4579439252336448;229.0;113.0;0.7003058103975535;0.345565749235474;2.0265486725663715;1.0;0.9375;0.9375;0.0;0.0;0.8062015503875969;0.1369509043927648;0.0284237726098191;0.0103359173126615;0.0180878552971576;0.0
19.0;12.0;1.0;0.4703196347031963;234.0;118.0;0.6943620178041543;0.3501483679525222;1.9830508474576272;1.0;0.9375;0.9375;0.0;0.0;0.8451443569553806;0.1181102362204724;0.0209973753280839;0.0078740157480314;0.0078740157480314;0.0
