P1;2;3;6;12;14;
P2;2;4;7;10;14;
P3;1;5;9;11;13;
P4;1;3;6;12;14;
P5;1;3;9;11;13;
P6;2;4;8;12;14;
P7;2;4;8;11;14;
P8;1;3;9;11;13;
P9;1;5;7;10;14;
P10;2;4;6;10;14;
P11;2;3;8;10;14;
P12;2;5;7;12;13;
P13;2;5;7;11;13;
P14;1;3;7;12;13;
P15;2;3;6;10;14;
P16;2;4;6;10;13;
P17;1;5;9;10;13;
P18;2;4;6;10;13;
P19;2;4;8;11;14;
P20;1;5;7;12;13;
P21;1;3;7;11;13;
P22;1;4;6;12;14;
P23;1;4;6;10;13;
P24;2;3;6;12;13;
P25;1;3;8;11;14;
P26;1;3;9;11;14;
P27;2;3;6;12;13;
P28;2;3;8;11;13;
P29;1;5;7;10;13;
P30;2;4;6;12;13;
P31;1;4;8;11;14;
P32;2;3;6;10;14;
P33;1;5;9;12;14;
P34;2;3;8;11;13;
P35;2;5;7;10;13;
P36;1;4;9;12;14;
P37;2;3;7;11;13;
P38;2;3;9;11;14;
P39;2;5;7;11;14;
P40;1;4;9;10;14;
P41;2;3;9;11;14;
P42;2;5;8;10;13;
P43;1;5;9;10;14;
P44;1;5;9;10;14;
P45;1;4;6;12;13;
P46;2;4;8;10;13;
P47;1;4;6;11;13;
P48;2;3;9;11;13;
P49;2;3;9;10;13;
P50;1;4;6;11;14;
P51;1;3;7;10;14;
P52;2;4;6;12;14;
P53;1;3;9;11;13;
P54;2;4;9;11;14;
P55;2;4;9;11;14;
P56;1;5;8;12;14;
P57;2;5;6;12;14;
P58;1;3;8;11;13;
P59;2;5;6;12;14;
P60;1;3;7;12;13;
P61;2;5;6;11;14;
P62;2;4;8;11;13;
P63;2;3;7;10;14;
P64;1;3;7;10;13;
P65;1;3;7;12;13;
P66;1;4;6;11;14;
P67;1;4;6;11;13;
P68;1;5;6;10;13;
P69;2;3;7;11;14;
P70;1;3;7;10;14;
P71;2;3;7;12;14;
P72;2;5;6;12;13;
P73;1;3;7;10;14;
P74;2;4;8;11;13;
P75;1;3;9;10;14;
P76;1;5;7;12;14;
P77;2;5;6;11;13;
P78;1;5;8;11;13;
P79;1;5;6;12;14;
P80;1;4;7;10;13;
P81;2;4;6;12;13;
P82;2;4;6;10;13;
P83;1;5;9;11;14;
P84;2;4;8;12;14;
P85;2;3;6;12;14;
P86;1;3;7;10;13;
P87;2;5;6;11;14;
P88;1;3;7;12;14;
P89;2;3;6;12;14;
P90;1;4;9;10;14;
P91;1;4;9;12;14;
P92;2;4;6;12;14;
P93;2;3;7;10;13;
P94;2;3;6;10;13;
P95;2;5;7;11;14;
P96;2;4;8;12;13;
P97;1;3;6;11;14;
P98;1;5;7;12;14;
P99;1;3;7;11;13;
P100;1;4;7;11;14;
