Qsize_R6;Qsize_R7;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Exp_Charge__R6;Exp_Charge__R7;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Eff_Gross_R6;Eff_Gross_R7;predFamilies_R6;predFamilies_R7;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource_0.0;Selected Resource_1.0
0.0;3.0;0.2058823529411764;1.0;36.0;62.0;0.5142857142857142;0.8985507246376812;1.0;1.7222222222222223;1.0;0.9655172413793104;0.0;0.0;0.9581589958158996;0.0132496513249651;0.0285913528591352;0;1
0.0;1.0;0.0;1.0;29.0;43.0;0.6590909090909091;1.0;1.0;1.4827586206896552;1.0;0.9655172413793104;0.0;0.0;0.9239130434782608;0.0597826086956521;0.0163043478260869;0;1
0.0;1.0;0.0;1.0;29.0;49.0;0.4142857142857143;1.0;1.0;1.6896551724137931;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9079089924160346;0.0476706392199349;0.0444203683640303;0;1
0.0;2.0;0.0;1.0;29.0;27.0;0.6041666666666666;1.0;1.0740740740740742;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.933806146572104;0.0437352245862884;0.0224586288416075;0;1
2.0;0.0;1.0;0.037037037037037;56.0;9.0;0.9824561403508772;0.25;6.222222222222222;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9432717678100264;0.0197889182058047;0.0369393139841688;0;1
2.0;0.0;1.0;0.1;49.0;10.0;0.9607843137254902;0.3333333333333333;4.9;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.958904109589041;0.010958904109589;0.0301369863013698;0;1
0.0;1.0;0.0;1.0;29.0;44.0;0.6444444444444445;1.0;1.0;1.5172413793103448;1.0;0.9655172413793104;0.0;0.0;0.9643652561247216;0.0;0.0356347438752783;1;0
1.0;0.0;1.0;0.1875;27.0;31.0;0.9;0.6595744680851063;1.0;1.148148148148148;0.9166666666666666;2.333333333333333;1.0;0.0;0.9282296650717704;0.0263157894736842;0.0454545454545454;1;0
1.0;0.0;1.0;0.2;26.0;31.0;0.896551724137931;0.6739130434782609;1.0;1.1923076923076923;0.9166666666666666;2.333333333333333;1.0;0.0;0.8970588235294118;0.0588235294117647;0.0441176470588235;1;0
1.0;0.0;1.0;0.0;24.0;28.0;1.0;0.6829268292682927;1.0;1.1666666666666667;0.9166666666666666;2.333333333333333;1.0;0.0;0.935483870967742;0.0295698924731182;0.0349462365591397;1;0
0.0;0.0;1.0;1.0;29.0;28.0;1.0;1.0;1.0357142857142858;1.0;1.0;0.9655172413793104;0.0;0.0;0.9285714285714286;0.0714285714285714;0.0;0;1
1.0;0.0;1.0;0.0;54.0;8.0;1.0;0.2424242424242424;6.75;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.6440677966101694;0.1440677966101695;0.211864406779661;0;1
1.0;0.0;1.0;0.0;61.0;8.0;1.0;0.2;7.625;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.6481481481481481;0.0555555555555555;0.2962962962962963;0;1
0.0;0.0;1.0;1.0;29.0;28.0;1.0;1.0;1.0357142857142858;1.0;1.0;0.9655172413793104;0.0;0.0;0.0;0.0;0.0;0;1
