Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0
0.0;0.0;0.0;1.0;0.3333333333333333;0.0;24.0;21.0;21.0;0.8888888888888888;0.7;0.6363636363636364;1.1428571428571428;1.0;1.0;0.9375;1.125;1.3125;0.0;0.0;0.0;0.6753246753246753;0.1558441558441558;0.1688311688311688;0.0;0.0;0;0;1
0.0;1.0;1.0;0.45;0.7;1.0;24.0;32.0;41.0;0.4137931034482758;0.5245901639344263;0.640625;1.0;1.3333333333333333;1.7083333333333333;0.9375;1.125;1.3125;0.0;0.0;0.0;0.4017094017094017;0.3675213675213675;0.094017094017094;0.0;0.1367521367521367;0;1;0
1.0;1.0;1.0;0.5185185185185185;1.0;0.5555555555555556;29.0;39.0;36.0;0.4084507042253521;0.5735294117647058;0.4675324675324675;1.0;1.3448275862068966;1.2413793103448276;1.1538461538461535;0.9230769230769232;1.6153846153846154;0.0;1.0;0.0;0.3471074380165289;0.4628099173553719;0.140495867768595;0.0;0.0495867768595041;0;1;0
0.0;2.0;1.0;0.2647058823529412;1.0;0.7058823529411765;24.0;46.0;45.0;0.2926829268292683;0.5822784810126582;0.5113636363636364;1.0;1.9166666666666667;1.875;1.1538461538461535;0.9230769230769232;1.6153846153846154;0.0;1.0;0.0;0.4782608695652174;0.4161490683229814;0.093167701863354;0.0;0.0124223602484472;0;1;1
0.0;1.0;1.0;0.0;0.5666666666666667;1.0;15.0;29.0;51.0;0.2419354838709677;0.4915254237288136;0.75;1.0;1.933333333333333;3.4;1.1538461538461535;0.9230769230769232;1.6153846153846154;0.0;1.0;0.0;0.7341772151898734;0.1983122362869198;0.0421940928270042;0.0126582278481012;0.0126582278481012;1;0;0
0.0;0.0;2.0;0.217391304347826;0.2608695652173913;1.0;20.0;24.0;67.0;0.2564102564102564;0.3;0.7528089887640449;1.0;1.2;3.35;0.9090909090909092;1.0909090909090908;1.9090909090909087;1.0;1.0;0.0;0.7022900763358778;0.2595419847328244;0.0190839694656488;0.0114503816793893;0.0076335877862595;1;0;0
1.0;0.0;3.0;0.2727272727272727;0.1272727272727272;1.0;25.0;19.0;76.0;0.2873563218390804;0.2134831460674157;0.7755102040816326;1.3157894736842106;1.0;4.0;0.9090909090909092;1.0909090909090908;1.9090909090909087;1.0;1.0;0.0;0.6702127659574468;0.2730496453900709;0.0496453900709219;0.0;0.0070921985815602;0;1;0
0.0;1.0;3.0;0.2;0.28;1.0;20.0;26.0;71.0;0.238095238095238;0.3023255813953488;0.7473684210526316;1.0;1.3;3.55;0.9090909090909092;1.0909090909090908;1.9090909090909087;1.0;1.0;0.0;0.6862068965517242;0.2551724137931034;0.0206896551724137;0.0068965517241379;0.0310344827586206;0;1;0
0.0;1.0;2.0;0.1111111111111111;0.4666666666666667;1.0;15.0;33.0;66.0;0.1851851851851851;0.3975903614457831;0.717391304347826;1.0;2.2;4.4;0.9090909090909092;1.0909090909090908;1.9090909090909087;1.0;1.0;0.0;0.6852459016393443;0.2327868852459016;0.0459016393442622;0.0;0.0360655737704918;1;0;0
1.0;1.0;2.0;0.3181818181818182;0.4545454545454545;1.0;24.0;32.0;65.0;0.2727272727272727;0.3555555555555555;0.6565656565656566;1.0;1.3333333333333333;2.708333333333333;0.9090909090909092;1.0909090909090908;1.9090909090909087;1.0;1.0;0.0;0.6786885245901639;0.2557377049180327;0.0360655737704918;0.0;0.0295081967213114;1;0;0
