Qsize_R6;Qsize_R7;Qsize_R8;Qsize_R9;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Cur_Charge_comparable_R8;Cur_Charge_comparable_R9;Exp_Charge__R6;Exp_Charge__R7;Exp_Charge__R8;Exp_Charge__R9;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_ChargeRates_R8;Exp_ChargeRates_R9;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Exp_Charge__comparable_R8;Exp_Charge__comparable_R9;Eff_Gross_R6;Eff_Gross_R7;Eff_Gross_R8;Eff_Gross_R9;predFamilies_R6;predFamilies_R7;predFamilies_R8;predFamilies_R9;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0;Selected Resource_3.0
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.2142857142857142;28.0;15.0;16.0;20.0;0.9032258064516128;0.46875;0.4848484848484848;0.5882352941176471;1.8666666666666667;1.0;1.0666666666666669;1.3333333333333333;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.9003378378378378;0.0608108108108108;0.0287162162162162;0.0033783783783783;0.0067567567567567;0;1;0;0
1.0;1.0;0.0;0.0;0.9285714285714286;1.0;0.0;0.1428571428571428;27.0;19.0;16.0;19.0;0.627906976744186;0.5588235294117647;0.3555555555555555;0.4130434782608695;1.6875;1.1875;1.0;1.1875;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.8879598662207357;0.0568561872909698;0.0484949832775919;0.0016722408026755;0.0050167224080267;0;1;0;0
0.0;1.0;0.0;0.0;0.25;1.0;0.0;0.0;16.0;13.0;16.0;17.0;0.6666666666666666;0.8666666666666667;0.6153846153846154;0.6296296296296297;1.2307692307692308;1.0;1.2307692307692308;1.3076923076923077;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.936923076923077;0.0461538461538461;0.0153846153846153;0.0;0.0015384615384615;0;1;0;0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;16.0;17.0;1.0;1.0;1.0;1.0;1.0;1.0714285714285714;1.1428571428571428;1.2142857142857142;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.941109852774632;0.0396375990939977;0.0;0.0033975084937712;0.015855039637599;0;0;1;0
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;14.0;15.0;12.0;17.0;0.7;0.7142857142857143;1.0;0.7391304347826086;1.1666666666666667;1.25;1.0;1.4166666666666667;2.0;2.142857142857143;0.8571428571428571;2.4285714285714284;0.0;0.0;1.0;0.0;0.9321839080459772;0.0471264367816091;0.0068965517241379;0.0022988505747126;0.0114942528735632;0;0;1;0
0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;14.0;15.0;26.0;17.0;0.5833333333333334;0.6;1.0;0.6296296296296297;1.0;1.0714285714285714;1.8571428571428568;1.2142857142857142;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.896032831737346;0.0779753761969904;0.0136798905608755;0.0;0.0123119015047879;0;1;0;1
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;10.0;16.0;17.0;0.7368421052631579;1.0;0.7619047619047619;0.7727272727272727;1.4;1.0;1.6;1.7;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.9123563218390804;0.0775862068965517;0.007183908045977;0.0028735632183908;0.0;0;0;0;1
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.5833333333333334;26.0;5.0;16.0;14.0;0.7878787878787878;0.2083333333333333;0.4571428571428571;0.5384615384615384;5.2;1.0;3.2;2.8;2.333333333333333;0.8333333333333334;2.6666666666666665;1.1666666666666667;0.0;1.0;0.0;1.0;0.8773181169757489;0.0713266761768901;0.0271041369472182;0.0;0.0242510699001426;0;1;0;0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;5.0;16.0;17.0;1.0;1.0;1.0;1.0;2.8;1.0;3.2;3.4;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.8868852459016393;0.1049180327868852;0.0;0.0049180327868852;0.0032786885245901;0;1;0;0
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;22.0;16.0;17.0;0.6666666666666666;1.0;0.6956521739130435;0.7083333333333334;1.0;1.5714285714285714;1.1428571428571428;1.2142857142857142;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.9079646017699116;0.0654867256637168;0.0123893805309734;0.0;0.0141592920353982;1;0;0;0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;4.0;15.0;16.0;17.0;1.0;1.0;1.0;1.0;1.0;3.75;4.0;4.25;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.9065420560747663;0.0766355140186915;0.0;0.0037383177570093;0.0130841121495327;1;0;0;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;15.0;16.0;20.0;0.8235294117647058;0.8333333333333334;0.8421052631578947;1.0;1.0;1.0714285714285714;1.1428571428571428;1.4285714285714286;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.8808777429467085;0.1065830721003134;0.0094043887147335;0.0;0.0031347962382445;1;0;0;0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;16.0;16.0;17.0;0.9333333333333332;1.0;0.9411764705882352;0.9444444444444444;1.0;1.1428571428571428;1.1428571428571428;1.2142857142857142;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.712280701754386;0.2210526315789473;0.0035087719298245;0.0070175438596491;0.0561403508771929;1;0;0;0
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;11.0;15.0;16.0;17.0;1.0;0.6818181818181818;0.6956521739130435;0.7083333333333334;1.0;1.3636363636363635;1.4545454545454546;1.5454545454545454;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.6974169741697417;0.2324723247232472;0.025830258302583;0.0;0.044280442804428;1;1;0;0
0.0;1.0;0.0;0.0;0.2727272727272727;1.0;0.0;0.0;7.0;16.0;16.0;17.0;0.3888888888888889;0.8421052631578947;0.5333333333333333;0.5483870967741935;1.0;2.2857142857142856;2.2857142857142856;2.4285714285714284;0.8;1.0;3.2;3.4;1.0;1.0;0.0;0.0;0.6753731343283582;0.2574626865671642;0.0522388059701492;0.0;0.0149253731343283;1;0;0;0
