Qsize_R13;Qsize_R14;Cur_Charge_comparable_R13;Cur_Charge_comparable_R14;Exp_Charge__R13;Exp_Charge__R14;Exp_ChargeRates_R13;Exp_ChargeRates_R14;Exp_Charge__comparable_R13;Exp_Charge__comparable_R14;Eff_Gross_R13;Eff_Gross_R14;predFamilies_R13;predFamilies_R14;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0
0.0;0.0;1.0;0.0;13.0;10.0;1.0;0.7692307692307693;1.3;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.8895027624309392;0.0920810313075506;0.007366482504604;0.005524861878453;0.005524861878453;0;1
0.0;1.0;0.0;1.0;10.0;10.0;0.625;1.0;1.0;1.0;2.0;0.8;0.0;1.0;0.8426966292134831;0.0802568218298555;0.0674157303370786;0.0;0.0096308186195826;0;1
0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.8875154511742892;0.1001236093943139;0.0123609394313967;0.0;0.0;0;1
0.0;1.0;0.0;1.0;10.0;9.0;0.6666666666666666;1.0;1.1111111111111112;1.0;2.0;0.8;0.0;1.0;0.8939393939393939;0.0833333333333333;0.0164141414141414;0.0;0.0063131313131313;1;0
0.0;0.0;1.0;0.0;10.0;4.0;1.0;0.5;2.5;1.0;1.2;0.8;1.0;1.0;0.8957528957528957;0.0849420849420849;0.0102960102960102;0.0038610038610038;0.0051480051480051;0;1
0.0;1.0;0.0;1.0;6.0;17.0;0.4615384615384615;1.0;1.0;2.833333333333333;0.8571428571428571;1.4285714285714286;1.0;0.0;0.8857142857142857;0.1012987012987013;0.0;0.0038961038961038;0.009090909090909;1;0
0.0;1.0;0.1666666666666666;1.0;7.0;16.0;0.5384615384615384;0.9411764705882352;1.0;2.2857142857142856;0.8571428571428571;1.4285714285714286;1.0;0.0;0.8853754940711462;0.0988142292490118;0.0065876152832674;0.0;0.0092226613965744;1;0
0.0;1.0;0.0;1.0;6.0;17.0;0.4615384615384615;1.0;1.0;2.833333333333333;0.8571428571428571;1.4285714285714286;1.0;0.0;0.8825910931174089;0.1012145748987854;0.0067476383265856;0.0;0.0094466936572199;1;0
0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.8705882352941177;0.1196078431372549;0.0;0.0098039215686274;0.0;1;0
0.0;0.0;1.0;0.0;10.0;10.0;1.0;0.7142857142857143;1.0;1.0;0.8571428571428571;1.4285714285714286;1.0;0.0;0.84375;0.111328125;0.03125;0.005859375;0.0078125;1;0
0.0;0.0;1.0;0.0;12.0;10.0;1.0;0.625;1.2;1.0;0.8571428571428571;1.4285714285714286;1.0;0.0;0.8346456692913385;0.1377952755905512;0.0157480314960629;0.0;0.0118110236220472;1;0
0.0;0.0;1.0;0.0;8.0;10.0;1.0;0.8333333333333334;1.0;1.25;0.8571428571428571;1.4285714285714286;1.0;0.0;0.8523206751054853;0.1350210970464135;0.0063291139240506;0.0021097046413502;0.0042194092827004;1;0
0.0;0.0;1.0;0.0;12.0;10.0;1.0;0.8333333333333334;1.2;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.783410138248848;0.152073732718894;0.0552995391705069;0.0;0.0092165898617511;1;0
0.0;0.0;0.0;1.0;6.0;13.0;0.6666666666666666;1.0;1.0;2.1666666666666665;0.8571428571428571;1.4285714285714286;1.0;0.0;0.7926829268292683;0.1707317073170731;0.0182926829268292;0.0;0.0182926829268292;1;0
0.0;0.0;0.0;1.0;6.0;12.0;0.75;1.0;1.0;2.0;0.8571428571428571;1.4285714285714286;1.0;0.0;0.7571428571428571;0.2214285714285714;0.0071428571428571;0.0;0.0142857142857142;1;0
0.0;0.0;1.0;1.0;6.0;10.0;1.0;1.0;1.0;1.6666666666666667;0.8571428571428571;1.4285714285714286;1.0;0.0;0.6956521739130435;0.2318840579710145;0.072463768115942;0.0;0.0;1;0
0.0;0.0;0.0;1.0;10.0;13.0;0.7692307692307693;1.0;1.0;1.3;0.9090909090909092;0.9090909090909092;0.0;0.0;0.0;0.4;0.0;0.0;0.6;1;0
